Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category
3266176cab3bac10f8d4b223b8ced752fcc60a0003139f082175c350b6f73b2f,2016-08,City of London Police,City of London Police,-0.09596,51.517534,On or near London Wall,E01000001,City of London 001A,Burglary,Awaiting court outcome
4f092db5edede43188ae1fba0a0f0b0cee9d140398826e24d2aa4a473d34d50e,2016-08,City of London Police,City of London Police,-0.075196,51.512609,On or near St Clare Street,E01000005,City of London 001E,Burglary,Offender sent to prison
cd3e6917e232cc829f7555ee90a7550ffdedc216a847dee898f17b3dd519f873,2016-08,City of London Police,City of London Police,-0.092296,51.511386,On or near College Hill,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
fc1eedf495547b666562bf38c38cbfde1f6a08c424da30a8c974776442373a16,2016-08,City of London Police,City of London Police,-0.083079,51.511578,On or near Fenchurch Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
d0a8a8030a836fad8b2228e8b4299f8944c14ddb0bcdaf78db2b534e8d3bb97c,2016-08,City of London Police,City of London Police,-0.086416,51.516191,On or near Throgmorton Avenue,E01032739,City of London 001F,Burglary,Offender sent to prison
d4cb65c9dccf360d40868a089ff290108e2267171c68a6f61a60ac6fa6545363,2016-08,City of London Police,City of London Police,-0.091151,51.516026,On or near Basinghall Street,E01032739,City of London 001F,Burglary,Status update unavailable
98231c69585ce2b3821cf3345f06d02b6ded3da44bef7ea9ed3c6133e87f5f34,2016-08,City of London Police,City of London Police,-0.080322,51.510651,On or near Mark Lane,E01032739,City of London 001F,Burglary,Status update unavailable
58f0ad252d51cd29188d0d6fdfd083d9dbc65fadf57fc5a47f40ddbe1f15b9df,2016-08,City of London Police,City of London Police,-0.084251,51.520059,On or near Sun Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
8e6bb0001b835a0d37804d91d8b1471bca5854487781ed853d2e8a8d79fc4776,2016-08,City of London Police,City of London Police,-0.101575,51.513857,On or near Ludgate Hill,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
5241c4f23f405ede2805e785458e9b30e1488ff63c5171ba1ef91b3b7e81b9aa,2016-08,City of London Police,City of London Police,-0.092296,51.511386,On or near College Hill,E01032739,City of London 001F,Burglary,Offender sent to prison
244db7aa5bc593f9a73610c2d265b0a598575006612a661caf3e80fcfed9dc81,2016-08,City of London Police,City of London Police,-0.087666,51.511122,On or near Cannon Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
cd91f71722dfc2b28dd90855fc87b17ecfbe48c5d55bfb9620ff955f9b008d06,2016-08,City of London Police,City of London Police,-0.08776,51.517149,On or near London Wall,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
c12f10f4c83f9d6b6c7645974a6b1effee931e54cc6f876d699d78835b17d450,2016-08,City of London Police,City of London Police,-0.090797,51.514482,On or near Old Jewry,E01032739,City of London 001F,Burglary,Court result unavailable
14e4bb9cedff0ba585505a5b212f2bd81fe6e67c93d0ae4b56e897c4dbcc9135,2016-08,City of London Police,City of London Police,-0.102794,51.515037,On or near Parking Area,E01032740,City of London 001G,Burglary,Unable to prosecute suspect
642d7bb6ccd2f78e5b0258c80fd246a6256b5405f9fd1d36f45a4b44533a6074,2016-08,City of London Police,City of London Police,-0.105134,51.513869,On or near Bride Lane,E01032740,City of London 001G,Burglary,Unable to prosecute suspect
7dbed47274063a89f916c5841caeb724e8097f54fb47942a00af83668ffa6a21,2016-08,City of London Police,City of London Police,-0.11071,51.513914,On or near Fleet Street,E01032740,City of London 001G,Burglary,Investigation complete; no suspect identified
27bda332a2b44080ba1fddd16df2696b193947840de2c365779e39d919a2b2d8,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.133591,51.583762,On or near Longhayes Avenue,E01000030,Barking and Dagenham 001D,Burglary,Investigation complete; no suspect identified
a1875560eca81360684a53b44f5fec445ff1d28db45deae027a385599eb7cebb,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.140466,51.584159,On or near Bagleys Spring,E01000030,Barking and Dagenham 001D,Burglary,Status update unavailable
97c68c6a42481155412dec6141df8cda6a03a04e4f5602106e59c11cc89ca003,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.148365,51.572288,On or near Coombewood Drive,E01000110,Barking and Dagenham 002C,Burglary,Investigation complete; no suspect identified
c3a87b7d878d51539a38158ca700c850d763cad62ed8259bcddd2952d9e378ee,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.14499,51.572934,On or near Petrol Station,E01000110,Barking and Dagenham 002C,Burglary,Investigation complete; no suspect identified
10ba43488d753e80419c0e653308d86b4cc9b6966d5dc86238f7b3fe8ffe13a2,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.148365,51.572288,On or near Coombewood Drive,E01000110,Barking and Dagenham 002C,Burglary,Investigation complete; no suspect identified
c26fe36480c2eda737e70a93214166e481b3f610a91e973a50d2251ab95ec2c9,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.141982,51.572197,On or near Whalebone Lane North,E01000112,Barking and Dagenham 002E,Burglary,Investigation complete; no suspect identified
2b2c1ef95789bf32241c3633aa93eb20c828499efc21e975c1440d52ee325f85,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.129754,51.568706,On or near Station Road,E01000113,Barking and Dagenham 002F,Burglary,Status update unavailable
08a3041abe700d1018c4f742bf9911c294e6d28f60886cb919288f3966f991be,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.180963,51.562882,On or near Laurel Crescent,E01000037,Barking and Dagenham 003B,Burglary,Investigation complete; no suspect identified
adae9ff5319f8f53ab5be1291fa0e5b704f2cf2ef9402044ea8c2fe091d32b18,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.145498,51.554004,On or near Thompson Road,E01000063,Barking and Dagenham 004A,Burglary,Status update unavailable
ee7769abe518394e832240595183c352d1fb744c61e3ac6f17b11641188acb79,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.138292,51.559981,On or near Bentry Close,E01000100,Barking and Dagenham 004B,Burglary,Status update unavailable
476f438e3c575029c29152084507eb56f9fb8f6e9f6745330c1fb3faba533a54,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.140288,51.560403,On or near Parking Area,E01000100,Barking and Dagenham 004B,Burglary,Investigation complete; no suspect identified
513dadd1eb84e66be0642374bae9408aaf23270783c151c17f61f552788d1ac7,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.140288,51.560403,On or near Parking Area,E01000100,Barking and Dagenham 004B,Burglary,Status update unavailable
19e56b65ee53330ff5509a88695ace86f275386af1cd895d622df0209b306661,2016-08,Metropolitan Police Service,Metropolitan Police Service,0.145491,51.560892,On or near Green Lane,E01000101,Barking and Dagenham 004C,Burglary,Investigation complete; no suspect identified
