Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2019-07-02T03:55:21+00:00,51.51868,-0.085173,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2019-07-02 03:55:21+00:00
Person search,2019-07-02T06:14:00+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2019-07-02 06:14:00+00:00
Person search,2019-07-03T01:33:45+00:00,51.517431,-0.082458,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2019-07-03 01:33:45+00:00
Person search,2019-07-03T11:12:54+00:00,51.517431,-0.082458,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2019-07-03 11:12:54+00:00
Person search,2019-07-04T02:34:23+00:00,51.518433,-0.078856,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-07-04 02:34:23+00:00
Person search,2019-07-04T02:43:03+00:00,51.518433,-0.078856,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-07-04 02:43:03+00:00
Person and Vehicle search,2019-07-04T02:55:25+00:00,51.516347,-0.104887,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2019-07-04 02:55:25+00:00
Person search,2019-07-04T02:56:03+00:00,51.516347,-0.104887,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2019-07-04 02:56:03+00:00
Person and Vehicle search,2019-07-04T08:43:53+00:00,51.51283,-0.108175,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2019-07-04 08:43:53+00:00
Person and Vehicle search,2019-07-05T00:47:55+00:00,51.52029,-0.078591,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2019-07-05 00:47:55+00:00
Person search,2019-07-05T02:21:53+00:00,51.515606,-0.094094,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False,2019-07-05 02:21:53+00:00
Person and Vehicle search,2019-07-05T04:00:28+00:00,51.513952,-0.085833,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2019-07-05 04:00:28+00:00
Person search,2019-07-05T08:50:38+00:00,51.512598,-0.084967,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2019-07-05 08:50:38+00:00
Person search,2019-07-05T08:53:54+00:00,51.512598,-0.084967,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Community resolution,False,False,2019-07-05 08:53:54+00:00
Person and Vehicle search,2019-07-05T09:21:08+00:00,51.51792,-0.092628,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-07-05 09:21:08+00:00
Person search,2019-07-06T05:55:12+00:00,51.513952,-0.085833,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2019-07-06 05:55:12+00:00
Person search,2019-07-07T02:28:41+00:00,51.517576,-0.079786,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,True,2019-07-07 02:28:41+00:00
Person and Vehicle search,2019-07-07T05:22:01+00:00,51.509848,-0.104494,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2019-07-07 05:22:01+00:00
