Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2020-04-01T05:26:18+00:00,51.51283,-0.108175,Male,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-04-01 05:26:18+00:00
Person search,2020-04-01T07:32:17+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-04-01 07:32:17+00:00
Person and Vehicle search,2020-04-02T00:54:17+00:00,51.516351,-0.082965,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-04-02 00:54:17+00:00
Person search,2020-04-02T07:59:17+00:00,51.513928,-0.108231,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-04-02 07:59:17+00:00
Person search,2020-04-02T10:56:19+00:00,51.516047,-0.075411,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-04-02 10:56:19+00:00
Person search,2020-04-03T00:23:11+00:00,51.517576,-0.079786,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-04-03 00:23:11+00:00
Person search,2020-04-03T00:31:28+00:00,51.516814,-0.08162,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-04-03 00:31:28+00:00
Person and Vehicle search,2020-04-03T09:22:46+00:00,51.515546,-0.070056,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-04-03 09:22:46+00:00
Person and Vehicle search,2020-04-03T11:03:08+00:00,51.516047,-0.075411,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-04-03 11:03:08+00:00
Person and Vehicle search,2020-04-04T03:49:11+00:00,51.516934,-0.073543,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-04-04 03:49:11+00:00
Person search,2020-04-05T01:44:37+00:00,51.515606,-0.094094,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-04-05 01:44:37+00:00
Person search,2020-04-06T05:59:12+00:00,51.520699,-0.097601,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,False,2020-04-06 05:59:12+00:00
Person search,2020-04-06T08:08:22+00:00,51.510651,-0.080322,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-04-06 08:08:22+00:00
Person search,2020-04-07T03:04:30+00:00,51.514367,-0.076592,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,False,2020-04-07 03:04:30+00:00
Person search,2020-04-07T08:56:05+00:00,51.521853,-0.094468,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-07 08:56:05+00:00
Person search,2020-04-07T08:56:54+00:00,51.513454,-0.09172,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-04-07 08:56:54+00:00
Person and Vehicle search,2020-04-07T10:53:17+00:00,51.51962,-0.088766,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-04-07 10:53:17+00:00
Person search,2020-04-08T04:01:14+00:00,51.52166,-0.09586,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-08 04:01:14+00:00
Person and Vehicle search,2020-04-09T01:48:20+00:00,51.512147,-0.092077,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-04-09 01:48:20+00:00
Person search,2020-04-10T02:28:14+00:00,51.509848,-0.104494,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-04-10 02:28:14+00:00
Person and Vehicle search,2020-04-10T02:32:27+00:00,51.522615,-0.077253,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-04-10 02:32:27+00:00
Person search,2020-04-10T09:10:54+00:00,51.512031,-0.099907,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-10 09:10:54+00:00
Person search,2020-04-10T11:20:30+00:00,51.509848,-0.104494,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,True,2020-04-10 11:20:30+00:00
Person search,2020-04-11T00:51:19+00:00,51.510828,-0.086166,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-11 00:51:19+00:00
Person search,2020-04-11T01:06:48+00:00,51.510828,-0.086166,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False,2020-04-11 01:06:48+00:00
Person search,2020-04-11T04:18:49+00:00,51.509614,-0.079011,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-04-11 04:18:49+00:00
Person search,2020-04-12T02:07:34+00:00,51.518375,-0.10293,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-04-12 02:07:34+00:00
Person search,2020-04-12T02:34:10+00:00,51.513928,-0.108231,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-04-12 02:34:10+00:00
Person search,2020-04-12T05:55:21+00:00,51.515307,-0.097277,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2020-04-12 05:55:21+00:00
Person search,2020-04-12T09:36:32+00:00,51.513453,-0.101073,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-12 09:36:32+00:00
Person search,2020-04-13T01:24:01+00:00,51.511625,-0.081549,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-13 01:24:01+00:00
Person search,2020-04-13T01:38:45+00:00,51.512678,-0.079444,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-13 01:38:45+00:00
Person search,2020-04-13T04:04:06+00:00,51.518864,-0.097562,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-04-13 04:04:06+00:00
Person search,2020-04-14T04:23:07+00:00,51.513447,-0.093493,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-14 04:23:07+00:00
Person search,2020-04-14T07:01:17+00:00,51.51265,-0.101452,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-04-14 07:01:17+00:00
Person search,2020-04-14T08:10:19+00:00,51.512147,-0.092077,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-04-14 08:10:19+00:00
Person search,2020-04-15T02:31:57+00:00,51.508066,-0.08778,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2020-04-15 02:31:57+00:00
Person search,2020-04-15T03:36:57+00:00,51.51768,-0.078484,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-04-15 03:36:57+00:00
Person search,2020-04-15T03:53:04+00:00,51.51768,-0.078484,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-04-15 03:53:04+00:00
Person and Vehicle search,2020-04-15T07:54:53+00:00,51.517032,-0.089451,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-04-15 07:54:53+00:00
Person search,2020-04-15T08:04:32+00:00,51.514203,-0.094628,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-15 08:04:32+00:00
Person search,2020-04-15T08:07:10+00:00,51.514203,-0.094628,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-15 08:07:10+00:00
Person and Vehicle search,2020-04-16T03:10:48+00:00,51.575664,-0.072432,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-04-16 03:10:48+00:00
Person search,2020-04-16T04:26:06+00:00,51.575664,-0.072432,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-04-16 04:26:06+00:00
Person and Vehicle search,2020-04-16T06:30:33+00:00,51.52331,-0.098342,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-04-16 06:30:33+00:00
Person and Vehicle search,2020-04-16T07:32:25+00:00,51.583366,-0.072178,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,False,2020-04-16 07:32:25+00:00
Person and Vehicle search,2020-04-16T08:23:26+00:00,51.589418,-0.076556,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,True,2020-04-16 08:23:26+00:00
Person search,2020-04-16T08:57:53+00:00,51.57672,-0.088075,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-04-16 08:57:53+00:00
Person and Vehicle search,2020-04-16T11:47:21+00:00,51.516351,-0.082965,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-04-16 11:47:21+00:00
Person search,2020-04-17T01:40:47+00:00,51.513928,-0.108231,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-04-17 01:40:47+00:00
Person and Vehicle search,2020-04-17T05:05:37+00:00,51.523637,-0.076532,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-04-17 05:05:37+00:00
