Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2023-04-01T13:07:55+00:00,51.519045,-0.097078,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,False,2023-04-01 13:07:55+00:00
Person and Vehicle search,2023-04-01T19:50:23+00:00,51.51636,-0.082993,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-04-01 19:50:23+00:00
Person search,2023-04-01T21:38:22+00:00,51.516869,-0.081113,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Arrest,True,False,2023-04-01 21:38:22+00:00
Person search,2023-04-02T14:14:59+00:00,51.516869,-0.081113,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-04-02 14:14:59+00:00
Person search,2023-04-03T11:07:19+00:00,51.512105,-0.085089,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-04-03 11:07:19+00:00
Person and Vehicle search,2023-04-03T14:02:50+00:00,51.511884,-0.108027,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-04-03 14:02:50+00:00
Person and Vehicle search,2023-04-03T14:44:48+00:00,51.511884,-0.108027,Female,25-34,,Article for use in theft,A no further action disposal,True,False,2023-04-03 14:44:48+00:00
Person and Vehicle search,2023-04-03T14:48:27+00:00,51.511884,-0.108027,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-04-03 14:48:27+00:00
Person and Vehicle search,2023-04-03T16:52:26+00:00,51.517332,-0.098519,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-04-03 16:52:26+00:00
Person and Vehicle search,2023-04-03T17:01:44+00:00,51.517332,-0.098519,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-04-03 17:01:44+00:00
Person search,2023-04-03T17:06:10+00:00,51.517332,-0.098519,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-04-03 17:06:10+00:00
Person search,2023-04-03T17:07:55+00:00,51.495323,-0.033871,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-04-03 17:07:55+00:00
Person search,2023-04-03T19:39:40+00:00,51.517102,-0.088785,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-04-03 19:39:40+00:00
Person search,2023-04-03T23:03:15+00:00,51.509744,-0.089208,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-04-03 23:03:15+00:00
Person search,2023-04-04T04:35:31+00:00,51.515942,-0.112096,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-04-04 04:35:31+00:00
Person search,2023-04-04T05:54:08+00:00,51.515942,-0.112096,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-04-04 05:54:08+00:00
Person search,2023-04-04T16:06:19+00:00,51.511077,-0.101475,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-04-04 16:06:19+00:00
Person search,2023-04-04T17:52:40+00:00,51.495323,-0.033871,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-04-04 17:52:40+00:00
Person search,2023-04-04T20:48:02+00:00,51.515534,-0.107443,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-04-04 20:48:02+00:00
Person search,2023-04-04T21:57:40+00:00,51.515534,-0.107443,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2023-04-04 21:57:40+00:00
Person and Vehicle search,2023-04-05T07:03:19+00:00,51.517461,-0.089808,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2023-04-05 07:03:19+00:00
