Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person and Vehicle search,2021-01-01T01:41:28+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,False,2021-01-01 01:41:28+00:00
Person and Vehicle search,2021-01-01T03:58:54+00:00,51.512536,-0.11277,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-01 03:58:54+00:00
Person and Vehicle search,2021-01-01T04:26:03+00:00,51.512536,-0.11277,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-01 04:26:03+00:00
Person search,2021-01-01T05:01:25+00:00,51.51142,-0.097699,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-01 05:01:25+00:00
Person search,2021-01-01T05:37:39+00:00,51.510004,-0.07323,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-01 05:37:39+00:00
Person search,2021-01-01T06:54:55+00:00,51.510868,-0.0969,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2021-01-01 06:54:55+00:00
Person and Vehicle search,2021-01-01T12:15:28+00:00,51.513928,-0.108231,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2021-01-01 12:15:28+00:00
Person search,2021-01-01T12:58:01+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-01 12:58:01+00:00
Person search,2021-01-02T11:13:06+00:00,51.516596,-0.055224,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2021-01-02 11:13:06+00:00
Person search,2021-01-03T03:30:33+00:00,51.514151,-0.074958,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2021-01-03 03:30:33+00:00
Person search,2021-01-03T04:54:46+00:00,51.513268,-0.100202,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2021-01-03 04:54:46+00:00
Person search,2021-01-03T05:08:15+00:00,51.510671,-0.084284,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Summons / charged by post,True,False,2021-01-03 05:08:15+00:00
Person search,2021-01-03T10:48:06+00:00,51.511625,-0.081549,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2021-01-03 10:48:06+00:00
Person and Vehicle search,2021-01-03T11:00:15+00:00,51.52181,-0.097929,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-03 11:00:15+00:00
Person search,2021-01-04T07:11:38+00:00,51.510893,-0.120231,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-04 07:11:38+00:00
Person search,2021-01-04T07:13:57+00:00,51.510893,-0.120231,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-04 07:13:57+00:00
Person search,2021-01-06T01:00:39+00:00,51.521853,-0.094468,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2021-01-06 01:00:39+00:00
Person search,2021-01-06T04:56:02+00:00,51.515404,-0.102721,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-06 04:56:02+00:00
Person search,2021-01-07T02:17:34+00:00,51.517938,-0.098148,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2021-01-07 02:17:34+00:00
Person search,2021-01-07T02:51:43+00:00,51.518262,-0.088203,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2021-01-07 02:51:43+00:00
Person search,2021-01-07T05:05:10+00:00,51.511053,-0.075722,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-07 05:05:10+00:00
Person search,2021-01-07T10:56:09+00:00,51.514203,-0.094628,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-07 10:56:09+00:00
Person search,2021-01-08T11:50:41+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-08 11:50:41+00:00
Person search,2021-01-09T04:55:15+00:00,51.51768,-0.078484,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2021-01-09 04:55:15+00:00
Person search,2021-01-09T11:43:23+00:00,51.517678,-0.107672,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2021-01-09 11:43:23+00:00
Person search,2021-01-09T12:11:28+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2021-01-09 12:11:28+00:00
Person search,2021-01-10T01:19:09+00:00,51.51768,-0.078484,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2021-01-10 01:19:09+00:00
Person search,2021-01-10T01:51:22+00:00,51.51768,-0.078484,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-10 01:51:22+00:00
Person search,2021-01-10T02:49:08+00:00,51.520348,-0.095914,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2021-01-10 02:49:08+00:00
Person search,2021-01-10T02:58:08+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-10 02:58:08+00:00
Person search,2021-01-10T03:05:07+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-10 03:05:07+00:00
Person search,2021-01-10T03:39:44+00:00,51.511749,-0.108018,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2021-01-10 03:39:44+00:00
Person search,2021-01-10T04:35:19+00:00,51.51768,-0.078484,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-10 04:35:19+00:00
Person search,2021-01-10T05:48:51+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-10 05:48:51+00:00
Person search,2021-01-10T05:53:21+00:00,51.511625,-0.081549,Female,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-10 05:53:21+00:00
Person search,2021-01-10T05:56:28+00:00,51.511625,-0.081549,Female,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-10 05:56:28+00:00
Person search,2021-01-10T06:38:12+00:00,51.51768,-0.078484,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-10 06:38:12+00:00
Person search,2021-01-10T11:08:49+00:00,51.516508,-0.079398,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2021-01-10 11:08:49+00:00
Person search,2021-01-10T11:14:17+00:00,51.516508,-0.079398,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-10 11:14:17+00:00
Person search,2021-01-11T02:36:22+00:00,51.513114,-0.086272,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-11 02:36:22+00:00
Person search,2021-01-11T06:22:44+00:00,51.516508,-0.079398,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-11 06:22:44+00:00
Person search,2021-01-11T06:41:22+00:00,51.513114,-0.086272,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False,2021-01-11 06:41:22+00:00
Person and Vehicle search,2021-01-11T07:40:51+00:00,51.517032,-0.089451,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2021-01-11 07:40:51+00:00
Person and Vehicle search,2021-01-11T08:22:02+00:00,51.517149,-0.08776,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2021-01-11 08:22:02+00:00
Person search,2021-01-12T03:14:24+00:00,51.517244,-0.080376,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2021-01-12 03:14:24+00:00
Person and Vehicle search,2021-01-13T04:12:35+00:00,51.513114,-0.086272,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2021-01-13 04:12:35+00:00
Person search,2021-01-15T07:49:58+00:00,51.520658,-0.094546,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2021-01-15 07:49:58+00:00
Person and Vehicle search,2021-01-15T08:16:36+00:00,51.516078,-0.08498,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False,2021-01-15 08:16:36+00:00
Person and Vehicle search,2021-01-16T07:41:25+00:00,51.510004,-0.07323,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2021-01-16 07:41:25+00:00
Person search,2021-01-16T07:50:44+00:00,51.510004,-0.07323,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-16 07:50:44+00:00
Person search,2021-01-17T02:20:15+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,True,2021-01-17 02:20:15+00:00
Person search,2021-01-17T02:56:05+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 02:56:05+00:00
Person search,2021-01-17T03:27:52+00:00,51.509532,-0.088843,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 03:27:52+00:00
Person search,2021-01-17T03:35:19+00:00,51.509532,-0.088843,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 03:35:19+00:00
Person search,2021-01-17T03:58:07+00:00,51.509532,-0.088843,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 03:58:07+00:00
Person search,2021-01-17T04:25:28+00:00,51.509532,-0.088843,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 04:25:28+00:00
Person search,2021-01-17T07:21:28+00:00,51.516508,-0.079398,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 07:21:28+00:00
Person search,2021-01-17T07:39:20+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2021-01-17 07:39:20+00:00
Person search,2021-01-17T07:45:17+00:00,51.518433,-0.078856,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2021-01-17 07:45:17+00:00
Person search,2021-01-17T08:11:53+00:00,51.515728,-0.078393,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 08:11:53+00:00
Person search,2021-01-17T08:34:43+00:00,51.515728,-0.078393,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 08:34:43+00:00
Person search,2021-01-17T08:40:24+00:00,51.515728,-0.078393,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 08:40:24+00:00
Person and Vehicle search,2021-01-17T08:48:18+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2021-01-17 08:48:18+00:00
Person and Vehicle search,2021-01-17T12:50:16+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-17 12:50:16+00:00
Person search,2021-01-18T03:05:24+00:00,51.507133,-0.121813,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2021-01-18 03:05:24+00:00
Person search,2021-01-18T04:13:12+00:00,51.51142,-0.097699,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest,True,False,2021-01-18 04:13:12+00:00
Person search,2021-01-18T11:04:09+00:00,51.518511,-0.08531,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-18 11:04:09+00:00
Person search,2021-01-18T11:06:34+00:00,51.518511,-0.08531,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-18 11:06:34+00:00
Person search,2021-01-19T02:49:34+00:00,51.518189,-0.082628,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-19 02:49:34+00:00
Person search,2021-01-20T08:23:15+00:00,51.516814,-0.08162,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2021-01-20 08:23:15+00:00
Person search,2021-01-21T05:55:09+00:00,51.512598,-0.084967,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2021-01-21 05:55:09+00:00
Person search,2021-01-22T02:32:39+00:00,51.518864,-0.097562,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2021-01-22 02:32:39+00:00
Person search,2021-01-22T04:23:32+00:00,51.513377,-0.096363,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2021-01-22 04:23:32+00:00
Person search,2021-01-23T01:04:23+00:00,51.518262,-0.097053,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-23 01:04:23+00:00
Person search,2021-01-23T01:11:04+00:00,51.518262,-0.097053,Female,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-23 01:11:04+00:00
Person search,2021-01-23T01:11:04+00:00,51.518262,-0.097053,Female,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-23 01:11:04+00:00
Person search,2021-01-23T01:11:04+00:00,51.518262,-0.097053,Female,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-23 01:11:04+00:00
Person search,2021-01-23T07:12:36+00:00,51.521038,-0.078718,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-01-23 07:12:36+00:00
