Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2020-05-01T09:26:12+00:00,51.515728,-0.078393,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-05-01 09:26:12+00:00
Person and Vehicle search,2020-05-02T00:41:25+00:00,51.512147,-0.092077,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-05-02 00:41:25+00:00
Person search,2020-05-02T07:04:57+00:00,51.512882,-0.084768,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-02 07:04:57+00:00
Person search,2020-05-02T08:21:44+00:00,51.512462,-0.076095,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-05-02 08:21:44+00:00
Person search,2020-05-02T09:43:50+00:00,51.510671,-0.084284,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-02 09:43:50+00:00
Person search,2020-05-03T06:20:32+00:00,51.516767,-0.098572,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2020-05-03 06:20:32+00:00
Person and Vehicle search,2020-05-03T06:48:45+00:00,51.519807,-0.09144,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-05-03 06:48:45+00:00
Person search,2020-05-03T07:20:56+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-05-03 07:20:56+00:00
Person search,2020-05-03T07:42:20+00:00,51.516814,-0.08162,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-05-03 07:42:20+00:00
Person search,2020-05-03T07:43:25+00:00,51.519807,-0.09144,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-03 07:43:25+00:00
Person search,2020-05-04T02:26:55+00:00,51.516347,-0.104887,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-04 02:26:55+00:00
Person search,2020-05-04T02:30:26+00:00,51.515523,-0.077451,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-05-04 02:30:26+00:00
Person search,2020-05-04T02:43:27+00:00,51.515523,-0.077451,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-04 02:43:27+00:00
Person search,2020-05-04T05:54:27+00:00,51.516062,-0.110592,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-04 05:54:27+00:00
Person search,2020-05-05T07:18:12+00:00,51.513447,-0.093493,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-05 07:18:12+00:00
Person and Vehicle search,2020-05-05T08:20:05+00:00,51.519635,-0.097962,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-05-05 08:20:05+00:00
Person search,2020-05-05T10:34:59+00:00,51.51265,-0.101452,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-05-05 10:34:59+00:00
Person and Vehicle search,2020-05-06T01:43:07+00:00,51.51265,-0.101452,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-05-06 01:43:07+00:00
Person search,2020-05-06T04:55:15+00:00,51.51792,-0.092628,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-06 04:55:15+00:00
Person search,2020-05-06T07:49:16+00:00,51.505458,-0.114389,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-05-06 07:49:16+00:00
Person search,2020-05-06T09:38:35+00:00,51.51265,-0.101452,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-05-06 09:38:35+00:00
Person search,2020-05-06T11:57:36+00:00,51.51265,-0.101452,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-05-06 11:57:36+00:00
Person search,2020-05-07T02:35:11+00:00,51.508181,-0.019397,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-05-07 02:35:11+00:00
Person and Vehicle search,2020-05-07T03:02:19+00:00,51.508181,-0.019397,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-05-07 03:02:19+00:00
Person search,2020-05-07T03:26:00+00:00,51.512462,-0.076095,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-07 03:26:00+00:00
Person search,2020-05-08T01:50:30+00:00,51.518864,-0.097562,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-08 01:50:30+00:00
Person search,2020-05-08T02:06:54+00:00,51.550005,-0.065684,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-05-08 02:06:54+00:00
Person search,2020-05-08T02:15:35+00:00,51.509547,-0.076031,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,True,False,2020-05-08 02:15:35+00:00
Person search,2020-05-08T07:06:56+00:00,51.511812,-0.089698,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-08 07:06:56+00:00
Person search,2020-05-08T08:49:13+00:00,51.519888,-0.102506,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2020-05-08 08:49:13+00:00
Person and Vehicle search,2020-05-09T02:42:15+00:00,51.516571,-0.108164,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-09 02:42:15+00:00
Person search,2020-05-09T04:25:22+00:00,51.512598,-0.084967,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-09 04:25:22+00:00
Person search,2020-05-09T09:12:57+00:00,51.511407,-0.083086,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-05-09 09:12:57+00:00
Person search,2020-05-10T01:09:50+00:00,51.518231,-0.112939,Female,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-05-10 01:09:50+00:00
Person search,2020-05-10T01:10:44+00:00,51.518231,-0.112939,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-05-10 01:10:44+00:00
Person and Vehicle search,2020-05-10T01:13:28+00:00,51.518231,-0.112939,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-05-10 01:13:28+00:00
Person search,2020-05-10T04:09:10+00:00,51.516078,-0.08498,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2020-05-10 04:09:10+00:00
Person search,2020-05-10T05:13:07+00:00,51.513389,-0.080034,Male,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-05-10 05:13:07+00:00
Person search,2020-05-10T05:21:14+00:00,51.516078,-0.08498,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2020-05-10 05:21:14+00:00
Person search,2020-05-11T08:29:23+00:00,51.513928,-0.108231,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False,2020-05-11 08:29:23+00:00
