Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2019-06-02T03:14:27+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-06-02 03:14:27+00:00
Person and Vehicle search,2019-06-03T01:22:34+00:00,51.514457,-0.073849,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-06-03 01:22:34+00:00
Person and Vehicle search,2019-06-03T01:35:32+00:00,51.520059,-0.084251,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2019-06-03 01:35:32+00:00
Person and Vehicle search,2019-06-03T01:41:24+00:00,51.520059,-0.084251,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2019-06-03 01:41:24+00:00
Person search,2019-06-03T02:18:54+00:00,51.520059,-0.084251,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2019-06-03 02:18:54+00:00
Person search,2019-06-03T02:27:43+00:00,51.520059,-0.084251,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2019-06-03 02:27:43+00:00
Person search,2019-06-04T05:09:40+00:00,51.521853,-0.094468,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2019-06-04 05:09:40+00:00
Person search,2019-06-05T01:45:07+00:00,51.51768,-0.078484,Male,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2019-06-05 01:45:07+00:00
Person search,2019-06-05T02:15:41+00:00,51.520678,-0.080318,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2019-06-05 02:15:41+00:00
Person and Vehicle search,2019-06-06T00:34:33+00:00,51.516767,-0.098572,Male,25-34,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Arrest,True,False,2019-06-06 00:34:33+00:00
Person and Vehicle search,2019-06-06T01:04:36+00:00,51.517196,-0.085149,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2019-06-06 01:04:36+00:00
Person and Vehicle search,2019-06-06T02:37:31+00:00,51.520985,-0.078749,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-06-06 02:37:31+00:00
Person and Vehicle search,2019-06-06T08:26:57+00:00,51.513389,-0.080034,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2019-06-06 08:26:57+00:00
Person search,2019-06-06T08:54:53+00:00,51.605573,-0.122923,Male,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2019-06-06 08:54:53+00:00
