Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person and Vehicle search,2017-02-01T00:00:00+00:00,51.563536,-0.236702,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 00:00:00+00:00
Person search,2017-02-01T00:04:00+00:00,51.47868,-0.335511,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-02-01 00:04:00+00:00
Person search,2017-02-01T00:20:00+00:00,51.487534,-0.095899,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 00:20:00+00:00
Person search,2017-02-01T00:20:00+00:00,51.481487,-0.329288,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-02-01 00:20:00+00:00
Person search,2017-02-01T00:30:00+00:00,51.5593,-0.056778,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,,2017-02-01 00:30:00+00:00
Person search,2017-02-01T00:45:00+00:00,51.526474,0.166218,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 00:45:00+00:00
Person search,2017-02-01T00:45:00+00:00,51.463466,-0.141659,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 00:45:00+00:00
Person and Vehicle search,2017-02-01T00:48:00+00:00,51.475228,0.0612,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 00:48:00+00:00
Person search,2017-02-01T00:50:00+00:00,51.536702,-0.239671,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect summonsed to court,,,2017-02-01 00:50:00+00:00
Person search,2017-02-01T00:50:00+00:00,51.475228,0.0612,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 00:50:00+00:00
Person search,2017-02-01T00:50:00+00:00,51.536702,-0.239671,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 00:50:00+00:00
Person search,2017-02-01T00:52:00+00:00,51.50998,-0.132331,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 00:52:00+00:00
Person search,2017-02-01T01:00:00+00:00,51.471438,-0.337848,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-02-01 01:00:00+00:00
Person search,2017-02-01T01:00:00+00:00,51.463466,-0.141659,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-02-01 01:00:00+00:00
Person search,2017-02-01T01:00:00+00:00,51.514132,-0.132723,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:00:00+00:00
Person and Vehicle search,2017-02-01T01:05:00+00:00,51.61529,0.012447,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,,,2017-02-01 01:05:00+00:00
Person search,2017-02-01T01:05:00+00:00,51.512984,-0.13068,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:05:00+00:00
Person and Vehicle search,2017-02-01T01:07:00+00:00,51.450547,0.086858,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 01:07:00+00:00
Person search,2017-02-01T01:11:00+00:00,51.48132,0.08338,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:11:00+00:00
Person search,2017-02-01T01:11:00+00:00,51.479776,0.087731,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,,2017-02-01 01:11:00+00:00
Person and Vehicle search,2017-02-01T01:14:00+00:00,51.501761,-0.229736,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:14:00+00:00
Person search,2017-02-01T01:20:00+00:00,51.510653,-0.246382,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 01:20:00+00:00
Person search,2017-02-01T01:20:00+00:00,51.482833,-0.003097,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-02-01 01:20:00+00:00
Person search,2017-02-01T01:23:00+00:00,51.524494,-0.144754,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:23:00+00:00
Person search,2017-02-01T01:30:00+00:00,51.465355,-0.018157,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-02-01 01:30:00+00:00
Person search,2017-02-01T01:30:00+00:00,51.611805,-0.057209,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:30:00+00:00
Person and Vehicle search,2017-02-01T01:30:00+00:00,51.532489,-0.211444,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:30:00+00:00
Person search,2017-02-01T01:30:00+00:00,51.390816,-0.261862,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-02-01 01:30:00+00:00
Person search,2017-02-01T01:32:00+00:00,51.489437,0.086084,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 01:32:00+00:00
Person search,2017-02-01T01:39:00+00:00,51.473253,-0.071698,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 01:39:00+00:00
Person search,2017-02-01T01:47:00+00:00,51.49021,0.069856,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:47:00+00:00
Person search,2017-02-01T01:47:00+00:00,51.49021,0.069856,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-02-01 01:47:00+00:00
Person search,2017-02-01T01:50:00+00:00,51.487136,0.083473,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-02-01 01:50:00+00:00
Person and Vehicle search,2017-02-01T01:55:00+00:00,51.444501,-0.132025,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:55:00+00:00
Person search,2017-02-01T01:55:00+00:00,51.460832,-0.070465,Male,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 01:55:00+00:00
Person search,2017-02-01T01:57:00+00:00,51.5389,-0.058642,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 01:57:00+00:00
Person search,2017-02-01T02:00:00+00:00,51.490647,0.069544,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 02:00:00+00:00
Person and Vehicle search,2017-02-01T02:05:00+00:00,51.54657,-0.233925,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 02:05:00+00:00
Person and Vehicle search,2017-02-01T02:10:00+00:00,51.614929,-0.177411,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-02-01 02:10:00+00:00
Person search,2017-02-01T02:20:00+00:00,51.423696,-0.13004,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,,2017-02-01 02:20:00+00:00
Person search,2017-02-01T02:26:00+00:00,51.527164,-0.080478,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 02:26:00+00:00
Person and Vehicle search,2017-02-01T02:50:00+00:00,51.385972,0.135128,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-02-01 02:50:00+00:00
Person and Vehicle search,2017-02-01T03:10:00+00:00,51.501761,-0.229736,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 03:10:00+00:00
Person and Vehicle search,2017-02-01T03:14:00+00:00,51.397686,-0.076502,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 03:14:00+00:00
Person and Vehicle search,2017-02-01T03:19:00+00:00,51.401812,-0.11795,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-02-01 03:19:00+00:00
Person and Vehicle search,2017-02-01T03:20:00+00:00,51.547655,-0.27418,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-02-01 03:20:00+00:00
Person search,2017-02-01T03:20:00+00:00,51.471717,-0.490059,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-02-01 03:20:00+00:00
