Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2019-08-01T00:46:59+00:00,51.508066,-0.08778,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),,Arrest,True,False,2019-08-01 00:46:59+00:00
Person search,2019-08-01T02:05:38+00:00,51.508066,-0.08778,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest,True,False,2019-08-01 02:05:38+00:00
Person search,2019-08-02T00:51:32+00:00,51.517431,-0.082458,Female,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,True,2019-08-02 00:51:32+00:00
Person search,2019-08-02T00:59:33+00:00,51.516351,-0.082965,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2019-08-02 00:59:33+00:00
Person and Vehicle search,2019-08-02T01:35:54+00:00,51.504764,-0.113192,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2019-08-02 01:35:54+00:00
Person and Vehicle search,2019-08-02T02:47:03+00:00,51.51768,-0.078484,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-08-02 02:47:03+00:00
Person and Vehicle search,2019-08-02T03:08:27+00:00,51.517146,-0.098642,Male,over 34,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,A no further action disposal,False,False,2019-08-02 03:08:27+00:00
Person search,2019-08-02T03:23:44+00:00,51.51768,-0.078484,Male,,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,A no further action disposal,False,False,2019-08-02 03:23:44+00:00
Person and Vehicle search,2019-08-03T02:09:10+00:00,51.514151,-0.074958,Male,25-34,Psychoactive Substances Act 2016 (s36(2)),Psychoactive substances,A no further action disposal,True,False,2019-08-03 02:09:10+00:00
Person and Vehicle search,2019-08-03T02:23:16+00:00,51.514151,-0.074958,Male,25-34,Psychoactive Substances Act 2016 (s36(2)),Psychoactive substances,A no further action disposal,False,False,2019-08-03 02:23:16+00:00
