Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2020-07-01T02:16:55+00:00,51.517196,-0.085149,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-01 02:16:55+00:00
Person and Vehicle search,2020-07-01T03:10:05+00:00,51.512117,-0.102411,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-07-01 03:10:05+00:00
Person search,2020-07-01T03:16:33+00:00,51.512117,-0.102411,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-07-01 03:16:33+00:00
Person search,2020-07-01T04:00:56+00:00,51.516814,-0.08162,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-01 04:00:56+00:00
Person search,2020-07-01T04:28:08+00:00,51.515866,-0.073675,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-01 04:28:08+00:00
Person search,2020-07-01T08:03:16+00:00,51.514627,-0.072156,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-01 08:03:16+00:00
Person search,2020-07-01T08:12:50+00:00,51.514627,-0.072156,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-01 08:12:50+00:00
Person search,2020-07-01T09:01:52+00:00,51.522017,-0.109582,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-01 09:01:52+00:00
Person search,2020-07-01T11:36:17+00:00,51.506255,-0.074901,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-01 11:36:17+00:00
Person search,2020-07-02T03:35:53+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-02 03:35:53+00:00
Person search,2020-07-03T01:13:57+00:00,51.516966,-0.1059,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-03 01:13:57+00:00
Person search,2020-07-03T03:22:48+00:00,51.522017,-0.109582,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-03 03:22:48+00:00
Person search,2020-07-03T03:28:28+00:00,51.518864,-0.097562,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-07-03 03:28:28+00:00
Person search,2020-07-03T04:12:42+00:00,51.510795,-0.077578,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-03 04:12:42+00:00
Person and Vehicle search,2020-07-03T07:09:26+00:00,51.517032,-0.089451,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-03 07:09:26+00:00
Person and Vehicle search,2020-07-03T07:55:54+00:00,51.517032,-0.089451,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-03 07:55:54+00:00
Person search,2020-07-03T09:19:37+00:00,51.517244,-0.080376,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-07-03 09:19:37+00:00
Person search,2020-07-04T03:06:56+00:00,51.510148,-0.077029,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-04 03:06:56+00:00
Person search,2020-07-04T04:42:07+00:00,51.50995,-0.078665,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-04 04:42:07+00:00
Person search,2020-07-04T04:54:16+00:00,51.516814,-0.08162,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-07-04 04:54:16+00:00
Person and Vehicle search,2020-07-04T06:04:21+00:00,51.514151,-0.074958,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-07-04 06:04:21+00:00
Person search,2020-07-04T10:54:43+00:00,51.522233,-0.107382,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,True,2020-07-04 10:54:43+00:00
Person and Vehicle search,2020-07-05T01:20:53+00:00,51.516767,-0.098572,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-07-05 01:20:53+00:00
Person search,2020-07-05T01:23:29+00:00,51.515504,-0.07627,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-07-05 01:23:29+00:00
Person search,2020-07-05T01:23:54+00:00,51.516767,-0.098572,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-07-05 01:23:54+00:00
Person search,2020-07-05T01:27:31+00:00,51.516767,-0.098572,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-07-05 01:27:31+00:00
Person search,2020-07-05T01:58:37+00:00,51.515504,-0.07627,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-07-05 01:58:37+00:00
Person and Vehicle search,2020-07-05T06:05:45+00:00,51.525993,-0.073233,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-05 06:05:45+00:00
Person and Vehicle search,2020-07-05T06:07:17+00:00,51.525993,-0.073233,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-05 06:07:17+00:00
Person search,2020-07-05T06:11:34+00:00,51.525993,-0.073233,Female,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-05 06:11:34+00:00
Person search,2020-07-05T10:31:07+00:00,51.514457,-0.073849,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-07-05 10:31:07+00:00
Person search,2020-07-06T00:41:18+00:00,51.510014,-0.081516,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-07-06 00:41:18+00:00
Person search,2020-07-06T11:02:22+00:00,51.509639,-0.082209,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-06 11:02:22+00:00
Person search,2020-07-07T00:47:23+00:00,51.516966,-0.1059,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-07-07 00:47:23+00:00
Person search,2020-07-07T03:14:43+00:00,51.516966,-0.1059,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-07-07 03:14:43+00:00
Person search,2020-07-08T00:21:36+00:00,51.50995,-0.078665,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,False,False,2020-07-08 00:21:36+00:00
Person search,2020-07-08T00:52:47+00:00,51.512598,-0.084967,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-07-08 00:52:47+00:00
Person search,2020-07-08T03:29:43+00:00,51.516814,-0.08162,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-07-08 03:29:43+00:00
Person search,2020-07-08T03:34:18+00:00,51.516814,-0.08162,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-07-08 03:34:18+00:00
Person search,2020-07-08T03:37:12+00:00,51.516814,-0.08162,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-07-08 03:37:12+00:00
Person and Vehicle search,2020-07-08T06:04:54+00:00,51.518709,-0.101345,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-08 06:04:54+00:00
Person search,2020-07-08T06:40:19+00:00,51.518864,-0.097562,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-07-08 06:40:19+00:00
Person search,2020-07-08T08:02:36+00:00,51.513905,-0.106214,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-08 08:02:36+00:00
Person search,2020-07-08T11:27:45+00:00,51.514203,-0.094628,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-08 11:27:45+00:00
Person search,2020-07-09T00:40:36+00:00,51.518864,-0.097562,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-09 00:40:36+00:00
Person search,2020-07-09T01:28:58+00:00,51.514151,-0.074958,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-09 01:28:58+00:00
Person search,2020-07-09T01:45:43+00:00,51.514151,-0.074958,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-09 01:45:43+00:00
Person search,2020-07-09T01:48:16+00:00,51.506255,-0.074901,Female,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-09 01:48:16+00:00
Person search,2020-07-09T02:56:14+00:00,51.513905,-0.106214,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-07-09 02:56:14+00:00
Person search,2020-07-09T04:42:50+00:00,51.514804,-0.080782,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-07-09 04:42:50+00:00
Person and Vehicle search,2020-07-09T06:10:44+00:00,51.521667,-0.067145,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-07-09 06:10:44+00:00
Person and Vehicle search,2020-07-09T07:38:50+00:00,51.518375,-0.10293,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-07-09 07:38:50+00:00
Person search,2020-07-09T07:57:23+00:00,51.513928,-0.108231,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-07-09 07:57:23+00:00
