Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2023-02-01T18:01:19+00:00,51.51477,-0.101292,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-02-01 18:01:19+00:00
Person search,2023-02-01T19:02:05+00:00,51.514448,-0.100888,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-02-01 19:02:05+00:00
Person search,2023-02-01T21:36:15+00:00,51.511939,-0.084836,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-02-01 21:36:15+00:00
Person search,2023-02-02T00:15:23+00:00,51.51477,-0.101292,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-02 00:15:23+00:00
Person search,2023-02-02T05:19:49+00:00,51.514202,-0.10845,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-02-02 05:19:49+00:00
Person search,2023-02-02T05:26:14+00:00,51.514202,-0.10845,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-02-02 05:26:14+00:00
Person search,2023-02-02T19:55:57+00:00,51.516869,-0.081113,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-02 19:55:57+00:00
Person search,2023-02-03T12:42:26+00:00,51.520951,-0.078894,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-03 12:42:26+00:00
Person search,2023-02-03T14:19:24+00:00,51.518083,-0.077804,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2023-02-03 14:19:24+00:00
Person and Vehicle search,2023-02-03T16:16:28+00:00,51.509797,-0.0836,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-02-03 16:16:28+00:00
Person search,2023-02-03T19:51:45+00:00,51.511077,-0.101475,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-03 19:51:45+00:00
Person search,2023-02-03T20:43:37+00:00,51.511077,-0.101475,Female,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-03 20:43:37+00:00
Person and Vehicle search,2023-02-05T04:33:43+00:00,51.508588,-0.074039,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-05 04:33:43+00:00
Person and Vehicle search,2023-02-05T20:26:29+00:00,51.517007,-0.086815,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-05 20:26:29+00:00
Person and Vehicle search,2023-02-05T20:52:33+00:00,51.517007,-0.086815,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-05 20:52:33+00:00
Person and Vehicle search,2023-02-06T04:29:52+00:00,51.517007,-0.086815,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-06 04:29:52+00:00
Person search,2023-02-06T17:21:15+00:00,51.513188,-0.091947,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-02-06 17:21:15+00:00
Person search,2023-02-07T02:06:01+00:00,51.5097,-0.084844,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-02-07 02:06:01+00:00
Person search,2023-02-07T02:27:36+00:00,51.519026,-0.099803,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-02-07 02:27:36+00:00
Person search,2023-02-07T20:33:05+00:00,51.513647,-0.07433,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-02-07 20:33:05+00:00
Person search,2023-02-08T17:56:26+00:00,51.511884,-0.108027,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-02-08 17:56:26+00:00
Person search,2023-02-08T18:08:41+00:00,51.511884,-0.108027,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-02-08 18:08:41+00:00
Person search,2023-02-08T20:12:17+00:00,51.509744,-0.089208,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-02-08 20:12:17+00:00
Person search,2023-02-08T20:23:47+00:00,51.509744,-0.089208,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-08 20:23:47+00:00
Person and Vehicle search,2023-02-09T00:48:22+00:00,51.513631,-0.086019,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2023-02-09 00:48:22+00:00
Person search,2023-02-09T13:15:32+00:00,51.519561,-0.098397,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-02-09 13:15:32+00:00
Person search,2023-02-09T19:30:42+00:00,51.513789,-0.079196,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-09 19:30:42+00:00
Person search,2023-02-09T20:11:03+00:00,51.510725,-0.084844,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-02-09 20:11:03+00:00
Person and Vehicle search,2023-02-09T22:31:01+00:00,51.515383,-0.078783,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,True,2023-02-09 22:31:01+00:00
Person search,2023-02-10T05:35:45+00:00,51.511965,-0.075453,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-10 05:35:45+00:00
Person and Vehicle search,2023-02-10T05:59:18+00:00,51.51477,-0.101292,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-02-10 05:59:18+00:00
Person search,2023-02-10T06:21:28+00:00,51.517656,-0.077563,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-02-10 06:21:28+00:00
Person search,2023-02-10T06:57:32+00:00,51.510725,-0.084844,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-02-10 06:57:32+00:00
Person search,2023-02-10T07:58:51+00:00,51.51477,-0.101292,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-10 07:58:51+00:00
Person search,2023-02-10T08:22:20+00:00,51.523221,-0.184087,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-02-10 08:22:20+00:00
Person search,2023-02-10T09:21:06+00:00,51.51477,-0.101292,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-02-10 09:21:06+00:00
Person search,2023-02-10T18:12:53+00:00,51.511884,-0.108027,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-02-10 18:12:53+00:00
Person search,2023-02-10T20:06:28+00:00,51.513736,-0.095224,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-02-10 20:06:28+00:00
Person search,2023-02-10T22:07:24+00:00,51.508312,-0.079138,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-02-10 22:07:24+00:00
Person search,2023-02-11T06:13:45+00:00,51.5131,-0.072542,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-11 06:13:45+00:00
Person and Vehicle search,2023-02-11T07:16:50+00:00,51.527486,-0.05721,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-02-11 07:16:50+00:00
Person search,2023-02-12T23:53:32+00:00,51.519865,-0.091668,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,False,False,2023-02-12 23:53:32+00:00
Person search,2023-02-13T16:45:14+00:00,51.511224,-0.07413,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-02-13 16:45:14+00:00
Person and Vehicle search,2023-02-14T02:30:18+00:00,51.519045,-0.097078,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-14 02:30:18+00:00
Person search,2023-02-14T12:38:49+00:00,51.513647,-0.07433,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-02-14 12:38:49+00:00
Person search,2023-02-14T14:58:54+00:00,51.517785,-0.079907,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-02-14 14:58:54+00:00
Person search,2023-02-14T22:11:46+00:00,51.516869,-0.081113,Female,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-02-14 22:11:46+00:00
Person search,2023-02-14T23:09:49+00:00,51.516271,-0.092971,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-02-14 23:09:49+00:00
Person and Vehicle search,2023-02-15T20:17:16+00:00,51.509577,-0.063679,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest,True,False,2023-02-15 20:17:16+00:00
Person search,2023-02-15T20:39:34+00:00,51.517296,-0.081902,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-02-15 20:39:34+00:00
Person search,2023-02-16T17:48:36+00:00,51.513426,-0.102732,Female,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-02-16 17:48:36+00:00
Person and Vehicle search,2023-02-16T19:53:21+00:00,51.513426,-0.102732,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-02-16 19:53:21+00:00
Person and Vehicle search,2023-02-17T02:20:20+00:00,51.503287,-0.095242,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-02-17 02:20:20+00:00
Person and Vehicle search,2023-02-17T03:52:31+00:00,51.511896,-0.09154,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-02-17 03:52:31+00:00
Person search,2023-02-17T07:03:05+00:00,51.517326,-0.079883,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-02-17 07:03:05+00:00
Person search,2023-02-17T07:38:56+00:00,51.517656,-0.077563,Female,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-02-17 07:38:56+00:00
Person and Vehicle search,2023-02-17T19:38:19+00:00,51.517461,-0.089808,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-02-17 19:38:19+00:00
