Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person and Vehicle search,2023-11-01T18:21:46+00:00,51.511896,-0.09154,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-11-01 18:21:46+00:00
Person search,2023-11-01T18:31:28+00:00,51.508588,-0.074039,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-11-01 18:31:28+00:00
Person search,2023-11-01T23:06:05+00:00,51.517785,-0.079907,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,True,2023-11-01 23:06:05+00:00
Person search,2023-11-01T23:06:05+00:00,51.517656,-0.077563,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,True,2023-11-01 23:06:05+00:00
Person search,2023-11-02T02:46:13+00:00,51.516869,-0.081113,Male,25-34,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Arrest,True,False,2023-11-02 02:46:13+00:00
Person search,2023-11-02T16:25:49+00:00,51.513736,-0.095224,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-02 16:25:49+00:00
Person search,2023-11-02T21:01:39+00:00,51.510864,-0.089479,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-11-02 21:01:39+00:00
Person search,2023-11-03T01:35:25+00:00,51.512624,-0.087157,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-03 01:35:25+00:00
Person search,2023-11-03T12:42:04+00:00,51.513286,-0.100201,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2023-11-03 12:42:04+00:00
Person and Vehicle search,2023-11-03T14:09:14+00:00,51.517007,-0.086815,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-03 14:09:14+00:00
Person search,2023-11-03T14:24:14+00:00,51.517007,-0.086815,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,2023-11-03 14:24:14+00:00
Person search,2023-11-03T21:13:10+00:00,51.510725,-0.084844,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-03 21:13:10+00:00
Person search,2023-11-03T21:19:54+00:00,51.510725,-0.084844,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-03 21:19:54+00:00
Person and Vehicle search,2023-11-04T03:03:36+00:00,51.514267,-0.079838,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-11-04 03:03:36+00:00
Person and Vehicle search,2023-11-04T05:02:10+00:00,51.517461,-0.089808,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-04 05:02:10+00:00
Person and Vehicle search,2023-11-04T06:18:57+00:00,51.517461,-0.089808,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-04 06:18:57+00:00
Person and Vehicle search,2023-11-04T06:53:37+00:00,51.509744,-0.089208,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-11-04 06:53:37+00:00
Person search,2023-11-05T15:54:35+00:00,51.515534,-0.107443,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-05 15:54:35+00:00
Person search,2023-11-05T15:59:19+00:00,51.517239,-0.106076,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-11-05 15:59:19+00:00
Person and Vehicle search,2023-11-05T16:26:14+00:00,51.513169,-0.07154,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-05 16:26:14+00:00
Person and Vehicle search,2023-11-05T19:58:59+00:00,51.522012,-0.109842,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Firearms,A no further action disposal,True,False,2023-11-05 19:58:59+00:00
Person and Vehicle search,2023-11-05T20:12:33+00:00,51.522012,-0.109842,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Firearms,A no further action disposal,True,False,2023-11-05 20:12:33+00:00
Person search,2023-11-06T06:19:15+00:00,51.51636,-0.082993,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-06 06:19:15+00:00
Person search,2023-11-06T10:06:34+00:00,51.516869,-0.081113,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-06 10:06:34+00:00
Person search,2023-11-06T14:29:48+00:00,51.522012,-0.109842,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2023-11-06 14:29:48+00:00
Person search,2023-11-06T15:30:41+00:00,51.510761,-0.101963,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-06 15:30:41+00:00
Person search,2023-11-06T17:10:05+00:00,51.510761,-0.101963,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-06 17:10:05+00:00
Person search,2023-11-06T23:22:22+00:00,51.517239,-0.106076,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-11-06 23:22:22+00:00
Person search,2023-11-07T21:49:20+00:00,51.510725,-0.084844,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-07 21:49:20+00:00
Person search,2023-11-07T22:02:43+00:00,51.51636,-0.082993,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-11-07 22:02:43+00:00
Person search,2023-11-07T23:08:44+00:00,51.508588,-0.074039,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-11-07 23:08:44+00:00
Person and Vehicle search,2023-11-08T07:49:58+00:00,51.509744,-0.089208,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-11-08 07:49:58+00:00
Person and Vehicle search,2023-11-08T15:38:58+00:00,51.511884,-0.108027,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-08 15:38:58+00:00
Person search,2023-11-08T18:42:32+00:00,51.513736,-0.095224,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-11-08 18:42:32+00:00
Person search,2023-11-08T20:30:37+00:00,51.5566,-0.065347,Male,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-08 20:30:37+00:00
Person search,2023-11-08T20:30:37+00:00,51.5566,-0.065347,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-08 20:30:37+00:00
Person search,2023-11-08T22:05:47+00:00,51.518093,-0.078424,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-08 22:05:47+00:00
Person search,2023-11-08T22:17:56+00:00,51.51259,-0.077372,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2023-11-08 22:17:56+00:00
Person search,2023-11-08T22:25:25+00:00,51.511939,-0.084836,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-11-08 22:25:25+00:00
Person search,2023-11-08T22:31:53+00:00,51.511196,-0.079521,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-11-08 22:31:53+00:00
Person search,2023-11-09T21:50:34+00:00,51.517656,-0.077563,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-11-09 21:50:34+00:00
Person search,2023-11-09T22:12:23+00:00,51.511884,-0.108027,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-11-09 22:12:23+00:00
Person search,2023-11-09T22:19:56+00:00,51.511884,-0.108027,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-11-09 22:19:56+00:00
Person search,2023-11-10T01:53:54+00:00,51.517656,-0.077563,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-11-10 01:53:54+00:00
Person search,2023-11-10T03:01:57+00:00,51.517656,-0.077563,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-11-10 03:01:57+00:00
Person and Vehicle search,2023-11-10T14:26:29+00:00,51.509797,-0.0836,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,False,2023-11-10 14:26:29+00:00
Person search,2023-11-10T18:52:23+00:00,51.511794,-0.101906,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-10 18:52:23+00:00
Person search,2023-11-10T20:47:58+00:00,51.517296,-0.081902,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-10 20:47:58+00:00
Person search,2023-11-11T13:18:46+00:00,51.514202,-0.10845,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-11-11 13:18:46+00:00
Person search,2023-11-11T15:57:45+00:00,51.513736,-0.095224,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2023-11-11 15:57:45+00:00
Person search,2023-11-11T22:47:11+00:00,51.517846,-0.109164,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-11 22:47:11+00:00
Person search,2023-11-12T03:19:56+00:00,51.515222,-0.082133,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2023-11-12 03:19:56+00:00
Person search,2023-11-12T06:48:58+00:00,51.517296,-0.081902,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-12 06:48:58+00:00
Person and Vehicle search,2023-11-13T05:22:25+00:00,51.511794,-0.101906,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-11-13 05:22:25+00:00
Person search,2023-11-14T02:07:04+00:00,51.517296,-0.081902,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-11-14 02:07:04+00:00
Person search,2023-11-14T02:08:54+00:00,51.519026,-0.099803,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-11-14 02:08:54+00:00
Person and Vehicle search,2023-11-14T06:31:50+00:00,51.517332,-0.098519,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-11-14 06:31:50+00:00
Person and Vehicle search,2023-11-14T17:35:14+00:00,51.517461,-0.089808,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-14 17:35:14+00:00
Person search,2023-11-14T17:49:55+00:00,51.517461,-0.089808,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-14 17:49:55+00:00
Person search,2023-11-15T00:36:19+00:00,51.504851,-0.078693,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-15 00:36:19+00:00
Person search,2023-11-15T01:02:38+00:00,51.508588,-0.074039,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-15 01:02:38+00:00
Person search,2023-11-15T01:09:07+00:00,51.508588,-0.074039,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-15 01:09:07+00:00
Person and Vehicle search,2023-11-15T03:39:32+00:00,51.508588,-0.074039,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-11-15 03:39:32+00:00
Person search,2023-11-15T10:59:59+00:00,51.517461,-0.089808,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-11-15 10:59:59+00:00
Person search,2023-11-15T14:09:57+00:00,51.512882,-0.084754,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-15 14:09:57+00:00
Person search,2023-11-15T15:01:06+00:00,51.513736,-0.095224,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-11-15 15:01:06+00:00
Person search,2023-11-15T16:15:53+00:00,51.513874,-0.096501,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,False,2023-11-15 16:15:53+00:00
Person search,2023-11-15T20:38:43+00:00,51.513874,-0.096501,Female,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-15 20:38:43+00:00
Person search,2023-11-15T20:43:47+00:00,51.513874,-0.096501,Female,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-15 20:43:47+00:00
Person and Vehicle search,2023-11-15T20:48:54+00:00,51.517461,-0.089808,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-15 20:48:54+00:00
Person search,2023-11-15T20:56:49+00:00,51.517461,-0.089808,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-15 20:56:49+00:00
Person search,2023-11-16T00:18:25+00:00,51.51636,-0.082993,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-11-16 00:18:25+00:00
Person search,2023-11-16T00:34:55+00:00,51.510559,-0.095054,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-11-16 00:34:55+00:00
Person search,2023-11-16T00:40:00+00:00,51.510559,-0.095054,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-11-16 00:40:00+00:00
Person search,2023-11-16T02:03:20+00:00,51.517296,-0.081902,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-11-16 02:03:20+00:00
Person and Vehicle search,2023-11-16T14:37:10+00:00,51.511965,-0.075453,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-11-16 14:37:10+00:00
Person search,2023-11-16T16:17:38+00:00,51.514427,-0.091823,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-11-16 16:17:38+00:00
Person search,2023-11-16T18:19:35+00:00,51.513736,-0.095224,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-16 18:19:35+00:00
Person search,2023-11-16T18:29:45+00:00,51.513736,-0.095224,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-16 18:29:45+00:00
Person search,2023-11-17T01:13:26+00:00,51.512105,-0.085089,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-11-17 01:13:26+00:00
Person and Vehicle search,2023-11-17T02:50:01+00:00,51.510725,-0.084844,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-11-17 02:50:01+00:00
Person search,2023-11-17T06:28:42+00:00,51.516869,-0.081113,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-17 06:28:42+00:00
Person search,2023-11-17T09:14:38+00:00,51.516869,-0.081113,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-17 09:14:38+00:00
Person search,2023-11-17T17:22:07+00:00,51.517656,-0.077563,Male,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-11-17 17:22:07+00:00
Person search,2023-11-17T17:55:29+00:00,51.513874,-0.096501,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-11-17 17:55:29+00:00
Person search,2023-11-17T18:38:38+00:00,51.517102,-0.088785,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest,True,False,2023-11-17 18:38:38+00:00
Person search,2023-11-17T19:20:58+00:00,51.517007,-0.086815,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-11-17 19:20:58+00:00
Person search,2023-11-17T19:31:39+00:00,51.510725,-0.084844,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-11-17 19:31:39+00:00
Person search,2023-11-17T22:12:09+00:00,51.514924,-0.074925,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-17 22:12:09+00:00
Person search,2023-11-17T22:16:11+00:00,51.514924,-0.074925,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-17 22:16:11+00:00
Person search,2023-11-17T22:18:05+00:00,51.509744,-0.089208,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-11-17 22:18:05+00:00
Person search,2023-11-18T00:16:27+00:00,51.513736,-0.095224,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-11-18 00:16:27+00:00
Person and Vehicle search,2023-11-18T02:30:24+00:00,51.510725,-0.084844,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-11-18 02:30:24+00:00
Person search,2023-11-18T14:55:31+00:00,51.520483,-0.091498,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-11-18 14:55:31+00:00
