Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category
29653d7a7cde9b782309d316086296228469ba3fc6db8f48e49216066cacc03c,2024-06,City of London Police,City of London Police,-0.093886,51.518166,On or near Monkwell Square,E01000002,City of London 001B,Burglary,Awaiting court outcome
6366255c42357b7e792e83b1e24cb559054e37cd1c43b29a4567d5061e26740b,2024-06,City of London Police,City of London Police,-0.091498,51.520483,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Burglary,Investigation complete; no suspect identified
55f192a7b9f4346380b2676fc9752ba765fcd2a70ab19d9586fbc8298d4fac1f,2024-06,City of London Police,City of London Police,-0.091498,51.520483,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Burglary,Unable to prosecute suspect
aa98be053bf5897c248ed7000ece0e7d2ef1b798346c217ed3d7000312b2219a,2024-06,City of London Police,City of London Police,-0.09413,51.519961,On or near Theatre/Concert Hall,E01000002,City of London 001B,Burglary,Unable to prosecute suspect
34595d2ea0abe92e093512ca491941f121ed71b32af61b0dc86cc26ffc4d4011,2024-06,City of London Police,City of London Police,-0.07508,51.512625,On or near St Clare Street,E01000005,City of London 001E,Burglary,Investigation complete; no suspect identified
58c1da54d9e352fdb70e37ca8dada8c4274d8463f26f5d0a3e1665bcd6e69a15,2024-06,City of London Police,City of London Police,-0.079907,51.517785,On or near Victoria Avenue,E01032739,City of London 001F,Burglary,Court result unavailable
98b904a66ad450b45d4f7c00335fc13b69611d0809480ea4de1ac066bc8b0c8b,2024-06,City of London Police,City of London Police,-0.097291,51.514626,On or near Supermarket,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
db5514160f37586ae46024786f759d6fb35384424f0eba6b01658428f09ff789,2024-06,City of London Police,City of London Police,-0.078755,51.51844,On or near Artillery Lane,E01032739,City of London 001F,Burglary,Unable to prosecute suspect
e47bfa349d60be707eba17307664496a20a1eb07648ccdfdd0baefd717a659d1,2024-06,City of London Police,City of London Police,-0.086019,51.513631,On or near Finch Lane,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
382b8902e657e4b12b49ac2a6c164c4ac86ac7ee0c241e446e167a1bb4d4f83f,2024-06,City of London Police,City of London Police,-0.085228,51.51119,On or near Talbot Court,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
b04088da6105889112711a13e52b7e0c436fa0d007e19e6814ff3e14e42740ac,2024-06,City of London Police,City of London Police,-0.095924,51.513882,On or near Shopping Area,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
8837e1cf1ac46ae99189685964ac16e5b2b15f3e67afd3131b2dbcc07faf2b44,2024-06,City of London Police,City of London Police,-0.081643,51.51007,On or near Great Tower Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
00115ee765a953e8e11447a49b8f6ece2e9f8eea07730517db414761ef40c7a0,2024-06,City of London Police,City of London Police,-0.101589,51.513515,On or near Ludgate Square,E01032739,City of London 001F,Burglary,Status update unavailable
1631d4c3051bf7d454bc545330835a5219ae104d8defd59248281756c3d23a90,2024-06,City of London Police,City of London Police,-0.100201,51.513286,On or near Dean'S Court,E01032739,City of London 001F,Burglary,Unable to prosecute suspect
f9247d9b75e9505c772564f30f62ba17d12d1e229cb69f23a5cc0b00513719dc,2024-06,City of London Police,City of London Police,-0.095224,51.513736,On or near Shopping Area,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
98608efab41f4a9b4cccc566e70357b3f1de9073cc98200a48647854588f8757,2024-06,City of London Police,City of London Police,-0.082133,51.515222,On or near St Helen'S Place,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
474cc9269867f3c3cec7a933f0a10d61ef97093c3a374894faae1eed6c1b9f4e,2024-06,City of London Police,City of London Police,-0.091823,51.514427,On or near Ironmonger Lane,E01032739,City of London 001F,Burglary,Status update unavailable
89c309e4661ec729d12cef8b950613f13273a8585b69dcd2563eb4dee5b8be87,2024-06,City of London Police,City of London Police,-0.100588,51.512636,On or near Addle Hill,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
18459041b719813ed684cefaea9b414529cceab28fe1399090bf11cc4b4a30f4,2024-06,City of London Police,City of London Police,-0.09407,51.513079,On or near Watling Street,E01032739,City of London 001F,Burglary,Awaiting court outcome
9d17a2cf720938c93969e3cac158ede6b4e818643e37ac08edd3a880d0167aac,2024-06,City of London Police,City of London Police,-0.09407,51.513079,On or near Watling Street,E01032739,City of London 001F,Burglary,Awaiting court outcome
7b4a6d849d7df50f1daf9cf1be5fc3a9c7c553d09822441959ae390d81371b77,2024-06,City of London Police,City of London Police,-0.077959,51.511332,On or near Crutched Friars,E01032739,City of London 001F,Burglary,Unable to prosecute suspect
a4c4f87ce54884470aa0beacd25b4a4a81423ce3d8c83579ad099b624a22ea3b,2024-06,City of London Police,City of London Police,-0.099803,51.519026,On or near Cloth Fair,E01032740,City of London 001G,Burglary,Investigation complete; no suspect identified
05fe30664676e64962be63ad14fe21915aecda938991d4f9fffa4bf0528f9c79,2024-06,City of London Police,City of London Police,-0.105131,51.513941,On or near Bride Lane,E01032740,City of London 001G,Burglary,Investigation complete; no suspect identified
1bc991e9b16208da647162975a25c81c9edcca363e65ba10a05c9a7d1eed220f,2024-06,City of London Police,City of London Police,-0.099803,51.519026,On or near Cloth Fair,E01032740,City of London 001G,Burglary,Investigation complete; no suspect identified
5ad6c8860035eb26732af49bc6a267a749af17eacccd5ff0b2165c37609c9b74,2024-06,City of London Police,City of London Police,-0.101361,51.519357,On or near Grand Avenue,E01032740,City of London 001G,Burglary,Offender given a caution
cb5bebe747aca0504dc208652af3ee4f137343211a5bf4fa4a6fcf6b0b3cf4e5,2024-06,Metropolitan Police Service,Metropolitan Police Service,0.145722,51.594296,On or near Providence Place,E01000027,Barking and Dagenham 001A,Burglary,Investigation complete; no suspect identified
4e1798a7460fe3db50f2db1a70ace934772261e4798e1ab50d5a51f0a066c19a,2024-06,Metropolitan Police Service,Metropolitan Police Service,0.130847,51.586204,On or near Bardfield Avenue,E01000028,Barking and Dagenham 001B,Burglary,Investigation complete; no suspect identified
2ee8a0afe360a1544f6fa7c4505314c57a5fbf857ad95bcb7601d3c0abf4572e,2024-06,Metropolitan Police Service,Metropolitan Police Service,0.136908,51.579709,On or near Henley Gardens,E01000029,Barking and Dagenham 001C,Burglary,Investigation complete; no suspect identified
6f1be68a882b8e3870c31a0c5a8fc9dd116a8da5f0c827b13d18dcdc7de69907,2024-06,Metropolitan Police Service,Metropolitan Police Service,0.145114,51.569137,On or near Crow Lane,E01000111,Barking and Dagenham 002D,Burglary,Investigation complete; no suspect identified
09fd19b7a9f808ec9d79f83b22f1829d960a3df672ba691ab8a40fefb89ef4a2,2024-06,Metropolitan Police Service,Metropolitan Police Service,0.144599,51.57108,On or near Saville Road,E01000111,Barking and Dagenham 002D,Burglary,Awaiting court outcome
25483eed79a7644c96ccf3981bbc1856a16a9a2b91dbf44389590121e4289374,2024-06,Metropolitan Police Service,Metropolitan Police Service,0.138569,51.565578,On or near Dowletts Road,E01034469,Barking and Dagenham 004F,Burglary,Investigation complete; no suspect identified
ebe740945591b6b84ad669d5544e35a75bc8b2f5e957b4f4cc9080cb3de7a137,2024-06,Metropolitan Police Service,Metropolitan Police Service,0.156983,51.551608,On or near Muggeridge Road,E01000064,Barking and Dagenham 006E,Burglary,Investigation complete; no suspect identified
c882fb4167f30a60294f880a43cec4268171ebcaa55a1eee7d03e274e2e09e1a,2024-06,Metropolitan Police Service,Metropolitan Police Service,0.14172,51.552193,On or near Humphries Close,E01000065,Barking and Dagenham 007A,Burglary,Investigation complete; no suspect identified
