WD21CD,WD21NM,base_weighted_risk,population,average_risk_score_2025,stadium_risk_factor,explanation,enhanced_weighted_risk,risk_proportion,allocated_hours,officers_needed,base_officers,officer_change
E05000521,Hampton North,68219.913923,7134,9.535983,1.0,No stadium influence,68219.913923,0.0011290875247173787,143.84575064899406,72,72,0
E05000522,Hampton Wick,70701.349812,7887,9.238481833333333,1.0,No stadium influence,70701.349812,0.0011701570327911977,149.0780059775986,75,75,0
E05000523,Heathfield,66402.4036744,7930,8.2931154,1.0,No stadium influence,66402.4036744,0.0010990064526413207,140.01342206650426,70,70,0
E05000524,Kew,98119.077524,8986,10.943313571428572,1.0,No stadium influence,98119.077524,0.001623939697346571,206.88991744195314,103,103,0
E05000525,Mortlake and Barnes Common,87434.806306,8018,10.943955,1.0,No stadium influence,87434.806306,0.0014471074991037408,184.36149538581657,92,92,0
E05000526,North Richmond,103566.0989445,11374,9.3600235,1.0,No stadium influence,103566.0989445,0.0017140917303687263,218.37528644897571,109,109,0
E05000527,St Margarets and North Twickenham,113721.462526,11761,9.870787857142858,1.0,No stadium influence,113721.462526,0.001882170135477576,239.78847525984318,120,120,0
E05000528,South Richmond,146184.5228489,9917,13.798286814285714,1.0,No stadium influence,146184.5228489,0.0024194566009237972,308.23877095769177,154,154,0
E05000529,South Twickenham,56852.1800415,6713,8.592660333333333,1.0,No stadium influence,56852.1800415,0.0009409435390126211,119.87620687020792,60,60,0
E05000530,Teddington,49832.187396,5213,9.758741166666667,1.0,No stadium influence,49832.187396,0.0008247577266325569,105.07413437298776,53,53,0
E05000531,Twickenham Riverside,150017.2913035,13898,11.01443525,1.0,No stadium influence,150017.2913035,0.0024828916127607173,316.3203914657154,158,158,0
E05000532,West Twickenham,76851.6524161,8979,8.477424085714286,1.0,No stadium influence,76851.6524161,0.0012719488637126508,162.0462852369917,81,81,0
E05000533,Whitton,53007.197544999995,5624,9.72927875,1.0,No stadium influence,53007.197544999995,0.0008773063761974509,111.76883232755524,56,56,0
E05000555,Beddington North,56022.3723985,6351,8.773685500000001,1.0,No stadium influence,56022.3723985,0.000927209639279415,118.12650804419748,59,59,0
E05000556,Beddington South,68229.9889395,8275,8.338881957142856,1.0,No stadium influence,68229.9889395,0.0011292542733218158,143.86699442119934,72,72,0
E05000557,Belmont,78588.075145,9098,9.225941,1.0,No stadium influence,78588.075145,0.001300687880344211,165.70763595585248,83,83,0
E05000558,Carshalton Central,79906.121962,10209,8.457761042857143,1.0,No stadium influence,79906.121962,0.0013225024815726424,168.48681615235463,84,84,0
E05000559,Carshalton South and Clockhouse,50795.922349,6369,8.139338583333332,1.0,No stadium influence,50795.922349,0.0008407082174788893,107.10622690681049,54,54,0
E05000560,Cheam,55336.885978000006,6154,9.30540575,1.0,No stadium influence,55336.885978000006,0.0009158643572167124,116.68111910940917,58,58,0
E05000561,Nonsuch,91858.1046624,10239,9.18421167142857,1.0,No stadium influence,91858.1046624,0.0015203161958774014,193.68828335478094,97,97,0
E05000562,St Helier,57957.796255,7332,7.692039385714286,1.0,No stadium influence,57957.796255,0.0009592422644433966,122.20746449008873,61,61,0
E05000563,Stonecot,100431.4806926,11710,8.478258057142856,1.0,No stadium influence,100431.4806926,0.00166221159509083,211.76575721457172,106,106,0
E05000564,Sutton Central,44419.979914999996,6394,7.437193699999999,1.0,No stadium influence,44419.979914999996,0.0007351818887785761,93.6621726303906,47,47,0
E05000565,Sutton North,50608.5161164,6699,7.4646914666666655,1.0,No stadium influence,50608.5161164,0.000837606512608347,106.7110697063034,53,53,0
E05000566,Sutton South,77779.54171,8264,9.457848666666667,1.0,No stadium influence,77779.54171,0.0012873060837062706,164.00279506417888,82,82,0
E05000567,Sutton West,78764.56020400001,9526,8.233694857142856,1.0,No stadium influence,78764.56020400001,0.0013036088321155784,166.0797652115247,83,83,0
E05000568,The Wrythe,80539.6642025,9567,8.659729957142856,1.0,No stadium influence,80539.6642025,0.0013329880509466735,169.8226776906062,85,85,0
E05000569,Wallington North,73378.7285197,8585,8.321553914285714,1.0,No stadium influence,73378.7285197,0.0012144695322355691,154.7234184068115,77,77,0
E05000570,Wallington South,107908.3571024,10434,10.113199066666667,1.0,No stadium influence,107908.3571024,0.0017859591548970092,227.53119633387897,114,114,0
E05000571,Wandle Valley,71367.2343488,9832,7.402392516666667,1.0,No stadium influence,71367.2343488,0.0011811778899012155,150.48206317341484,75,75,0
E05000572,Worcester Park,55781.4453176,7344,7.7721360285714285,1.0,No stadium influence,55781.4453176,0.0009232221267516536,117.61849894816066,59,59,0
E05000590,Cann Hall,74858.629789,8883,8.604450125,1.0,No stadium influence,74858.629789,0.0012389629384111623,157.84387835358208,79,79,0
E05000591,Cathall,98619.252901,10010,9.5306275,1.0,No stadium influence,98619.252901,0.0016322179513909684,207.94456700720937,104,104,0
E05000592,Chapel End,100932.1635505,10287,9.215440557142857,1.0,No stadium influence,100932.1635505,0.001670498248300812,212.82147683352346,106,106,0
E05000593,Chingford Green,45227.081128000005,4641,9.7591705,1.0,No stadium influence,45227.081128000005,0.0007485399811357601,95.36399359669583,48,48,0
E05000594,Endlebury,82154.9245416,9323,8.7710718,1.0,No stadium influence,82154.9245416,0.0013597217448664148,173.22855029598125,87,87,0
E05000595,Forest,103516.6549543,10317,9.621276385714285,1.0,No stadium influence,103516.6549543,0.0017132733975785373,218.27103085150566,109,109,0
E05000596,Grove Green,106088.9257348,11384,9.2406804,1.0,No stadium influence,106088.9257348,0.0017558462869512164,223.69481695758498,112,112,0
E05000597,Hale End and Highams Park,56627.954838000005,6549,8.504354571428571,1.0,No stadium influence,56627.954838000005,0.0009372324542949708,119.40341467717927,60,60,0
E05000598,Hatch Lane,78907.0717658,9097,8.301540814285714,1.0,No stadium influence,78907.0717658,0.0013059674986295525,166.38025932540498,83,83,0
E05000599,High Street,69202.754549,6689,11.242431999999999,1.0,No stadium influence,69202.754549,0.0011453542278805425,145.91812863198112,73,73,0
E05000600,Higham Hill,65846.3754485,7497,9.197185642857141,1.0,No stadium influence,65846.3754485,0.001089803794690696,138.84100344359467,69,69,0
E05000601,Hoe Street,113006.733479,10038,11.35260775,1.0,No stadium influence,113006.733479,0.001870340867392722,238.28142650583277,119,119,0
E05000602,Larkswood,69242.917969,6744,10.372061185714285,1.0,No stadium influence,69242.917969,0.001146018960710947,146.00281559457463,73,73,0
E05000603,Lea Bridge,127165.353002,11263,10.8489311875,1.0,No stadium influence,127165.353002,0.002104675972076129,268.1357188424988,134,134,0
E05000604,Leyton,86058.594809,5288,13.474495333333332,1.0,No stadium influence,86058.594809,0.0014243302315394754,181.45967149812918,91,91,0
E05000605,Leytonstone,65679.956406,6579,10.588239,1.0,No stadium influence,65679.956406,0.0010870494425674398,138.49009898309183,69,69,0
E05000606,Markhouse,61577.897536,5468,11.496360857142857,1.0,No stadium influence,61577.897536,0.0010191574850812292,129.8406635993486,65,65,0
E05000607,Valley,87918.2570693,8269,9.903071471428571,1.0,No stadium influence,87918.2570693,0.0014551089490362815,185.38088010722225,93,93,0
E05000608,William Morris,95082.75213,9506,10.817837250000002,1.0,No stadium influence,95082.75213,0.001573686377953388,200.4876445512616,100,100,0
E05000609,Wood Street,84008.35042599999,9090,9.436976875,1.0,No stadium influence,84008.35042599999,0.0013903972459587543,177.1366091351453,89,89,0
E05000610,Balham,138487.304588,11617,13.11507688888889,1.0,No stadium influence,138487.304588,0.0022920622286116544,292.0087279251248,146,146,0
E05000611,Bedford,130809.439306,12874,9.877807222222224,1.0,No stadium influence,130809.439306,0.0021649881617028105,275.81949180093807,138,138,0
E05000612,Earlsfield,100165.2340962,11168,8.965945455555556,1.0,No stadium influence,100165.2340962,0.0016578050267853786,211.20436041245725,106,106,0
E05000613,East Putney,109116.8308714,10086,10.934709033333332,1.0,No stadium influence,109116.8308714,0.0018059602451661375,230.0793352341659,115,115,0
E05000614,Fairfield,53657.2552304,4967,10.660798385714287,1.0,No stadium influence,53657.2552304,0.0008880652877926816,113.13951766478763,57,57,0
E05000615,Furzedown,109595.9706452,12579,8.830273933333334,1.0,No stadium influence,109595.9706452,0.0018138903451924157,231.08962997751377,116,116,0
E05000616,Graveney,111210.6184064,11342,9.974613455555556,1.0,No stadium influence,111210.6184064,0.0018406139005173535,234.49421092591083,117,117,0
E05000617,Latchmere,80207.78393199999,6894,11.8837740625,1.0,No stadium influence,80207.78393199999,0.001327495199203349,169.12288837850667,85,85,0
E05000618,Nightingale,88808.26927399999,8289,10.477621888888889,1.0,No stadium influence,88808.26927399999,0.0014698392765812153,187.25752383644684,94,94,0
E05000619,Northcote,117725.3758681,10819,11.395777977777778,1.0,No stadium influence,117725.3758681,0.0019484377154941263,248.23096495395168,124,124,0
E05000620,Queenstown,151915.304942,11868,12.520813777777779,1.0,No stadium influence,151915.304942,0.0025143050725225193,320.32246623936896,160,160,0
E05000621,Roehampton and Putney Heath,108676.7149085,11088,9.737546166666668,1.0,No stadium influence,108676.7149085,0.0017986760166386689,229.1513245197664,115,115,0
E05000622,St Mary's Park,118057.265709,12238,9.888919622222224,1.0,No stadium influence,118057.265709,0.001953930725634297,248.93077444580945,124,124,0
E05000623,Shaftesbury,61363.1410035,6499,10.6788964375,1.0,No stadium influence,61363.1410035,0.0010156031135238127,129.38783666293372,65,65,0
E05000624,Southfields,82899.5376025,9526,8.749949875,1.0,No stadium influence,82899.5376025,0.0013720456143856983,174.79861127273796,87,87,0
E05000625,Thamesfield,141258.04521,11704,12.3061049375,1.0,No stadium influence,141258.04521,0.002337919933358379,297.85099950985744,149,149,0
E05000626,Tooting,95303.705548,9540,9.733603333333333,1.0,No stadium influence,95303.705548,0.0015773433123213944,200.95353798974566,100,100,0
E05000627,Wandsworth Common,109864.059259,10580,10.17531511111111,1.0,No stadium influence,109864.059259,0.0018183274001805241,231.65491078299877,116,116,0
E05000628,West Hill,101185.3681202,11723,8.88097425,1.0,No stadium influence,101185.3681202,0.001674688961897613,213.35537374575588,107,107,0
E05000629,West Putney,104448.68507549999,9549,10.9825650625,1.0,No stadium influence,104448.68507549999,0.0017286991511744083,220.23627185961962,110,110,0
E05000630,Abbey Road,88558.0883409,7385,11.592513783333333,1.0,No stadium influence,88558.0883409,0.0014656986062953484,186.7300024420274,93,93,0
E05000631,Bayswater,73399.116442,4192,17.458345,1.0,No stadium influence,73399.116442,0.0012148069666795618,154.76640755497618,77,77,0
E05000632,Bryanston and Dorset Square,116261.64887799999,5956,23.626550857142856,1.0,No stadium influence,116261.64887799999,0.0019242120050076046,245.14460943796882,123,123,0
E05000633,Churchill,50330.8970592,6443,7.536144559999999,1.0,No stadium influence,50330.8970592,0.0008330117220833674,106.125693393421,53,53,0
E05000634,Church Street,120910.457526,10886,11.906326428571429,1.0,No stadium influence,120910.457526,0.002001153055610212,254.94689928474102,127,127,0
E05000635,Harrow Road,66998.010132,5360,13.203706833333333,1.0,No stadium influence,66998.010132,0.0011088641581446772,141.26929374763188,71,71,0
E05000636,Hyde Park,144875.97259000002,7375,19.13015625,1.0,No stadium influence,144875.97259000002,0.0023977991744067056,305.4796148194143,153,153,0
E05000637,Knightsbridge and Belgravia,66398.427488,5259,12.6457415,1.0,No stadium influence,66398.427488,0.0010989406439616842,140.00503804071857,70,70,0
E05000638,Lancaster Gate,145704.436429,7790,19.647204875,1.0,No stadium influence,145704.436429,0.0024115108332392007,307.22648015467416,154,154,0
E05000639,Little Venice,74933.705121,5422,12.43564,1.0,No stadium influence,74933.705121,0.0012402054879234777,158.00217916145107,79,79,0
E05000640,Maida Vale,70946.1383339,7728,8.699221633333334,1.0,No stadium influence,70946.1383339,0.0011742084548815753,149.5941571519127,75,75,0
E05000641,Marylebone High Street,297891.455128,10412,26.867498,1.0,No stadium influence,297891.455128,0.004930312959417769,628.1218710298238,314,314,0
E05000642,Queen's Park,90322.010813,6950,12.465659,1.0,No stadium influence,90322.010813,0.001494892763005436,190.44933800689256,95,95,0
E05000643,Regent's Park,101702.945278,10866,9.392912857142857,1.0,No stadium influence,101702.945278,0.001683255227645328,214.4467160020148,107,107,0
E05000644,St James's,275060.76737799996,6589,48.705701,1.0,No stadium influence,275060.76737799996,0.004552449030296744,579.9820064598052,290,290,0
E05000645,Tachbrook,35539.479142,4371,8.145914125000001,1.0,No stadium influence,35539.479142,0.0005882033592050167,74.93710796271912,37,37,0
E05000646,Vincent Square,65084.2480591,5636,10.91155966,1.0,No stadium influence,65084.2480591,0.001077190050724554,137.23401246230816,69,69,0
E05000647,Warwick,86336.10414,6639,15.997701799999998,1.0,No stadium influence,86336.10414,0.0014289232060187222,182.0448164467852,91,91,0
E05000648,Westbourne,81731.6551796,6886,12.4573147,1.0,No stadium influence,81731.6551796,0.0013527163394247029,172.33606164270714,86,86,0
E05000649,West End,250357.501796,4154,61.152454,1.0,No stadium influence,250357.501796,0.004143592621889394,527.8937000287087,264,264,0
E05009288,Aldersgate,11881.945905,1405,8.456901,1.0,No stadium influence,11881.945905,0.00019665455611457742,25.053790448997162,13,13,0
E05009302,Cripplegate,21439.4199463,2539,8.5545249,1.0,No stadium influence,21439.4199463,0.00035483746909834496,45.20629356312915,23,23,0
E05009304,Farringdon Within,52269.501006000006,942,55.487793,1.0,No stadium influence,52269.501006000006,0.0008650969799769838,110.21335524906773,55,55,0
E05009308,Portsoken,62891.0039,2348,26.784925,1.0,No stadium influence,62891.0039,0.0010408903183400462,132.6094265565219,66,66,0
E05009311,Vintry,122200.0,1222,100.0,1.0,No stadium influence,122200.0,0.0020224958899273293,257.66597637674175,129,129,0
E05009317,Bethnal Green,178430.056072,14621,12.20967518181818,1.0,No stadium influence,178430.056072,0.0029531428399764558,376.2303978130005,188,188,0
E05009318,Blackwall & Cubitt Town,69305.4400248,8761,8.629264742857144,1.0,No stadium influence,69305.4400248,0.0011470537446789117,146.13464707209334,73,73,0
E05009319,Bow East,69451.164791,5327,14.37976925,1.0,No stadium influence,69451.164791,0.0011494655919841502,146.44191641878072,73,73,0
E05009320,Bow West,111353.374834,8515,13.3965175,1.0,No stadium influence,111353.374834,0.0018429766197324247,234.7952213539109,117,117,0
E05009321,Bromley North,99640.59265279998,8159,9.854299919999999,1.0,No stadium influence,99640.59265279998,0.0016491218421457545,210.09812268936912,105,105,0
E05009322,Bromley South,65594.52025999999,5762,11.070891333333334,1.0,No stadium influence,65594.52025999999,0.0010856354143011857,138.30995178197105,69,69,0
E05009323,Canary Wharf,121595.484099,10686,11.406316875,1.0,No stadium influence,121595.484099,0.0020124907268735796,256.39131860369406,128,128,0
E05009324,Island Gardens,56786.6050726,7144,8.5364497,1.0,No stadium influence,56786.6050726,0.0009398582271870698,119.7379381436327,60,60,0
E05009325,Lansbury,71607.03243400001,5341,12.869845966666666,1.0,No stadium influence,71607.03243400001,0.001185146716756612,150.98769171479236,75,75,0
E05009326,Limehouse,48926.181652,4160,11.768146999999999,1.0,No stadium influence,48926.181652,0.0008097626947709321,103.16376731381675,52,52,0
E05009327,Mile End,62659.62204,4273,13.98458525,1.0,No stadium influence,62659.62204,0.0010370607859271678,132.12154412712118,66,66,0
E05009328,Poplar,34482.25354400001,3202,10.534707666666668,1.0,No stadium influence,34482.25354400001,0.0005707055324727667,72.70788483703048,36,36,0
E05009329,St Dunstan's,45836.366315,3150,14.314509000000001,1.0,No stadium influence,45836.366315,0.0007586240792249671,96.64870769326082,48,48,0
E05009330,St Katharine's & Wapping,84032.51648,5133,16.3861088,1.0,No stadium influence,84032.51648,0.0013907972111378935,177.18756469896763,89,89,0
E05009331,St Peter's,127978.892506,8585,15.126232111111111,1.0,No stadium influence,127978.892506,0.002118140622674603,269.8511153287444,135,135,0
E05009332,Shadwell,72376.18501290001,7749,9.2327802625,1.0,No stadium influence,72376.18501290001,0.0011978767325467286,152.60949572645322,76,76,0
E05009333,Spitalfields & Banglatown,119422.683765,5629,21.902079999999998,1.0,No stadium influence,119422.683765,0.001976529354163696,251.80983972045487,126,126,0
E05009334,Stepney Green,91776.9830563,9077,10.149007757142856,1.0,No stadium influence,91776.9830563,0.0015189735762790252,193.51723361794782,97,97,0
E05009335,Weavers,105892.72121,7736,12.533770299999999,1.0,No stadium influence,105892.72121,0.0017525989641607653,223.2811080340815,112,112,0
E05009336,Whitechapel,97819.45524350001,6706,14.2762977,1.0,No stadium influence,97819.45524350001,0.0016189807380107128,206.2581460225648,103,103,0
E05009367,Brownswood,67749.07947699999,6487,10.162564583333333,1.0,No stadium influence,67749.07947699999,0.0011212948837037026,142.85296818385171,71,71,0
E05009368,Cazenove,103031.8737994,10119,9.326635057142857,1.0,No stadium influence,103031.8737994,0.0017052499287299326,217.24884092019343,109,109,0
E05009369,Clissold,82409.2027166,7269,11.4662684125,1.0,No stadium influence,82409.2027166,0.0013639302273855286,173.76471096891635,87,87,0
E05009370,Dalston,110569.75478250001,6001,17.523565125,1.0,No stadium influence,110569.75478250001,0.0018300071571021189,233.14291181480993,117,117,0
E05009371,De Beauvoir,87166.015605,5515,14.605689250000001,1.0,No stadium influence,87166.015605,0.001442658824079001,183.79473418766474,92,92,0
E05009372,Hackney Central,103555.3598469,8310,12.702074271428572,1.0,No stadium influence,103555.3598469,0.001713913990755326,218.3526424222285,109,109,0
E05009373,Hackney Downs,141124.764448,11958,12.095204625,1.0,No stadium influence,141124.764448,0.0023357140430690874,297.5699690870017,149,149,0
E05009374,Hackney Wick,102707.642708,7472,13.299625,1.0,No stadium influence,102707.642708,0.0016998836762770427,216.56518035769525,108,108,0
E05009375,Haggerston,90851.2643259,7625,12.180405171428571,1.0,No stadium influence,90851.2643259,0.0015036522806369406,191.56530055314624,96,96,0
E05009376,Homerton,128461.1079,8891,14.595415166666667,1.0,No stadium influence,128461.1079,0.0021261216263769324,270.8678952004212,135,135,0
E05009377,Hoxton East & Shoreditch,82189.78854,3963,32.262638,1.0,No stadium influence,82189.78854,0.0013602987685445687,173.30206311257805,87,87,0
E05009378,Hoxton West,67433.284124,5519,13.0675852,1.0,No stadium influence,67433.284124,0.0011160682486505058,142.18709487807445,71,71,0
E05009379,King's Park,149241.4739481,13178,9.927530387500001,1.0,No stadium influence,149241.4739481,0.002470051290235097,314.68453437595133,157,157,0
E05009380,Lea Bridge,135680.7845605,11434,11.528805611111112,1.0,No stadium influence,135680.7845605,0.002245612349555865,286.0910133334172,143,143,0
E05009381,London Fields,95144.7435881,5562,18.25504546,1.0,No stadium influence,95144.7435881,0.00157471238015648,200.61835723193553,100,100,0
E05009382,Shacklewell,75922.5355579,5935,13.40131046,1.0,No stadium influence,75922.5355579,0.0012565713266670562,160.08718701738297,80,80,0
E05009383,Springfield,125126.6670136,13102,10.004977440000001,1.0,No stadium influence,125126.6670136,0.0020709342860500126,263.83702804277164,132,132,0
E05009384,Stamford Hill West,76299.4683712,8275,9.21622652,1.0,No stadium influence,76299.4683712,0.001262809829659511,160.8819722986217,80,80,0
E05009385,Stoke Newington,96319.79043999998,7949,12.08917507142857,1.0,No stadium influence,96319.79043999998,0.001594160231453041,203.09601348711743,102,102,0
E05009386,Victoria,137714.4427785,11430,12.1221391875,1.0,No stadium influence,137714.4427785,0.0022792708224480245,290.37910277987834,145,145,0
E05009387,Woodberry Down,64188.997217,6456,9.724388000000001,1.0,No stadium influence,64188.997217,0.0010623730200486029,135.34632275419202,68,68,0
E05009388,Abingdon,55710.240402999996,4966,11.018365000000001,1.0,No stadium influence,55710.240402999996,0.0009220436353676836,117.4683591458429,59,59,0
E05009389,Brompton & Hans Town,124395.3391022,8654,14.882097233333333,1.0,No stadium influence,124395.3391022,0.002058830295092601,262.2949795947974,131,131,0
E05009390,Campden,92371.72932,7122,12.749341833333332,1.0,No stadium influence,92371.72932,0.0015288170449687377,194.7712915290172,97,97,0
E05009391,Chelsea Riverside,100251.857819,10417,9.781757916666667,1.0,No stadium influence,100251.857819,0.0016592387102823771,211.38701168997486,106,106,0
E05009392,Colville,86835.51781399999,6907,12.7815685,1.0,No stadium influence,86835.51781399999,0.0014371888533430963,183.09785991591048,92,92,0
E05009393,Courtfield,63256.427855999995,5151,13.426654,1.0,No stadium influence,63256.427855999995,0.0010469383416550294,133.37994472685074,67,67,0
E05009394,Dalgarno,50277.5010656,5993,8.361737119999999,1.0,No stadium influence,50277.5010656,0.0008321279808591892,106.01310476146071,53,53,0
E05009395,Earl's Court,116943.0715665,9202,13.138630357142858,1.0,No stadium influence,116943.0715665,0.001935490029449458,246.58142975186095,123,123,0
E05009396,Golborne,109289.08864599999,8752,11.545332666666667,1.0,No stadium influence,109289.08864599999,0.0018088112324094806,230.44255100896783,115,115,0
E05009397,Holland,110779.59794800001,8992,11.4191812,1.0,No stadium influence,110779.59794800001,0.0018334802089822588,233.58537862433977,117,117,0
E05009398,Norland,78600.899918,6784,11.82102875,1.0,No stadium influence,78600.899918,0.0013009001393514267,165.73467775337176,83,83,0
E05009399,Notting Dale,113060.675137,10578,9.972044833333333,1.0,No stadium influence,113060.675137,0.0018712336397462477,238.39516570367195,119,119,0
E05009400,Pembridge,76191.378187,5300,14.08008375,1.0,No stadium influence,76191.378187,0.001261020861138349,160.65405770902566,80,80,0
E05009401,Queen's Gate,51117.861578,5427,10.210041666666667,1.0,No stadium influence,51117.861578,0.0008460365379981925,107.78505494096973,54,54,0
E05009402,Redcliffe,113792.264432,9279,11.883222666666667,1.0,No stadium influence,113792.264432,0.0018833419567859558,239.93776529453078,120,120,0
E05009403,Royal Hospital,88848.37275899999,7266,11.76705257142857,1.0,No stadium influence,88848.37275899999,0.0014705030174452436,187.34208442252404,94,94,0
E05009404,St. Helen's,34555.653053999995,3198,11.147403666666667,1.0,No stadium influence,34555.653053999995,0.0005719203459531076,72.86265207442591,36,36,0
E05009405,Stanley,88573.969442,7392,12.083703571428572,1.0,No stadium influence,88573.969442,0.0014659614496808008,186.76348868933403,93,93,0
E05011095,Borough & Bankside,98689.546053,3781,29.880011,1.0,No stadium influence,98689.546053,0.0016333813524630637,208.0927843037943,104,104,0
E05011096,Camberwell Green,87378.001798,7903,11.1068275,1.0,No stadium influence,87378.001798,0.0014461673445705218,184.24171969828447,92,92,0
E05011097,Champion Hill,75334.4962517,8416,9.242954442857142,1.0,No stadium influence,75334.4962517,0.0012468388628380444,158.84727112556686,79,79,0
E05011098,Chaucer,133616.93123750002,10058,13.8779383125,1.0,No stadium influence,133616.93123750002,0.002211454126452916,281.73925571010153,141,141,0
E05011099,Dulwich Hill,76029.218277,7556,10.0288015,1.0,No stadium influence,76029.218277,0.0012583370006515571,160.31213388300839,80,80,0
E05011100,Dulwich Village,84086.032476,6767,11.658481166666666,1.0,No stadium influence,84086.032476,0.0013916829384861367,177.30040636313382,89,89,0
E05011101,Dulwich Wood,58650.7732455,5492,11.0315028,1.0,No stadium influence,58650.7732455,0.0009707115207044477,123.66864773774664,62,62,0
E05011102,Faraday,60808.104330999995,4592,12.917070200000001,1.0,No stadium influence,60808.104330999995,0.0010064168664788847,128.21750878940992,64,64,0
E05011103,Goose Green,67332.326604,5849,10.953421571428573,1.0,No stadium influence,67332.326604,0.0011143973307351437,141.97421993565732,71,71,0
E05011104,London Bridge & West Bermondsey,121127.873976,6367,19.1159774,1.0,No stadium influence,121127.873976,0.0020047514506718127,255.40533481558893,128,128,0
E05011105,Newington,98846.5222979,9914,9.42073933,1.0,No stadium influence,98846.5222979,0.0016359794196490413,208.42377806328787,104,104,0
E05011106,North Bermondsey,133809.762574,13043,10.208769888888888,1.0,No stadium influence,133809.762574,0.0022146456206061107,282.1458520652185,141,141,0
E05011107,North Walworth,29304.390847,2828,11.7323065,1.0,No stadium influence,29304.390847,0.0004850082655063956,61.7900530255148,31,31,0
E05011108,Nunhead & Queen's Road,72057.0018815,7149,9.88225,1.0,No stadium influence,72057.0018815,0.0011925940273798655,151.93647908819486,76,76,0
E05011109,Old Kent Road,76976.8573288,7710,10.263060914285715,1.0,No stadium influence,76976.8573288,0.001274021093019807,162.31028725072343,81,81,0
E05011110,Peckham,55625.320592,5619,9.760776000000002,1.0,No stadium influence,55625.320592,0.0009206381528085927,117.28930066781471,59,59,0
E05011111,Peckham Rye,53030.9106784,6601,8.29857318,1.0,No stadium influence,53030.9106784,0.0008776988452223185,111.81883288132337,56,56,0
E05011112,Rotherhithe,105956.224715,7922,12.3269303125,1.0,No stadium influence,105956.224715,0.0017536499918028151,223.41500895567864,112,112,0
E05011113,Rye Lane,154763.75440799998,11389,13.516324333333333,1.0,No stadium influence,154763.75440799998,0.0025614489132561582,326.32859154883454,163,163,0
E05011114,St George's,62615.329719999994,5228,11.7268295,1.0,No stadium influence,62615.329719999994,0.0010363277168997098,132.02815113302304,66,66,0
E05011115,St Giles,82955.58657099999,7193,12.099347085714285,1.0,No stadium influence,82955.58657099999,0.0013729732642091509,174.91679386024583,87,87,0
E05011116,South Bermondsey,129053.0711784,10722,11.942252511111112,1.0,No stadium influence,129053.0711784,0.0021359190347038713,272.1160850212732,136,136,0
E05011117,Surrey Docks,80951.414658,6578,12.137834442857143,1.0,No stadium influence,80951.414658,0.0013398028103895902,170.6908780436338,85,85,0
E05011217,Barnehurst,61296.3920472,8352,7.467625685714286,1.0,No stadium influence,61296.3920472,0.0010144983713816385,129.24709251402075,65,65,0
E05011218,Belvedere,105620.6134436,11120,9.598953644444443,1.0,No stadium influence,105620.6134436,0.0017480953893722112,222.7073526060197,111,111,0
E05011219,Bexleyheath,98243.2293716,11232,9.540035488888888,1.0,No stadium influence,98243.2293716,0.001625994497686161,207.1516990052169,104,104,0
E05011220,Blackfen & Lamorbey,114403.54547449999,15024,7.476111081818181,1.0,No stadium influence,114403.54547449999,0.0018934590876865018,241.22668777126034,121,121,0
E05011221,Blendon & Penhill,76035.3659586,9430,7.952599169999999,1.0,No stadium influence,76035.3659586,0.0012584387491030185,160.32509663572455,80,80,0
E05011222,Crayford,92692.7964368,11648,7.995292075,1.0,No stadium influence,92692.7964368,0.0015341309314181554,195.448280662673,98,98,0
E05011223,Crook Log,114633.2636534,14064,8.225912972727274,1.0,No stadium influence,114633.2636534,0.0018972610850078347,241.71106222999813,121,121,0
E05011224,East Wickham,63444.101597999994,7585,8.47055321,1.0,No stadium influence,63444.101597999994,0.0010500444739941644,133.77566598685655,67,67,0
E05011225,Erith,112425.3162402,9511,10.383517742857142,1.0,No stadium influence,112425.3162402,0.0018607180034335901,237.05547363743938,119,119,0
E05011226,Falconwood & Welling,132280.1843425,17065,7.991767350000001,1.0,No stadium influence,132280.1843425,0.002189330025789981,278.92064528564356,139,139,0
E05011227,Longlands,52677.305615799996,6301,8.590755066666667,1.0,No stadium influence,52677.305615799996,0.0008718464329001744,111.07323555148221,56,56,0
E05011228,Northumberland Heath,99643.40707819999,13434,7.701622899999999,1.0,No stadium influence,99643.40707819999,0.0016491684228642817,210.10405707290948,105,105,0
E05011229,St Mary's & St James,76945.491575,7626,10.060603857142857,1.0,No stadium influence,76945.491575,0.0012735019677485714,162.244150691168,81,81,0
E05011230,Sidcup,78208.9038359,9541,8.4901740875,1.0,No stadium influence,78208.9038359,0.001294412328672909,164.9081306729286,82,82,0
E05011231,Slade Green & Northend,87614.72123580001,9644,9.220547233333333,1.0,No stadium influence,87614.72123580001,0.0014500852176475795,184.74085672830162,92,92,0
E05011232,Thamesmead East,77408.1766652,8223,8.976042655555554,1.0,No stadium influence,77408.1766652,0.0012811597311958721,163.2197497543541,82,82,0
E05011233,West Heath,91836.9678695,11702,8.1157511,1.0,No stadium influence,91836.9678695,0.0015199663670986247,193.6437151683648,97,97,0
E05011234,Aldborough,69922.396993,6897,10.204560714285716,1.0,No stadium influence,69922.396993,0.0011572648161391943,147.43553757613336,74,74,0
E05011235,Barkingside,90401.5612641,9789,9.926688766666667,1.0,No stadium influence,90401.5612641,0.0014962093788842546,190.61707486985404,95,95,0
