WD21CD,WD21NM,base_weighted_risk,population,average_risk_score_2025,stadium_risk_factor,explanation,enhanced_weighted_risk,risk_proportion,allocated_hours,officers_needed,base_officers,officer_change
E05000285,Belmont,53075.6718968,5934,9.0452609,1.0,No stadium influence,53075.6718968,0.0008784396748478679,111.91321457561837,56,56,0
E05000286,Canons,69252.019999,6081,10.183897833333333,1.0,No stadium influence,69252.019999,0.001146169605704932,146.02200776680834,73,73,0
E05000287,Edgware,61461.034579,6841,9.405837857142856,1.0,No stadium influence,61461.034579,0.001017223321004165,129.59425109593062,65,65,0
E05000288,Greenhill,96254.227059,6875,17.0331546,1.0,No stadium influence,96254.227059,0.0015930751114153797,202.95776919431938,101,101,0
E05000289,Harrow on the Hill,86633.6028662,9227,9.18471162857143,1.0,No stadium influence,86633.6028662,0.0014338470190383469,182.6721102254854,91,91,0
E05000290,Harrow Weald,99130.6852891,10713,9.283656457142857,1.0,No stadium influence,99130.6852891,0.0016406825168812137,209.0229526506666,105,105,0
E05000291,Hatch End,69879.2108362,7752,8.892438628571428,1.0,No stadium influence,69879.2108362,0.0011565500548901782,147.3444769930087,74,74,0
E05000292,Headstone North,48627.386211000005,5270,8.9498744,1.0,No stadium influence,48627.386211000005,0.0008048174202099541,102.53373933474815,51,51,0
E05000293,Headstone South,52051.710159,6040,9.202397783333334,1.0,No stadium influence,52051.710159,0.000861492388381883,109.75413027985189,55,55,0
E05000294,Kenton East,66964.2112579,8354,8.050905471428571,1.0,No stadium influence,66964.2112579,0.001108304763022325,141.19802680904422,71,71,0
E05000295,Kenton West,78441.5059135,10280,7.691440885714286,1.0,No stadium influence,78441.5059135,0.001298262056544714,165.39858600379654,83,83,0
E05000296,Marlborough,81578.104124,6445,13.350557599999998,1.0,No stadium influence,81578.104124,0.0013501749615290812,172.01229009880495,86,86,0
E05000297,Pinner,57110.000684,5353,10.582589833333333,1.0,No stadium influence,57110.000684,0.0009452106518587312,120.41983704680236,60,60,0
E05000298,Pinner South,57519.291790200004,6436,9.337166766666668,1.0,No stadium influence,57519.291790200004,0.0009519847073421463,121.28285171538944,61,61,0
E05000299,Queensbury,93028.717674,9112,10.115627,1.0,No stadium influence,93028.717674,0.0015396906640006128,196.15659059367806,98,98,0
E05000300,Rayners Lane,66407.9300275,7401,8.633815571428572,1.0,No stadium influence,66407.9300275,0.0010990979176693978,140.0250747110813,70,70,0
E05000301,Roxbourne,70639.961677,8160,8.913489416666666,1.0,No stadium influence,70639.961677,0.0011691410160094644,148.94856543960577,74,74,0
E05000302,Roxeth,69562.5503086,7546,9.082102485714286,1.0,No stadium influence,69562.5503086,0.0011513091005892517,146.67677941507065,73,73,0
E05000303,Stanmore Park,83194.07584399999,8231,11.096194333333335,1.0,No stadium influence,83194.07584399999,0.0013769204293027208,175.41966269316663,88,88,0
E05000304,Wealdstone,73551.184199,7118,9.873125,1.0,No stadium influence,73551.184199,0.0012173237949407972,155.08705147545757,78,78,0
E05000305,West Harrow,77332.9554421,8619,8.989880316666666,1.0,No stadium influence,77332.9554421,0.0012799147670833106,163.06114132641378,82,82,0
E05000306,Brooklands,73876.625393,8703,8.86609325,1.0,No stadium influence,73876.625393,0.0012227100754422541,155.77326361134317,78,78,0
E05000307,Cranham,68157.2978649,8461,7.9830202375,1.0,No stadium influence,68157.2978649,0.001128051184945278,143.71372096202842,72,72,0
E05000308,Elm Park,75113.5769459,9091,8.5234951125,1.0,No stadium influence,75113.5769459,0.0012431824930509243,158.38144961468777,79,79,0
E05000309,Emerson Park,85304.5801666,11820,7.172959175,1.0,No stadium influence,85304.5801666,0.0014118507592383376,179.8697867269642,90,90,0
E05000310,Gooshays,108526.8807265,9364,11.770424833333333,1.0,No stadium influence,108526.8807265,0.0017961961556135823,228.83539022517039,114,114,0
E05000311,Hacton,79072.12431459999,11841,7.0754721625,1.0,No stadium influence,79072.12431459999,0.0013086992343216146,166.7282824525737,83,83,0
E05000312,Harold Wood,82258.8427756,8752,9.301336057142858,1.0,No stadium influence,82258.8427756,0.0013614416646794548,173.44766808016254,87,87,0
E05000313,Havering Park,78150.4103032,9900,7.5404210124999995,1.0,No stadium influence,78150.4103032,0.0012934442195937513,164.7847935762439,82,82,0
E05000314,Heaton,97260.086694,10105,10.000486,1.0,No stadium influence,97260.086694,0.001609722795356716,205.07868412844564,103,103,0
E05000315,Hylands,94041.906657,10293,9.399906099999999,1.0,No stadium influence,94041.906657,0.0015564596538028808,198.292959894487,99,99,0
E05000316,Mawneys,88778.3857497,9870,8.5583344625,1.0,No stadium influence,88778.3857497,0.00146934468325001,187.19451264605127,94,94,0
E05000317,Pettits,101801.47869589999,11571,9.053005277777778,1.0,No stadium influence,101801.47869589999,0.001684886024967122,214.65447958081134,107,107,0
E05000318,Rainham and Wennington,72132.14549940001,8606,8.3130999125,1.0,No stadium influence,72132.14549940001,0.0011938377070718218,152.0949238809501,76,76,0
E05000319,Romford Town,153893.3605665,14521,10.59573305,1.0,No stadium influence,153893.3605665,0.0025470432834112174,324.49331430658907,162,162,0
E05000320,St Andrew's,83540.616039,10181,7.9440306777777785,1.0,No stadium influence,83540.616039,0.001382655913100447,176.15036332899695,88,88,0
E05000321,South Hornchurch,107471.6048154,9486,12.008622950000001,1.0,No stadium influence,107471.6048154,0.0017787305975698908,226.61027813040408,113,113,0
E05000322,Squirrel's Heath,80907.49545379999,9333,8.7902389,1.0,No stadium influence,80907.49545379999,0.001339075916690872,170.5982717864171,85,85,0
E05000323,Upminster,72420.5753395,8239,9.139119125,1.0,No stadium influence,72420.5753395,0.0011986114236523016,152.70309537330323,76,76,0
E05000324,Barnhill,86358.3021185,8745,9.6681739375,1.0,No stadium influence,86358.3021185,0.0014292905981650476,182.09162220622707,91,91,0
E05000325,Botwell,76676.29591660001,9327,8.7333024,1.0,No stadium influence,76676.29591660001,0.0012690465903942322,161.67653561622518,81,81,0
E05000326,Brunel,87650.6195785,9598,9.017984785714287,1.0,No stadium influence,87650.6195785,0.0014506793604509014,184.81655052144484,92,92,0
E05000327,Cavendish,104341.80450530001,13463,7.95776342857143,1.0,No stadium influence,104341.80450530001,0.0017269302026151404,220.01090781316887,110,110,0
E05000328,Charville,104365.9501024,12283,8.628874875,1.0,No stadium influence,104365.9501024,0.0017273298292182057,220.06182024239942,110,110,0
E05000329,Eastcote and East Ruislip,98373.829382,10829,9.1905955,1.0,No stadium influence,98373.829382,0.0016281560196522694,207.42707690369912,104,104,0
E05000330,Harefield,47029.054771999996,5715,8.3612202,1.0,No stadium influence,47029.054771999996,0.0007783639114855747,99.16356232326223,50,50,0
E05000331,Heathrow Villages,106497.01648,8283,12.454811714285714,1.0,No stadium influence,106497.01648,0.0017626004756163916,224.55530059352827,112,112,0
E05000332,Hillingdon East,78626.9338594,9573,8.1377592375,1.0,No stadium influence,78626.9338594,0.0013013310193799056,165.78957186899999,83,83,0
E05000333,Ickenham,73772.03737040001,8161,9.529109257142858,1.0,No stadium influence,73772.03737040001,0.0012209790701571141,155.55273353801633,78,78,0
E05000334,Manor,85530.8640985,8936,9.562313357142857,1.0,No stadium influence,85530.8640985,0.001415595917358013,180.34691987141088,90,90,0
E05000335,Northwood,56486.434753,6232,9.137378571428572,1.0,No stadium influence,56486.434753,0.0009348901974189096,119.10501115116908,60,60,0
E05000336,Northwood Hills,71386.557257,8173,8.761049571428572,1.0,No stadium influence,71386.557257,0.0011814976976132934,150.52280667593357,75,75,0
E05000337,Pinkwell,98406.8081023,10396,9.7901065875,1.0,No stadium influence,98406.8081023,0.0016287018406527752,207.49661449916357,104,104,0
E05000338,South Ruislip,70652.4518279,6997,9.789258671428572,1.0,No stadium influence,70652.4518279,0.0011693477367857314,148.97490166650218,74,74,0
E05000339,Townfield,75041.076981,6860,12.134497285714287,1.0,No stadium influence,75041.076981,0.0012419825676742457,158.2285791216989,79,79,0
E05000340,Uxbridge North,44340.603052599996,4944,9.106312933333333,1.0,No stadium influence,44340.603052599996,0.0007338681459147519,93.4948017895394,47,47,0
E05000341,Uxbridge South,54652.6798885,4888,11.7558512,1.0,No stadium influence,54652.6798885,0.000904540265531958,115.23842982877144,58,58,0
E05000342,West Drayton,107334.457791,10819,9.5764992,1.0,No stadium influence,107334.457791,0.0017764607179204246,226.3210954630621,113,113,0
E05000343,West Ruislip,76831.6340183,9508,8.258074528571429,1.0,No stadium influence,76831.6340183,0.0012716175451588587,162.0040752532386,81,81,0
E05000344,Yeading,89438.9295862,9694,9.024882125,1.0,No stadium influence,89438.9295862,0.001480277148016279,188.58730865727395,94,94,0
E05000345,Yiewsley,65862.9084635,7485,8.923499833333333,1.0,No stadium influence,65862.9084635,0.0010900774277093999,138.87586429017753,69,69,0
E05000346,Bedfont,71807.8104262,7790,9.138076457142857,1.0,No stadium influence,71807.8104262,0.0011884697336470567,151.41104406663501,76,76,0
E05000347,Brentford,80312.485183,7430,11.0528498,1.0,No stadium influence,80312.485183,0.0013292280784980934,169.3436572006571,85,85,0
E05000348,Chiswick Homefields,73755.387932,6558,10.81979657142857,1.0,No stadium influence,73755.387932,0.0012207035102493103,155.51762720576212,78,78,0
E05000349,Chiswick Riverside,96435.309901,8453,11.090070071428572,1.0,No stadium influence,96435.309901,0.0015960721597270112,203.33959314922123,102,102,0
E05000350,Cranford,92372.77766960001,9201,10.132956914285714,1.0,No stadium influence,92372.77766960001,0.0015288343958914648,194.7735020365726,97,97,0
E05000351,Feltham North,83598.210194,7978,10.3029505,1.0,No stadium influence,83598.210194,0.0013836091368465298,176.2718040342479,88,88,0
E05000352,Feltham West,106889.2653426,13816,7.925891099999999,1.0,No stadium influence,106889.2653426,0.0017690924699898544,225.38238067670744,113,113,0
E05000353,Hanworth,110386.80430039999,10060,10.420018457142858,1.0,No stadium influence,110386.80430039999,0.001826979198034136,232.75714982954892,116,116,0
E05000354,Hanworth Park,62987.261925900006,7054,9.100293757142857,1.0,No stadium influence,62987.261925900006,0.0010424834563249501,132.81239233579865,66,66,0
E05000355,Heston Central,85907.170159,8879,9.762957714285715,1.0,No stadium influence,85907.170159,0.0014218240471511065,181.14038360705098,91,91,0
E05000356,Heston East,71977.804045,7634,9.520898285714285,1.0,No stadium influence,71977.804045,0.0011912832475205171,151.76948573411389,76,76,0
E05000357,Heston West,116233.10214429999,12236,9.497223742857143,1.0,No stadium influence,116233.10214429999,0.0019237395365004106,245.0844169501523,123,123,0
E05000358,Hounslow Central,83008.00239899999,7377,10.960196714285715,1.0,No stadium influence,83008.00239899999,0.0013738407830037264,175.02731575467473,88,88,0
E05000359,Hounslow Heath,96445.7664713,10022,9.338811316666666,1.0,No stadium influence,96445.7664713,0.0015962452233150184,203.36164145033334,102,102,0
E05000360,Hounslow South,97259.9450884,11048,8.70405147142857,1.0,No stadium influence,97259.9450884,0.0016097204516845067,205.07838554460616,103,103,0
E05000361,Hounslow West,56280.2533478,6451,9.078158216666667,1.0,No stadium influence,56280.2533478,0.0009314777502454526,118.67026538127065,59,59,0
E05000362,Isleworth,53847.978745,6725,7.9264,1.0,No stadium influence,53847.978745,0.0008912218960119205,113.54166955191867,57,57,0
E05000363,Osterley and Spring Grove,117449.46485799999,11864,10.090210857142855,1.0,No stadium influence,117449.46485799999,0.0019438711943491757,247.64919016008497,124,124,0
E05000364,Syon,68480.8225388,6471,10.55838972,1.0,No stadium influence,68480.8225388,0.001133405745692028,144.39589200116436,72,72,0
E05000365,Turnham Green,105814.361164,7869,12.569996285714284,1.0,No stadium influence,105814.361164,0.0017513020503230443,223.11588121115585,112,112,0
E05000366,Barnsbury,61882.3450605,5999,10.009361357142856,1.0,No stadium influence,61882.3450605,0.001024196305596776,130.48260933302925,65,65,0
E05000367,Bunhill,201977.729964,9864,19.90836975,1.0,No stadium influence,201977.729964,0.0033428733936910144,425.8820703562352,213,213,0
E05000368,Caledonian,169364.822529,15070,11.3792105,1.0,No stadium influence,169364.822529,0.0028031068532174633,357.1158130999048,179,179,0
E05000369,Canonbury,103400.5944165,8676,11.838313357142857,1.0,No stadium influence,103400.5944165,0.0017113525141032242,218.02631029675075,109,109,0
E05000370,Clerkenwell,121165.824292,8581,15.322289142857143,1.0,No stadium influence,121165.824292,0.002005379555075507,255.4853553166196,128,128,0
E05000371,Finsbury Park,106208.38407249999,7161,13.900573499999998,1.0,No stadium influence,106208.38407249999,0.0017578234064030641,223.94670197575036,112,112,0
E05000372,Highbury East,68937.047418,6094,11.408613285714285,1.0,No stadium influence,68937.047418,0.0011409565881066318,145.3578693247849,73,73,0
E05000373,Highbury West,128324.5652743,14122,9.858149844444444,1.0,No stadium influence,128324.5652743,0.002123861749950761,270.57998694372696,135,135,0
E05000374,Hillrise,103569.7274048,11409,9.1399517375,1.0,No stadium influence,103569.7274048,0.0017141517839370038,218.38293727357427,109,109,0
E05000375,Holloway,184479.8743898,13319,12.973206855555556,1.0,No stadium influence,184479.8743898,0.003053271585332901,388.9867999714116,194,194,0
E05000376,Junction,149600.16979,10444,14.494348285714285,1.0,No stadium influence,149600.16979,0.0024759879585327794,315.4408659170761,158,158,0
E05000377,Mildmay,107700.537831,10153,10.047717375,1.0,No stadium influence,107700.537831,0.0017825195998867457,227.0929970255714,114,114,0
E05000378,St George's,65692.99309,6351,10.416170571428571,1.0,No stadium influence,65692.99309,0.0010872652088506501,138.51758760757284,69,69,0
E05000379,St Mary's,140547.2097937,10410,13.8612281,1.0,No stadium influence,140547.2097937,0.0023261551075983004,296.35216070802346,148,148,0
E05000380,St Peter's,71203.837322,6110,11.12101975,1.0,No stadium influence,71203.837322,0.001178473554261859,150.13753081296085,75,75,0
E05000381,Tollington,95715.9936955,9387,10.9018822875,1.0,No stadium influence,95715.9936955,0.0015841669709448355,201.82287209837205,101,101,0
E05000400,Alexandra,39936.497623200004,5034,7.9416228166666665,1.0,No stadium influence,39936.497623200004,0.0006609771055729505,84.2084832499939,42,42,0
E05000401,Berrylands,51321.4882852,6517,8.01082015,1.0,No stadium influence,51321.4882852,0.0008494067031241454,108.21441397801613,54,54,0
E05000402,Beverley,45793.4340121,4621,9.760129283333333,1.0,No stadium influence,45793.4340121,0.0007579135194364207,96.5581823762,48,48,0
E05000403,Canbury,47309.4905074,5721,8.593756816666668,1.0,No stadium influence,47309.4905074,0.0007830053200145048,99.75487776984792,50,50,0
E05000404,Chessington North and Hook,41706.7598178,5895,6.738292366666666,1.0,No stadium influence,41706.7598178,0.000690276189146373,87.94118649724793,44,44,0
E05000405,Chessington South,67607.2805009,8882,7.738907966666667,1.0,No stadium influence,67607.2805009,0.0011189480109839141,142.55397659935065,71,71,0
E05000406,Coombe Hill,81990.49178000001,8790,9.675641285714287,1.0,No stadium influence,81990.49178000001,0.0013570002670881382,172.88183402702882,86,86,0
E05000407,Coombe Vale,85501.36618900001,9369,8.9932255,1.0,No stadium influence,85501.36618900001,0.0014151077062227826,180.2847217727825,90,90,0
E05000408,Grove,60187.892850000004,4657,14.699613399999999,1.0,No stadium influence,60187.892850000004,0.0009961519305442838,126.90975595134175,63,63,0
E05000409,Norbiton,75345.1826415,9424,8.22515045,1.0,No stadium influence,75345.1826415,0.0012470157301003085,158.8698040147793,79,79,0
E05000410,Old Malden,45949.0657297,6421,7.7147251,1.0,No stadium influence,45949.0657297,0.0007604893337505642,96.88634111982188,48,48,0
E05000411,St James,103995.74831,11434,8.979522666666666,1.0,No stadium influence,103995.74831,0.001721202729352635,219.2812277195257,110,110,0
E05000412,St Mark's,57991.4603128,6297,8.3325774,1.0,No stadium influence,57991.4603128,0.0009597994282612261,122.2784471604802,61,61,0
E05000413,Surbiton Hill,71120.4195265,8013,8.507233742857142,1.0,No stadium influence,71120.4195265,0.001177092931115005,149.96163942405164,75,75,0
E05000414,Tolworth and Hook Rise,54763.2430172,6616,7.942447033333333,1.0,No stadium influence,54763.2430172,0.0009063701630227374,115.47155876909675,58,58,0
E05000415,Tudor,48033.3877481,6574,7.660916149999999,1.0,No stadium influence,48033.3877481,0.0007949863281490833,101.28125820619321,51,51,0
E05000416,Bishop's,104747.8669985,6885,18.426107916666666,1.0,No stadium influence,104747.8669985,0.0017336508222841308,220.86711475899827,110,110,0
E05000417,Brixton Hill,83349.4400415,6716,12.462171162499999,1.0,No stadium influence,83349.4400415,0.0013794918159711793,175.74725735472825,88,88,0
E05000418,Clapham Common,80033.703178,7092,11.698142,1.0,No stadium influence,80033.703178,0.0013246140403696302,168.7558287430909,84,84,0
E05000419,Clapham Town,212690.8290132,16224,12.96009041111111,1.0,No stadium influence,212690.8290132,0.003520182712802237,448.471277611005,224,224,0
E05000420,Coldharbour,158769.4513867,11886,13.33295713,1.0,No stadium influence,158769.4513867,0.002627746013712092,334.77484214692055,167,167,0
E05000421,Ferndale,172496.9668786,12372,13.651835077777779,1.0,No stadium influence,172496.9668786,0.002854946043673479,363.7201259640012,182,182,0
E05000422,Gipsy Hill,93532.9859919,11341,8.4081908,1.0,No stadium influence,93532.9859919,0.0015480366590936842,197.21987036853537,99,99,0
E05000423,Herne Hill,146371.986841,10975,12.443656875,1.0,No stadium influence,146371.986841,0.0024225592617546613,308.6340499475439,154,154,0
E05000424,Knight's Hill,100378.77333519999,11600,8.51087038888889,1.0,No stadium influence,100378.77333519999,0.0016613392512797788,211.65462061304382,106,106,0
E05000425,Larkhall,102670.90091699999,9288,10.746988055555555,1.0,No stadium influence,102670.90091699999,0.0016992755738115266,216.4877081035885,108,108,0
E05000426,Oval,138963.7502138,12375,11.010989125,1.0,No stadium influence,138963.7502138,0.002299947738594914,293.0133418969921,147,147,0
E05000427,Prince's,71688.01466,7606,9.39088507142857,1.0,No stadium influence,71688.01466,0.0011864870295163676,151.15844756038524,76,76,0
E05000428,St Leonard's,90120.5957105,6823,13.0019379375,1.0,No stadium influence,90120.5957105,0.0014915592014917245,190.0246422700457,95,95,0
E05000429,Stockwell,144983.857711,14599,9.860482777777777,1.0,No stadium influence,144983.857711,0.0023995847489877756,305.7070970210426,153,153,0
E05000430,Streatham Hill,139526.8269016,12809,11.349758822222222,1.0,No stadium influence,139526.8269016,0.002309267053544091,294.2006226215172,147,147,0
E05000431,Streatham South,76750.1147231,9569,8.104976066666667,1.0,No stadium influence,76750.1147231,0.0012702683435263564,161.83218696525782,81,81,0
E05000432,Streatham Wells,75096.927412,8757,8.7433983125,1.0,No stadium influence,75096.927412,0.0012429069315625285,158.34634308106612,79,79,0
E05000433,Thornton,98059.469346,9706,9.480649125,1.0,No stadium influence,98059.469346,0.0016229531401042547,206.76423004928205,103,103,0
E05000434,Thurlow Park,70671.1547867,6858,10.54685217142857,1.0,No stadium influence,70671.1547867,0.0011696572838994996,149.01433796879624,75,75,0
E05000435,Tulse Hill,83384.2696389,8932,9.0694483,1.0,No stadium influence,83384.2696389,0.0013800682702886044,175.82069763476818,88,88,0
E05000436,Vassall,92723.5066112,9817,9.744102177777778,1.0,No stadium influence,92723.5066112,0.001534639206389538,195.51303489402716,98,98,0
E05000437,Bellingham,116374.641496,11423,10.26664011111111,1.0,No stadium influence,116374.641496,0.0019260821122538986,245.3828611011467,123,123,0
E05000438,Blackheath,90659.2196515,8980,9.915233166666667,1.0,No stadium influence,90659.2196515,0.0015004738062944164,191.16036292190864,96,96,0
E05000439,Brockley,174690.212448,13631,12.522286090909091,1.0,No stadium influence,174690.212448,0.0028912457993994435,368.3447148434891,184,184,0
E05000440,Catford South,130209.594419,14205,9.175835166666666,1.0,No stadium influence,130209.594419,0.0021550603072138463,274.554683139044,137,137,0
E05000441,Crofton Park,98118.4846974,10470,9.117187155555555,1.0,No stadium influence,98118.4846974,0.0016239298856496648,206.8886674317673,103,103,0
E05000442,Downham,93515.16118350001,11510,8.12753013,1.0,No stadium influence,93515.16118350001,0.001547741645986256,197.18228569864903,99,99,0
E05000443,Evelyn,154364.1784875,12400,11.684228055555556,1.0,No stadium influence,154364.1784875,0.0025548356509245288,325.486061927785,163,163,0
E05000444,Forest Hill,114444.84033780001,10898,10.178457122222222,1.0,No stadium influence,114444.84033780001,0.0018941425466987719,241.31376044942354,121,121,0
E05000445,Grove Park,104449.2136883,11174,9.375643811111111,1.0,No stadium influence,104449.2136883,0.0017287079000877913,220.2373864711846,110,110,0
E05000446,Ladywell,76525.3364119,7548,10.381930671428572,1.0,No stadium influence,76525.3364119,0.001266548104487512,161.35822851170903,81,81,0
E05000447,Lee Green,87551.92911,9416,9.5149043125,1.0,No stadium influence,87551.92911,0.001449045963831292,184.6084557921066,92,92,0
E05000448,Lewisham Central,141968.810566,12085,11.985001,1.0,No stadium influence,141968.810566,0.0023496835995712485,299.34969058537706,150,150,0
E05000449,New Cross,175334.0390518,12640,13.58328148,1.0,No stadium influence,175334.0390518,0.0029019015822145935,369.7022615741392,185,185,0
E05000450,Perry Vale,85774.2916046,9182,9.53598419,1.0,No stadium influence,85774.2916046,0.0014196248136802924,180.86020126286925,90,90,0
E05000451,Rushey Green,109133.73792999999,7225,13.949091,1.0,No stadium influence,109133.73792999999,0.0018062400688693228,230.11498477395173,115,115,0
E05000452,Sydenham,95521.67001880001,9822,10.25840743,1.0,No stadium influence,95521.67001880001,0.001580950777512419,201.41312905508218,101,101,0
E05000453,Telegraph Hill,111225.6149607,13094,8.66467843,1.0,No stadium influence,111225.6149607,0.0018408621040315498,234.52583205361944,117,117,0
E05000454,Whitefoot,117546.0924416,12361,10.050100555555556,1.0,No stadium influence,117546.0924416,0.0019454704487737635,247.85293517377747,124,124,0
E05000455,Abbey,78580.038013,8136,9.584460666666667,1.0,No stadium influence,78580.038013,0.0013005548601606038,165.69068918446092,83,83,0
E05000456,Cannon Hill,57855.3648422,6961,8.1003362,1.0,No stadium influence,57855.3648422,0.0009575469525662487,121.99148175694009,61,61,0
E05000457,Colliers Wood,89806.211238,9045,9.6949752,1.0,No stadium influence,89806.211238,0.0014863559175024594,189.36174388981334,95,95,0
E05000458,Cricket Green,68413.8736076,8573,9.6303339,1.0,No stadium influence,68413.8736076,0.0011322976938247036,144.25472619326723,72,72,0
E05000459,Dundonald,66831.5338036,8426,8.25359945,1.0,No stadium influence,66831.5338036,0.001106108857899512,140.91826849639784,70,70,0
E05000460,Figge's Marsh,71432.1700797,8051,9.004477214285714,1.0,No stadium influence,71432.1700797,0.0011822526218885695,150.61898402860376,75,75,0
E05000461,Graveney,68140.274644,7661,8.827638583333334,1.0,No stadium influence,68140.274644,0.0011277694386743814,143.6778264871162,72,72,0
E05000462,Hillside,95049.4911432,10923,8.51280045,1.0,No stadium influence,95049.4911432,0.001573135885243912,200.4175117800744,100,100,0
E05000463,Lavender Fields,50277.874486400004,6685,7.884824216666666,1.0,No stadium influence,50277.874486400004,0.0008321341612358931,106.01389214145279,53,53,0
E05000464,Longthornton,59318.9038598,7815,7.710295666666667,1.0,No stadium influence,59318.9038598,0.0009817695519757765,125.07744092171392,63,63,0
E05000465,Lower Morden,67658.285251,8540,7.8393615,1.0,No stadium influence,67658.285251,0.0011197921754474494,142.66152315200506,71,71,0
E05000466,Merton Park,77780.96784540001,8237,9.9575311,1.0,No stadium influence,77780.96784540001,0.0012873296872495195,164.00580215558878,82,82,0
E05000467,Pollards Hill,67230.1536502,9975,7.119491614285715,1.0,No stadium influence,67230.1536502,0.0011127062965361073,141.75878217870007,71,71,0
E05000468,Ravensbury,61641.7915713,6484,9.67501045,1.0,No stadium influence,61641.7915713,0.0010202149762742335,129.97538797733736,65,65,0
E05000469,Raynes Park,52990.4637298,6492,8.819099233333334,1.0,No stadium influence,52990.4637298,0.0008770294197943021,111.73354808179408,56,56,0
E05000470,St Helier,67887.4278285,7157,9.069923183333334,1.0,No stadium influence,67887.4278285,0.001123584646161043,143.1446839209169,72,72,0
E05000471,Trinity,62163.6268978,7754,8.242492016666667,1.0,No stadium influence,62163.6268978,0.001028851717706845,131.07570883585205,66,66,0
E05000472,Village,104937.14770500001,8386,12.662672083333334,1.0,No stadium influence,104937.14770500001,0.0017367835510152176,221.2662243993387,111,111,0
E05000473,West Barnes,92704.434659,9492,9.901152166666668,1.0,No stadium influence,92704.434659,0.0015343235521756479,195.47282054717755,98,98,0
E05000474,Wimbledon Park,87260.5022948,9422,8.287377333333334,1.0,No stadium influence,87260.5022948,0.0014442226452064425,183.99396499930077,92,92,0
E05000475,Beckton,80295.7376325,8863,9.1135740625,1.0,No stadium influence,80295.7376325,0.0013289508947660754,169.308343993198,85,85,0
E05000476,Boleyn,92664.6022563,10632,8.95995372857143,1.0,No stadium influence,92664.6022563,0.0015336642979142182,195.3888315542714,98,98,0
E05000477,Canning Town North,105809.1764792,9419,11.307075675,1.0,No stadium influence,105809.1764792,0.0017512162401454783,223.10494899453394,112,112,0
E05000478,Canning Town South,82932.65332499999,8958,8.8109925,1.0,No stadium influence,82932.65332499999,0.001372593702868908,174.86843774549888,87,87,0
E05000479,Custom House,84719.076857,8652,9.8977364375,1.0,No stadium influence,84719.076857,0.0014021602679355155,178.63521813498468,89,89,0
E05000480,East Ham Central,58261.826042,5657,11.2602516875,1.0,No stadium influence,58261.826042,0.0009642741711097057,122.8485293993765,61,61,0
E05000481,East Ham North,68431.538489,9285,7.363762614285714,1.0,No stadium influence,68431.538489,0.001132590060027875,144.29197364755126,72,72,0
E05000482,East Ham South,92130.9584254,9746,9.0797712625,1.0,No stadium influence,92130.9584254,0.001524832117434019,194.263611761094,97,97,0
E05000483,Forest Gate North,111610.62796859999,12499,8.968998449999999,1.0,No stadium influence,111610.62796859999,0.0018472343399239092,235.33765490630603,118,118,0
E05000484,Forest Gate South,110903.88684199999,10833,9.960327166666666,1.0,No stadium influence,110903.88684199999,0.0018355372775360932,233.84744915809827,117,117,0
E05000485,Green Street East,110435.236939,13141,8.3956886125,1.0,No stadium influence,110435.236939,0.0018277807922445028,232.85927293194968,116,116,0
E05000486,Green Street West,86242.5848985,9196,9.020450942857142,1.0,No stadium influence,86242.5848985,0.0014273753968406303,181.8476255574963,91,91,0
E05000487,Little Ilford,108380.657724,10736,9.435422666666666,1.0,No stadium influence,108380.657724,0.0017937760621473866,228.52707031757706,114,114,0
E05000488,Manor Park,93896.1434827,10323,8.3425500375,1.0,No stadium influence,93896.1434827,0.001554047170816592,197.98560956203383,99,99,0
E05000489,Plaistow North,136861.5583405,15856,8.744060722222223,1.0,No stadium influence,136861.5583405,0.00226515498553773,288.58074515750684,144,144,0
E05000490,Plaistow South,77904.2445805,8010,10.147517042857142,1.0,No stadium influence,77904.2445805,0.0012893700038621495,164.26573849203785,82,82,0
E05000491,Royal Docks,49680.567775999996,4951,9.8343175,1.0,No stadium influence,49680.567775999996,0.0008222483153536507,104.7544353760551,52,52,0
E05000492,Stratford and New Town,86691.6574595,6947,12.370636249999999,1.0,No stadium influence,86691.6574595,0.0014348078633619201,182.79452179230861,91,91,0
E05000493,Wall End,80425.6651254,10306,7.786520088888889,1.0,No stadium influence,80425.6651254,0.001331101286094871,169.58230384848656,85,85,0
E05000494,West Ham,113106.170458,11882,9.107222125,1.0,No stadium influence,113106.170458,0.001871986619285801,238.49109529701104,119,119,0
E05000516,Barnes,80974.9492266,7624,10.688431114285715,1.0,No stadium influence,80974.9492266,0.001340192324041511,170.74050208288853,85,85,0
E05000517,East Sheen,79240.055482,6161,12.766181416666667,1.0,No stadium influence,79240.055482,0.0013114786131747833,167.0823753184674,84,84,0
E05000518,Fulwell and Hampton Hill,69101.8065625,7470,9.477012366666667,1.0,No stadium influence,69101.8065625,0.001143683467751306,145.7052737915164,73,73,0
E05000519,"Ham, Petersham and Richmond Riverside",54692.323664,5709,9.481294,1.0,No stadium influence,54692.323664,0.0009051963978806482,115.32202108999458,58,58,0
E05000520,Hampton,68055.68733,6944,9.99918325,1.0,No stadium influence,68055.68733,0.0011263694591743406,143.499469098811,72,72,0
