Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2024-01-01T01:47:58+00:00,51.509744,-0.089208,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2024-01-01 01:47:58+00:00
Person search,2024-01-01T04:40:40+00:00,51.509744,-0.089208,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,False,2024-01-01 04:40:40+00:00
Person search,2024-01-01T04:54:31+00:00,51.513286,-0.100201,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2024-01-01 04:54:31+00:00
Person search,2024-01-01T08:02:33+00:00,51.509872,-0.092633,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2024-01-01 08:02:33+00:00
Person search,2024-01-01T09:10:44+00:00,51.509744,-0.089208,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2024-01-01 09:10:44+00:00
Person search,2024-01-01T14:50:53+00:00,51.509744,-0.089208,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2024-01-01 14:50:53+00:00
Person and Vehicle search,2024-01-01T22:41:39+00:00,51.508588,-0.074039,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-01-01 22:41:39+00:00
Person search,2024-01-02T00:36:14+00:00,51.515812,-0.077511,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-01-02 00:36:14+00:00
Person search,2024-01-02T00:58:54+00:00,51.511196,-0.079521,Male,18-24,Misuse of Drugs Act 1971 (section 23),Psychoactive substances,A no further action disposal,True,False,2024-01-02 00:58:54+00:00
Person search,2024-01-02T02:40:47+00:00,51.514814,-0.080291,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-01-02 02:40:47+00:00
Person search,2024-01-02T04:29:18+00:00,51.5187,-0.101359,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2024-01-02 04:29:18+00:00
Person search,2024-01-02T04:43:24+00:00,51.5187,-0.101359,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2024-01-02 04:43:24+00:00
Person search,2024-01-02T06:02:03+00:00,51.517846,-0.109164,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-01-02 06:02:03+00:00
Person search,2024-01-02T06:18:30+00:00,51.517239,-0.106076,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-01-02 06:18:30+00:00
Person search,2024-01-02T07:01:05+00:00,51.517846,-0.109164,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2024-01-02 07:01:05+00:00
Person search,2024-01-02T08:20:37+00:00,51.517846,-0.109164,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-01-02 08:20:37+00:00
Person search,2024-01-02T14:02:47+00:00,51.520001,-0.090105,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2024-01-02 14:02:47+00:00
Person search,2024-01-02T15:20:05+00:00,51.518692,-0.081512,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2024-01-02 15:20:05+00:00
Person search,2024-01-02T21:21:32+00:00,51.517846,-0.109164,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-01-02 21:21:32+00:00
Person and Vehicle search,2024-01-03T00:01:12+00:00,51.516869,-0.081113,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-01-03 00:01:12+00:00
Person search,2024-01-03T00:05:27+00:00,51.517846,-0.109164,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-01-03 00:05:27+00:00
Person and Vehicle search,2024-01-03T00:59:25+00:00,51.516869,-0.081113,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-01-03 00:59:25+00:00
Person and Vehicle search,2024-01-03T07:40:58+00:00,51.509785,-0.068095,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-01-03 07:40:58+00:00
