Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Vehicle search,2016-07-01T00:00:00+00:00,51.425625,-0.009131,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2016-07-01 00:00:00+00:00
Person search,2016-07-01T00:00:00+00:00,51.580526,0.183886,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2016-07-01 00:00:00+00:00
Person search,2016-07-01T00:00:00+00:00,51.532414,-0.115856,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2016-07-01 00:00:00+00:00
Person and Vehicle search,2016-07-01T00:00:00+00:00,51.425625,-0.009131,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2016-07-01 00:00:00+00:00
Person search,2016-07-01T00:05:00+00:00,51.561794,-0.124928,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2016-07-01 00:05:00+00:00
Person and Vehicle search,2016-07-01T00:10:00+00:00,51.463242,-0.111306,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,,2016-07-01 00:10:00+00:00
Person search,2016-07-01T00:40:00+00:00,51.60868,-0.06725,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2016-07-01 00:40:00+00:00
Person and Vehicle search,2016-07-01T00:45:00+00:00,51.454449,-0.119831,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2016-07-01 00:45:00+00:00
Person search,2016-07-01T01:00:00+00:00,51.412176,-0.303775,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2016-07-01 01:00:00+00:00
Person search,2016-07-01T01:02:00+00:00,51.513992,-0.131821,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2016-07-01 01:02:00+00:00
Person search,2016-07-01T01:05:00+00:00,51.513992,-0.131821,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2016-07-01 01:05:00+00:00
