Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2017-06-01T02:57:00+00:00,51.510834,-0.093198,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,False,False,2017-06-01 02:57:00+00:00
Person search,2017-06-01T06:59:00+00:00,51.5112,-0.085257,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2017-06-01 06:59:00+00:00
Person search,2017-06-02T11:55:00+00:00,51.569511,-0.397533,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,,True,False,2017-06-02 11:55:00+00:00
Person search,2017-06-05T00:42:00+00:00,51.511445,-0.07608,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,False,2017-06-05 00:42:00+00:00
Person search,2017-06-05T00:48:00+00:00,51.518799,-0.077601,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,False,2017-06-05 00:48:00+00:00
Person search,2017-06-05T05:07:00+00:00,51.457791,-0.052384,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-06-05 05:07:00+00:00
Person and Vehicle search,2017-06-05T07:34:00+00:00,51.508158,-0.074129,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,False,2017-06-05 07:34:00+00:00
Person search,2017-06-05T10:10:00+00:00,51.518262,-0.088203,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-06-05 10:10:00+00:00
Person search,2017-06-06T10:10:00+00:00,51.569511,-0.397533,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,False,2017-06-06 10:10:00+00:00
Person search,2017-06-08T11:00:00+00:00,51.517431,-0.082458,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2017-06-08 11:00:00+00:00
Person search,2017-06-10T00:53:00+00:00,51.517032,-0.089451,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-06-10 00:53:00+00:00
Person search,2017-06-10T01:00:00+00:00,51.517032,-0.089451,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-06-10 01:00:00+00:00
Person search,2017-06-10T03:36:00+00:00,51.518823,-0.110608,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-06-10 03:36:00+00:00
Person search,2017-06-12T10:31:00+00:00,51.508158,-0.074129,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,False,2017-06-12 10:31:00+00:00
Person search,2017-06-14T00:47:00+00:00,51.504791,-0.479053,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-06-14 00:47:00+00:00
Person search,2017-06-14T04:50:00+00:00,51.504791,-0.479053,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Nothing found - no further action,False,False,2017-06-14 04:50:00+00:00
Person search,2017-06-15T06:55:00+00:00,51.504791,-0.479053,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2017-06-15 06:55:00+00:00
Person search,2017-06-15T10:19:00+00:00,51.508158,-0.074129,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-06-15 10:19:00+00:00
Person and Vehicle search,2017-06-15T10:20:00+00:00,51.508158,-0.074129,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-06-15 10:20:00+00:00
Person search,2017-06-16T05:45:00+00:00,51.513683,-0.111974,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-06-16 05:45:00+00:00
Person search,2017-06-16T07:09:00+00:00,51.515739,-0.100632,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Local resolution,False,False,2017-06-16 07:09:00+00:00
Person search,2017-06-17T03:26:00+00:00,51.504791,-0.479053,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False,2017-06-17 03:26:00+00:00
Person search,2017-06-17T11:12:00+00:00,51.514501,-0.089716,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-06-17 11:12:00+00:00
Person search,2017-06-19T00:22:00+00:00,51.511775,-0.075389,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Local resolution,False,False,2017-06-19 00:22:00+00:00
Person search,2017-06-19T02:00:00+00:00,51.51768,-0.078484,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-06-19 02:00:00+00:00
Person search,2017-06-19T02:18:00+00:00,51.494983,-0.121188,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-06-19 02:18:00+00:00
Person search,2017-06-19T02:22:00+00:00,51.494983,-0.121188,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Article found - Detailed outcome unavailable,False,False,2017-06-19 02:22:00+00:00
Person search,2017-06-19T10:16:00+00:00,51.508158,-0.074129,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False,2017-06-19 10:16:00+00:00
Person search,2017-06-23T11:16:00+00:00,51.516767,-0.098572,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,True,False,2017-06-23 11:16:00+00:00
Person search,2017-06-25T02:10:00+00:00,51.51156,-0.090804,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,True,False,2017-06-25 02:10:00+00:00
Person search,2017-06-25T05:53:00+00:00,51.494983,-0.121188,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,False,2017-06-25 05:53:00+00:00
Person search,2017-06-26T00:13:00+00:00,51.517231,-0.079613,Male,over 34,Misuse of Drugs Act 1971 (section 23),Article for use in theft,Nothing found - no further action,False,False,2017-06-26 00:13:00+00:00
Person search,2017-06-26T00:14:00+00:00,51.517231,-0.079613,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,False,2017-06-26 00:14:00+00:00
Person search,2017-06-26T00:14:00+00:00,51.494983,-0.121188,Male,over 34,Aviation Security Act 1982 (section 27(1)),Crossbows,Suspect arrested,False,False,2017-06-26 00:14:00+00:00
Person search,2017-06-26T00:18:00+00:00,51.494983,-0.121188,Male,over 34,Aviation Security Act 1982 (section 27(1)),Anything to threaten or harm anyone,,True,False,2017-06-26 00:18:00+00:00
Person search,2017-06-26T11:55:00+00:00,51.494983,-0.121188,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-06-26 11:55:00+00:00
Person search,2017-06-26T11:55:00+00:00,51.51768,-0.078484,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-06-26 11:55:00+00:00
Person search,2017-06-26T11:56:00+00:00,51.517231,-0.079613,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,False,2017-06-26 11:56:00+00:00
Person search,2017-06-26T11:56:00+00:00,51.517231,-0.079613,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,False,2017-06-26 11:56:00+00:00
Person search,2017-06-26T11:58:00+00:00,51.494983,-0.121188,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,False,2017-06-26 11:58:00+00:00
Person search,2017-06-26T11:58:00+00:00,51.494983,-0.121188,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,False,2017-06-26 11:58:00+00:00
Person search,2017-06-28T01:11:00+00:00,51.519615,-0.07908,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2017-06-28 01:11:00+00:00
Person search,2017-06-28T06:08:00+00:00,51.514158,-0.100179,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-06-28 06:08:00+00:00
Person search,2017-06-29T03:34:00+00:00,51.494983,-0.121188,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-06-29 03:34:00+00:00
Person search,2017-06-29T03:34:00+00:00,51.494983,-0.121188,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-06-29 03:34:00+00:00
Person search,2017-06-30T07:04:00+00:00,51.511224,-0.074115,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False,2017-06-30 07:04:00+00:00
Person and Vehicle search,2017-06-30T07:57:00+00:00,51.510307,-0.086764,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False,2017-06-30 07:57:00+00:00
Person and Vehicle search,2017-06-01T00:00:00+00:00,51.626069,-0.057856,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 00:00:00+00:00
Vehicle search,2017-06-01T00:00:00+00:00,51.522379,-0.110893,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-06-01 00:00:00+00:00
Person and Vehicle search,2017-06-01T00:00:00+00:00,51.535041,-0.242201,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 00:00:00+00:00
Person and Vehicle search,2017-06-01T00:00:00+00:00,51.477949,-0.111563,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-06-01 00:00:00+00:00
Person and Vehicle search,2017-06-01T00:00:00+00:00,51.433917,-0.103496,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 00:00:00+00:00
Person search,2017-06-01T00:06:00+00:00,51.468116,-0.380643,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 00:06:00+00:00
Person search,2017-06-01T00:08:00+00:00,51.468116,-0.380643,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 00:08:00+00:00
Person and Vehicle search,2017-06-01T00:08:00+00:00,51.468116,-0.380643,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 00:08:00+00:00
Person search,2017-06-01T00:10:00+00:00,51.531278,-0.024378,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 00:10:00+00:00
Person search,2017-06-01T00:15:00+00:00,51.531278,-0.024378,Male,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 00:15:00+00:00
Person and Vehicle search,2017-06-01T00:16:00+00:00,51.468116,-0.380643,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 00:16:00+00:00
Person search,2017-06-01T00:20:00+00:00,51.513904,-0.130801,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 00:20:00+00:00
Person search,2017-06-01T00:20:00+00:00,51.486558,-0.182304,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 00:20:00+00:00
Person and Vehicle search,2017-06-01T00:25:00+00:00,51.516058,-0.031638,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 00:25:00+00:00
Person and Vehicle search,2017-06-01T00:25:00+00:00,51.492281,-0.136166,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 00:25:00+00:00
Person search,2017-06-01T00:30:00+00:00,51.486558,-0.182304,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-06-01 00:30:00+00:00
Person search,2017-06-01T00:35:00+00:00,51.492264,-0.132277,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 00:35:00+00:00
Person search,2017-06-01T00:35:00+00:00,51.492264,-0.132277,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 00:35:00+00:00
Person and Vehicle search,2017-06-01T00:40:00+00:00,51.522379,-0.110893,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,,,2017-06-01 00:40:00+00:00
Person search,2017-06-01T00:45:00+00:00,51.522379,-0.110893,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 00:45:00+00:00
Person and Vehicle search,2017-06-01T00:45:00+00:00,51.522379,-0.110893,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-06-01 00:45:00+00:00
Person search,2017-06-01T01:00:00+00:00,51.500681,-0.253047,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-06-01 01:00:00+00:00
Person search,2017-06-01T01:30:00+00:00,51.429139,-0.166083,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 01:30:00+00:00
Person and Vehicle search,2017-06-01T01:35:00+00:00,51.495317,-0.173081,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 01:35:00+00:00
Person search,2017-06-01T01:35:00+00:00,51.537626,-0.248489,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,,2017-06-01 01:35:00+00:00
Person search,2017-06-01T01:40:00+00:00,51.489437,0.086084,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 01:40:00+00:00
Person search,2017-06-01T01:50:00+00:00,51.521712,-0.071525,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 01:50:00+00:00
Person search,2017-06-01T01:50:00+00:00,51.521712,-0.071525,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 01:50:00+00:00
Person search,2017-06-01T02:00:00+00:00,51.489437,0.086084,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2017-06-01 02:00:00+00:00
Person and Vehicle search,2017-06-01T02:35:00+00:00,51.488184,-0.120071,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 02:35:00+00:00
Person search,2017-06-01T03:52:00+00:00,51.491596,-0.045484,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 03:52:00+00:00
Person search,2017-06-01T04:45:00+00:00,51.342003,-0.063427,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,,,2017-06-01 04:45:00+00:00
Person search,2017-06-01T05:08:00+00:00,51.481908,0.070474,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-06-01 05:08:00+00:00
Person search,2017-06-01T06:10:00+00:00,51.492529,-0.147839,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-06-01 06:10:00+00:00
Person search,2017-06-01T07:15:00+00:00,51.361449,-0.116617,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 07:15:00+00:00
Person search,2017-06-01T08:09:00+00:00,51.445097,-0.12433,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-06-01 08:09:00+00:00
Person search,2017-06-01T08:11:00+00:00,51.54009,-0.255749,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 08:11:00+00:00
Person search,2017-06-01T08:15:00+00:00,51.54009,-0.255749,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 08:15:00+00:00
Person search,2017-06-01T09:14:00+00:00,51.551263,-0.241042,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 09:14:00+00:00
Person search,2017-06-01T09:15:00+00:00,51.551263,-0.241042,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 09:15:00+00:00
Person search,2017-06-01T09:25:00+00:00,51.528118,-0.049442,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 09:25:00+00:00
Person search,2017-06-01T09:30:00+00:00,51.510469,-0.125739,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,,2017-06-01 09:30:00+00:00
Person search,2017-06-01T09:30:00+00:00,51.551263,-0.241042,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 09:30:00+00:00
Person search,2017-06-01T09:30:00+00:00,51.461137,-0.119124,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,,2017-06-01 09:30:00+00:00
Person search,2017-06-01T09:45:00+00:00,51.5137,-0.303134,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2017-06-01 09:45:00+00:00
Person search,2017-06-01T09:58:00+00:00,51.497068,0.085813,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 09:58:00+00:00
Person search,2017-06-01T10:16:00+00:00,51.475713,-0.069232,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 10:16:00+00:00
Person search,2017-06-01T10:20:00+00:00,51.503164,-0.223226,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 10:20:00+00:00
Person search,2017-06-01T10:20:00+00:00,51.558506,-0.055528,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 10:20:00+00:00
Person search,2017-06-01T10:20:00+00:00,51.549626,-0.054738,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 10:20:00+00:00
Person search,2017-06-01T10:25:00+00:00,51.503164,-0.223226,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2017-06-01 10:25:00+00:00
