Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2017-11-01T00:25:00+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-11-01 00:25:00+00:00
Person search,2017-11-01T00:30:00+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-11-01 00:30:00+00:00
Person search,2017-11-01T08:32:00+00:00,51.551059,-0.060909,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,True,2017-11-01 08:32:00+00:00
Person search,2017-11-01T08:32:00+00:00,51.551059,-0.060909,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-11-01 08:32:00+00:00
Person search,2017-11-01T08:41:00+00:00,51.551059,-0.060909,Male,over 34,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Nothing found - no further action,False,True,2017-11-01 08:41:00+00:00
Person search,2017-11-01T08:41:00+00:00,51.551059,-0.060909,Male,25-34,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Nothing found - no further action,False,True,2017-11-01 08:41:00+00:00
Person search,2017-11-01T08:41:00+00:00,51.551059,-0.060909,Male,18-24,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Nothing found - no further action,False,True,2017-11-01 08:41:00+00:00
Person search,2017-11-01T09:22:00+00:00,51.551059,-0.060909,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,True,2017-11-01 09:22:00+00:00
Person and Vehicle search,2017-11-01T14:20:00+00:00,51.513171,-0.077694,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-11-01 14:20:00+00:00
Person search,2017-11-01T16:11:00+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Nothing found - no further action,False,False,2017-11-01 16:11:00+00:00
Person search,2017-11-01T16:30:00+00:00,51.512598,-0.084967,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Local resolution,False,False,2017-11-01 16:30:00+00:00
Person search,2017-11-02T00:00:00+00:00,51.518864,-0.097562,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,True,False,2017-11-02 00:00:00+00:00
Person and Vehicle search,2017-11-02T12:50:00+00:00,51.52029,-0.078591,Female,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-11-02 12:50:00+00:00
Person and Vehicle search,2017-11-02T13:04:00+00:00,51.52029,-0.078591,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False,2017-11-02 13:04:00+00:00
Person search,2017-11-02T16:55:00+00:00,51.509757,-0.083386,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Fireworks,Nothing found - no further action,True,False,2017-11-02 16:55:00+00:00
Person search,2017-11-03T13:51:00+00:00,51.510421,-0.093215,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False,2017-11-03 13:51:00+00:00
Person search,2017-11-03T21:02:00+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2017-11-03 21:02:00+00:00
Person search,2017-11-03T21:02:00+00:00,51.516814,-0.08162,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2017-11-03 21:02:00+00:00
Person search,2017-11-03T22:45:00+00:00,51.513389,-0.080034,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-11-03 22:45:00+00:00
Person search,2017-11-04T00:20:00+00:00,51.513194,-0.092321,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-11-04 00:20:00+00:00
Person and Vehicle search,2017-11-04T22:55:00+00:00,51.517149,-0.08776,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False,2017-11-04 22:55:00+00:00
