Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2018-12-02T01:44:09+00:00,51.52029,-0.078591,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-12-02 01:44:09+00:00
Person and Vehicle search,2018-12-02T03:22:32+00:00,51.512063,-0.11413,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-12-02 03:22:32+00:00
Person and Vehicle search,2018-12-02T03:58:44+00:00,51.520985,-0.078749,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-12-02 03:58:44+00:00
Person search,2018-12-02T04:03:16+00:00,51.519783,-0.086655,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-12-02 04:03:16+00:00
Person search,2018-12-02T06:11:35+00:00,51.514151,-0.074958,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-12-02 06:11:35+00:00
Person search,2018-12-03T00:03:44+00:00,51.517588,-0.076686,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-12-03 00:03:44+00:00
Person and Vehicle search,2018-12-04T14:04:48+00:00,51.517149,-0.08776,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-12-04 14:04:48+00:00
Person and Vehicle search,2018-12-04T14:33:08+00:00,51.517576,-0.079786,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2018-12-04 14:33:08+00:00
Person search,2018-12-05T07:41:31+00:00,51.518511,-0.08531,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-12-05 07:41:31+00:00
Person search,2018-12-05T14:57:23+00:00,51.512528,-0.081281,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,False,False,2018-12-05 14:57:23+00:00
Person and Vehicle search,2018-12-05T17:49:42+00:00,51.508066,-0.08778,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-12-05 17:49:42+00:00
Person search,2018-12-06T03:06:50+00:00,51.516233,-0.077392,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,2018-12-06 03:06:50+00:00
Person and Vehicle search,2018-12-06T06:28:05+00:00,51.515033,-0.07825,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2018-12-06 06:28:05+00:00
Person and Vehicle search,2018-12-06T13:13:03+00:00,51.520985,-0.078749,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False,2018-12-06 13:13:03+00:00
Person search,2018-12-07T03:35:27+00:00,51.517431,-0.082458,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-12-07 03:35:27+00:00
Person and Vehicle search,2018-12-07T13:53:20+00:00,51.514461,-0.092268,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-12-07 13:53:20+00:00
