Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2020-03-01T01:53:51+00:00,51.516814,-0.08162,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-03-01 01:53:51+00:00
Person search,2020-03-01T04:24:04+00:00,51.514158,-0.100179,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-03-01 04:24:04+00:00
Person search,2020-03-01T04:24:32+00:00,51.514158,-0.100179,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-03-01 04:24:32+00:00
Person search,2020-03-01T04:26:39+00:00,51.514158,-0.100179,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-03-01 04:26:39+00:00
Person search,2020-03-01T04:27:04+00:00,51.514158,-0.100179,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-03-01 04:27:04+00:00
Person search,2020-03-01T04:27:25+00:00,51.514158,-0.100179,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-03-01 04:27:25+00:00
Person and Vehicle search,2020-03-01T07:20:07+00:00,51.517032,-0.089451,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-03-01 07:20:07+00:00
Person search,2020-03-01T07:41:14+00:00,51.517032,-0.089451,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-03-01 07:41:14+00:00
Person search,2020-03-01T07:41:14+00:00,51.517032,-0.089451,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-03-01 07:41:14+00:00
Person search,2020-03-01T07:54:22+00:00,51.517032,-0.089451,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-03-01 07:54:22+00:00
Person search,2020-03-02T01:26:22+00:00,51.516814,-0.08162,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-03-02 01:26:22+00:00
Person search,2020-03-02T02:08:32+00:00,51.516814,-0.08162,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-03-02 02:08:32+00:00
Person search,2020-03-03T03:24:23+00:00,51.513454,-0.09172,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-03-03 03:24:23+00:00
Person search,2020-03-03T03:49:33+00:00,51.513952,-0.085833,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-03-03 03:49:33+00:00
Person search,2020-03-03T10:29:49+00:00,51.523637,-0.076532,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-03-03 10:29:49+00:00
Person search,2020-03-04T03:55:52+00:00,51.512504,-0.083645,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-03-04 03:55:52+00:00
Person and Vehicle search,2020-03-04T04:49:44+00:00,51.514151,-0.074958,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,True,2020-03-04 04:49:44+00:00
Person search,2020-03-04T04:50:02+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,True,2020-03-04 04:50:02+00:00
Person search,2020-03-04T04:58:18+00:00,51.514151,-0.074958,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-03-04 04:58:18+00:00
Person and Vehicle search,2020-03-04T07:34:50+00:00,51.51121,-0.094206,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-03-04 07:34:50+00:00
Person search,2020-03-05T04:26:34+00:00,51.515033,-0.07825,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-03-05 04:26:34+00:00
Person search,2020-03-05T04:39:18+00:00,51.515033,-0.07825,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-03-05 04:39:18+00:00
Person search,2020-03-05T11:34:21+00:00,51.513928,-0.108231,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-03-05 11:34:21+00:00
Person search,2020-03-06T02:58:13+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-03-06 02:58:13+00:00
Person search,2020-03-06T03:08:36+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-03-06 03:08:36+00:00
Person search,2020-03-06T03:19:40+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,A no further action disposal,False,False,2020-03-06 03:19:40+00:00
Person search,2020-03-06T03:44:14+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-03-06 03:44:14+00:00
Person search,2020-03-06T07:03:39+00:00,51.516371,-0.088614,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False,2020-03-06 07:03:39+00:00
Person search,2020-03-06T08:12:32+00:00,51.517032,-0.089451,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-03-06 08:12:32+00:00
Person search,2020-03-06T08:21:30+00:00,51.513447,-0.093493,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-03-06 08:21:30+00:00
