Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2023-08-01T16:49:46+00:00,51.513736,-0.095224,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-08-01 16:49:46+00:00
Person search,2023-08-02T01:18:13+00:00,51.517296,-0.081902,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-08-02 01:18:13+00:00
Person search,2023-08-02T03:51:06+00:00,51.517296,-0.081902,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2023-08-02 03:51:06+00:00
Person search,2023-08-02T03:52:17+00:00,51.5187,-0.101359,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-08-02 03:52:17+00:00
Person search,2023-08-02T14:32:48+00:00,51.517296,-0.081902,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-08-02 14:32:48+00:00
Person search,2023-08-03T05:47:52+00:00,51.517239,-0.106076,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest,True,False,2023-08-03 05:47:52+00:00
Person and Vehicle search,2023-08-03T10:01:17+00:00,51.517461,-0.089808,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-08-03 10:01:17+00:00
Person search,2023-08-03T11:33:40+00:00,51.509797,-0.0836,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-08-03 11:33:40+00:00
Person search,2023-08-03T12:57:15+00:00,51.517296,-0.081902,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-08-03 12:57:15+00:00
Person search,2023-08-03T13:11:00+00:00,51.513631,-0.086019,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-08-03 13:11:00+00:00
Person search,2023-08-03T15:44:18+00:00,51.515387,-0.097245,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-08-03 15:44:18+00:00
Person search,2023-08-03T16:55:29+00:00,51.513736,-0.095224,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-08-03 16:55:29+00:00
Person search,2023-08-03T19:24:07+00:00,51.518692,-0.081512,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-08-03 19:24:07+00:00
Person search,2023-08-03T19:31:36+00:00,51.518692,-0.081512,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-08-03 19:31:36+00:00
Person and Vehicle search,2023-08-03T20:01:52+00:00,51.519045,-0.097078,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,True,2023-08-03 20:01:52+00:00
Person and Vehicle search,2023-08-03T22:50:37+00:00,51.510725,-0.084844,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-08-03 22:50:37+00:00
Person and Vehicle search,2023-08-03T22:57:02+00:00,51.510725,-0.084844,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-08-03 22:57:02+00:00
Person search,2023-08-03T23:33:15+00:00,51.516869,-0.081113,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-08-03 23:33:15+00:00
Person and Vehicle search,2023-08-04T03:06:23+00:00,51.513736,-0.095224,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-08-04 03:06:23+00:00
Person search,2023-08-04T03:27:14+00:00,51.513736,-0.095224,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-08-04 03:27:14+00:00
Person search,2023-08-04T03:58:53+00:00,51.513736,-0.095224,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-08-04 03:58:53+00:00
Person and Vehicle search,2023-08-04T20:25:24+00:00,51.513736,-0.095224,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-08-04 20:25:24+00:00
Person search,2023-08-04T20:42:05+00:00,51.518692,-0.081512,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-08-04 20:42:05+00:00
Person search,2023-08-05T05:09:37+00:00,51.516869,-0.081113,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2023-08-05 05:09:37+00:00
Person and Vehicle search,2023-08-05T05:15:14+00:00,51.516869,-0.081113,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-08-05 05:15:14+00:00
