Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2020-12-01T04:44:42+00:00,51.512387,-0.082512,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-12-01 04:44:42+00:00
Person search,2020-12-01T07:56:50+00:00,51.51144,-0.083993,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-12-01 07:56:50+00:00
Person and Vehicle search,2020-12-01T08:48:39+00:00,51.522276,-0.054506,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-12-01 08:48:39+00:00
Person search,2020-12-01T09:07:25+00:00,51.514203,-0.094628,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-12-01 09:07:25+00:00
Person search,2020-12-02T01:06:59+00:00,51.534382,-0.057321,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-12-02 01:06:59+00:00
Person search,2020-12-02T01:58:35+00:00,51.51121,-0.094206,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-12-02 01:58:35+00:00
Person search,2020-12-02T06:10:18+00:00,51.517149,-0.08776,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-12-02 06:10:18+00:00
Person search,2020-12-02T08:55:23+00:00,51.52051,-0.08158,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-12-02 08:55:23+00:00
Person search,2020-12-02T10:19:57+00:00,51.512598,-0.084967,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-12-02 10:19:57+00:00
Person search,2020-12-02T11:13:07+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-12-02 11:13:07+00:00
Person search,2020-12-03T01:40:44+00:00,51.518189,-0.082628,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-12-03 01:40:44+00:00
Person search,2020-12-03T02:55:56+00:00,51.522233,-0.107382,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-12-03 02:55:56+00:00
Person search,2020-12-03T10:00:17+00:00,51.510414,-0.073515,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-12-03 10:00:17+00:00
