Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2023-03-01T05:30:28+00:00,51.515383,-0.078783,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-03-01 05:30:28+00:00
Person search,2023-03-01T06:51:19+00:00,51.515383,-0.078783,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-01 06:51:19+00:00
Person and Vehicle search,2023-03-01T18:04:38+00:00,51.513647,-0.07433,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-01 18:04:38+00:00
Person search,2023-03-02T00:04:44+00:00,51.516869,-0.081113,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-02 00:04:44+00:00
Person search,2023-03-02T02:56:10+00:00,51.516869,-0.081113,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-03-02 02:56:10+00:00
Person and Vehicle search,2023-03-02T04:49:22+00:00,51.516869,-0.081113,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-02 04:49:22+00:00
Person search,2023-03-03T00:23:30+00:00,51.517326,-0.079883,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-03 00:23:30+00:00
Person search,2023-03-03T15:07:17+00:00,51.519026,-0.099803,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-03-03 15:07:17+00:00
Person search,2023-03-03T19:38:39+00:00,51.508588,-0.074039,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-03 19:38:39+00:00
Person and Vehicle search,2023-03-04T01:28:52+00:00,51.514267,-0.079838,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-04 01:28:52+00:00
Person search,2023-03-04T01:45:44+00:00,51.513313,-0.107997,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-04 01:45:44+00:00
Person search,2023-03-04T02:07:00+00:00,51.513313,-0.107997,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-04 02:07:00+00:00
Person search,2023-03-04T02:40:52+00:00,51.514267,-0.079838,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-04 02:40:52+00:00
Person search,2023-03-04T04:54:27+00:00,51.513079,-0.09407,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-04 04:54:27+00:00
Person search,2023-03-04T14:05:53+00:00,51.509965,-0.078477,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-04 14:05:53+00:00
Person search,2023-03-04T14:39:55+00:00,51.51636,-0.082993,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False,2023-03-04 14:39:55+00:00
Person search,2023-03-04T16:58:19+00:00,51.51636,-0.082993,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-04 16:58:19+00:00
Person and Vehicle search,2023-03-04T19:13:52+00:00,51.514202,-0.10845,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-03-04 19:13:52+00:00
Person search,2023-03-05T02:11:47+00:00,51.51477,-0.101292,Male,10-17,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False,2023-03-05 02:11:47+00:00
Person and Vehicle search,2023-03-05T05:08:33+00:00,51.515511,-0.096718,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-03-05 05:08:33+00:00
Person search,2023-03-05T20:20:10+00:00,51.517296,-0.081902,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-03-05 20:20:10+00:00
Person and Vehicle search,2023-03-06T06:06:19+00:00,51.508588,-0.074039,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-06 06:06:19+00:00
Person search,2023-03-06T15:51:58+00:00,51.517296,-0.081902,Male,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-06 15:51:58+00:00
Person search,2023-03-06T18:50:58+00:00,51.510725,-0.084844,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-03-06 18:50:58+00:00
Person and Vehicle search,2023-03-06T19:17:51+00:00,51.513911,-0.102726,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-03-06 19:17:51+00:00
Person search,2023-03-07T05:49:45+00:00,51.514924,-0.074925,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-07 05:49:45+00:00
Person and Vehicle search,2023-03-07T05:52:19+00:00,51.514924,-0.074925,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-07 05:52:19+00:00
Person search,2023-03-07T09:50:04+00:00,51.512624,-0.087157,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-03-07 09:50:04+00:00
Person search,2023-03-07T13:36:12+00:00,51.513736,-0.095224,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-03-07 13:36:12+00:00
Person and Vehicle search,2023-03-07T19:46:54+00:00,51.515355,-0.096367,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-03-07 19:46:54+00:00
Person search,2023-03-08T04:03:25+00:00,51.546381,-0.082669,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,False,False,2023-03-08 04:03:25+00:00
Person and Vehicle search,2023-03-08T07:58:24+00:00,51.516869,-0.081113,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-03-08 07:58:24+00:00
Person search,2023-03-08T11:18:37+00:00,51.51119,-0.085228,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-03-08 11:18:37+00:00
Person and Vehicle search,2023-03-08T22:05:04+00:00,51.516869,-0.081113,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2023-03-08 22:05:04+00:00
Person search,2023-03-08T22:23:58+00:00,51.513209,-0.0949,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-03-08 22:23:58+00:00
Person search,2023-03-09T07:09:15+00:00,51.511896,-0.09154,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-03-09 07:09:15+00:00
Person search,2023-03-09T14:19:31+00:00,51.510725,-0.084844,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-09 14:19:31+00:00
Person search,2023-03-09T15:01:35+00:00,51.511196,-0.079521,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,False,2023-03-09 15:01:35+00:00
Person and Vehicle search,2023-03-09T16:09:18+00:00,51.565606,-0.102508,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-03-09 16:09:18+00:00
Person search,2023-03-09T17:24:41+00:00,51.513736,-0.095224,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-09 17:24:41+00:00
Person search,2023-03-09T17:53:54+00:00,51.517461,-0.089808,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-09 17:53:54+00:00
Person and Vehicle search,2023-03-09T18:56:12+00:00,51.517461,-0.089808,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-09 18:56:12+00:00
Person and Vehicle search,2023-03-09T20:05:28+00:00,51.517461,-0.089808,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-03-09 20:05:28+00:00
Person search,2023-03-10T14:08:23+00:00,51.511196,-0.079521,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-03-10 14:08:23+00:00
Person search,2023-03-10T14:32:12+00:00,51.517785,-0.079907,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-03-10 14:32:12+00:00
Person search,2023-03-10T18:07:04+00:00,51.516869,-0.081113,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-10 18:07:04+00:00
Person search,2023-03-10T18:33:24+00:00,51.516869,-0.081113,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-03-10 18:33:24+00:00
Person search,2023-03-10T21:40:45+00:00,51.516869,-0.081113,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,False,2023-03-10 21:40:45+00:00
Person search,2023-03-11T00:09:05+00:00,51.547956,-0.092093,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-11 00:09:05+00:00
Person search,2023-03-11T01:22:44+00:00,51.513079,-0.09407,Male,18-24,Criminal Justice Act 1988 (section 139B),Article for use in theft,A no further action disposal,False,False,2023-03-11 01:22:44+00:00
Person search,2023-03-11T05:56:23+00:00,51.510761,-0.101963,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,True,False,2023-03-11 05:56:23+00:00
Person search,2023-03-11T06:27:30+00:00,51.517296,-0.081902,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-11 06:27:30+00:00
Person search,2023-03-11T10:11:24+00:00,51.513079,-0.09407,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-11 10:11:24+00:00
Person search,2023-03-11T14:49:53+00:00,51.513515,-0.101589,Male,over 34,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False,2023-03-11 14:49:53+00:00
Person search,2023-03-11T18:01:45+00:00,51.513515,-0.101589,Male,over 34,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False,2023-03-11 18:01:45+00:00
Person search,2023-03-11T18:03:55+00:00,51.513712,-0.104276,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,True,2023-03-11 18:03:55+00:00
Person search,2023-03-11T23:17:26+00:00,51.513712,-0.104276,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,True,2023-03-11 23:17:26+00:00
Person search,2023-03-12T11:36:35+00:00,51.514924,-0.074925,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-12 11:36:35+00:00
Person and Vehicle search,2023-03-12T11:37:55+00:00,51.514924,-0.074925,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-12 11:37:55+00:00
Person search,2023-03-13T16:29:48+00:00,51.517296,-0.081902,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-13 16:29:48+00:00
Person search,2023-03-13T17:54:07+00:00,51.514202,-0.10845,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2023-03-13 17:54:07+00:00
Person search,2023-03-14T17:20:42+00:00,51.517274,-0.1155,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-03-14 17:20:42+00:00
Person and Vehicle search,2023-03-15T00:03:49+00:00,51.523037,-0.089863,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-15 00:03:49+00:00
Person search,2023-03-15T06:23:19+00:00,51.517785,-0.079907,Female,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-03-15 06:23:19+00:00
Person search,2023-03-15T14:17:57+00:00,51.51119,-0.085228,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-03-15 14:17:57+00:00
Person search,2023-03-15T15:23:46+00:00,51.515387,-0.097245,Male,over 34,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False,2023-03-15 15:23:46+00:00
Person search,2023-03-15T15:43:34+00:00,51.5131,-0.072542,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-03-15 15:43:34+00:00
Person search,2023-03-15T17:04:02+00:00,51.517007,-0.086815,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-03-15 17:04:02+00:00
Person search,2023-03-15T18:37:51+00:00,51.517846,-0.109164,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-15 18:37:51+00:00
Person and Vehicle search,2023-03-15T22:59:24+00:00,51.517239,-0.106076,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-15 22:59:24+00:00
Person and Vehicle search,2023-03-15T23:16:12+00:00,51.517239,-0.106076,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-15 23:16:12+00:00
Person search,2023-03-16T01:00:10+00:00,51.520855,-0.100578,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-03-16 01:00:10+00:00
Person search,2023-03-16T01:00:10+00:00,51.520855,-0.100578,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-03-16 01:00:10+00:00
Person and Vehicle search,2023-03-16T01:01:03+00:00,51.520855,-0.100578,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-16 01:01:03+00:00
Person search,2023-03-16T01:06:07+00:00,51.520855,-0.100578,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-16 01:06:07+00:00
Person search,2023-03-16T10:10:40+00:00,51.513736,-0.095224,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-03-16 10:10:40+00:00
Person search,2023-03-16T15:09:08+00:00,51.517239,-0.106076,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-03-16 15:09:08+00:00
Person search,2023-03-16T17:32:42+00:00,51.516869,-0.081113,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-16 17:32:42+00:00
Person search,2023-03-16T18:52:37+00:00,51.516869,-0.081113,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-03-16 18:52:37+00:00
Person search,2023-03-16T19:36:37+00:00,51.518692,-0.081512,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-03-16 19:36:37+00:00
Person search,2023-03-16T21:57:55+00:00,51.517102,-0.088785,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-16 21:57:55+00:00
Person search,2023-03-16T23:43:43+00:00,51.517296,-0.081902,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-03-16 23:43:43+00:00
Person search,2023-03-17T06:17:19+00:00,51.516869,-0.081113,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-17 06:17:19+00:00
Person search,2023-03-17T10:44:53+00:00,51.516869,-0.081113,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-17 10:44:53+00:00
Person search,2023-03-17T14:49:56+00:00,51.516869,-0.081113,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2023-03-17 14:49:56+00:00
Person search,2023-03-17T17:22:45+00:00,51.510761,-0.101963,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-03-17 17:22:45+00:00
Person and Vehicle search,2023-03-17T18:54:24+00:00,51.511965,-0.075453,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-17 18:54:24+00:00
Person search,2023-03-17T19:27:44+00:00,51.511965,-0.075453,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-03-17 19:27:44+00:00
