Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person and Vehicle search,2024-04-01T17:56:36+00:00,51.513813,-0.073531,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,False,2024-04-01 17:56:36+00:00
Person search,2024-04-01T19:48:59+00:00,51.513736,-0.095224,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2024-04-01 19:48:59+00:00
Person search,2024-04-02T03:52:01+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Penalty Notice for Disorder,True,False,2024-04-02 03:52:01+00:00
Person search,2024-04-02T05:25:45+00:00,51.511896,-0.09154,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,False,2024-04-02 05:25:45+00:00
Person search,2024-04-02T17:56:43+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2024-04-02 17:56:43+00:00
Person search,2024-04-02T20:35:09+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2024-04-02 20:35:09+00:00
Person search,2024-04-02T20:52:37+00:00,51.517786,-0.107682,Male,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2024-04-02 20:52:37+00:00
Person and Vehicle search,2024-04-03T01:47:26+00:00,51.517846,-0.109164,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-04-03 01:47:26+00:00
Person and Vehicle search,2024-04-03T01:51:51+00:00,51.518281,-0.111596,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-04-03 01:51:51+00:00
Person and Vehicle search,2024-04-03T01:55:56+00:00,51.518281,-0.111596,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-04-03 01:55:56+00:00
Person and Vehicle search,2024-04-03T02:05:19+00:00,51.517846,-0.109164,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-04-03 02:05:19+00:00
Person search,2024-04-03T13:16:07+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-04-03 13:16:07+00:00
Person search,2024-04-03T19:25:19+00:00,51.516869,-0.081113,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2024-04-03 19:25:19+00:00
Person search,2024-04-03T21:12:29+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2024-04-03 21:12:29+00:00
Person and Vehicle search,2024-04-03T21:24:18+00:00,51.517461,-0.089808,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,False,2024-04-03 21:24:18+00:00
Person search,2024-04-03T21:49:41+00:00,51.516869,-0.081113,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2024-04-03 21:49:41+00:00
Person search,2024-04-04T03:03:39+00:00,51.509577,-0.063679,Male,,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False,2024-04-04 03:03:39+00:00
Person and Vehicle search,2024-04-04T03:08:24+00:00,51.509785,-0.068095,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False,2024-04-04 03:08:24+00:00
Person search,2024-04-04T13:58:09+00:00,51.517007,-0.086815,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2024-04-04 13:58:09+00:00
