Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2020-08-01T00:00:55+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-01 00:00:55+00:00
Person search,2020-08-01T07:43:58+00:00,51.515728,-0.078393,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-01 07:43:58+00:00
Person search,2020-08-01T07:55:20+00:00,51.515728,-0.078393,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-01 07:55:20+00:00
Person and Vehicle search,2020-08-02T05:00:39+00:00,51.508181,-0.019397,Male,25-34,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False,2020-08-02 05:00:39+00:00
Person and Vehicle search,2020-08-02T05:01:30+00:00,51.508181,-0.019397,Male,18-24,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False,2020-08-02 05:01:30+00:00
Person search,2020-08-02T05:28:44+00:00,51.51768,-0.078484,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-02 05:28:44+00:00
Person search,2020-08-02T05:46:22+00:00,51.51768,-0.078484,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-02 05:46:22+00:00
Person search,2020-08-02T07:36:53+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-02 07:36:53+00:00
Person and Vehicle search,2020-08-03T00:33:13+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-08-03 00:33:13+00:00
Person search,2020-08-03T02:00:07+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-08-03 02:00:07+00:00
Person search,2020-08-03T03:41:58+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-08-03 03:41:58+00:00
Person search,2020-08-03T04:03:46+00:00,51.521038,-0.078718,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-08-03 04:03:46+00:00
Person search,2020-08-03T04:39:02+00:00,51.514203,-0.094628,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-08-03 04:39:02+00:00
Person search,2020-08-03T07:23:14+00:00,51.518189,-0.082628,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-08-03 07:23:14+00:00
Person search,2020-08-03T07:23:16+00:00,51.517431,-0.082458,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-08-03 07:23:16+00:00
Person search,2020-08-03T09:55:34+00:00,51.511133,-0.096659,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-03 09:55:34+00:00
Person search,2020-08-04T00:11:46+00:00,51.509532,-0.088843,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-04 00:11:46+00:00
Person and Vehicle search,2020-08-04T00:23:08+00:00,51.509532,-0.088843,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-08-04 00:23:08+00:00
Person search,2020-08-04T00:29:22+00:00,51.509532,-0.088843,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-08-04 00:29:22+00:00
Person search,2020-08-04T03:15:46+00:00,51.512934,-0.108459,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-08-04 03:15:46+00:00
Person search,2020-08-04T04:55:56+00:00,51.517678,-0.107672,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-08-04 04:55:56+00:00
Person search,2020-08-04T04:57:29+00:00,51.517678,-0.107672,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-08-04 04:57:29+00:00
Person search,2020-08-04T04:58:03+00:00,51.510651,-0.080322,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-04 04:58:03+00:00
Person search,2020-08-04T06:54:48+00:00,,,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-04 06:54:48+00:00
Person search,2020-08-04T07:11:51+00:00,51.517058,-0.083296,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-08-04 07:11:51+00:00
Person search,2020-08-04T08:44:55+00:00,51.508066,-0.08778,Male,under 10,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-04 08:44:55+00:00
Person and Vehicle search,2020-08-05T06:16:28+00:00,51.518864,-0.097562,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-08-05 06:16:28+00:00
Person search,2020-08-05T06:28:54+00:00,51.518864,-0.097562,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-08-05 06:28:54+00:00
Person search,2020-08-05T07:51:19+00:00,51.511223,-0.089435,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-08-05 07:51:19+00:00
Person search,2020-08-06T03:32:26+00:00,51.514151,-0.074958,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-08-06 03:32:26+00:00
Person search,2020-08-06T03:38:28+00:00,51.515606,-0.094094,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2020-08-06 03:38:28+00:00
