Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2018-02-01T16:30:00+00:00,51.512598,-0.084967,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2018-02-01 16:30:00+00:00
Person search,2018-02-01T22:17:00+00:00,51.518864,-0.097562,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False,2018-02-01 22:17:00+00:00
Person and Vehicle search,2018-02-01T23:00:00+00:00,51.516078,-0.08498,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Nothing found - no further action,False,False,2018-02-01 23:00:00+00:00
Person search,2018-02-02T00:00:00+00:00,51.517032,-0.089451,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2018-02-02 00:00:00+00:00
Person and Vehicle search,2018-02-02T00:06:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2018-02-02 00:06:00+00:00
Person search,2018-02-02T00:28:00+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2018-02-02 00:28:00+00:00
Person and Vehicle search,2018-02-02T00:32:00+00:00,51.513606,-0.083959,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2018-02-02 00:32:00+00:00
Person and Vehicle search,2018-02-02T03:13:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2018-02-02 03:13:00+00:00
Person search,2018-02-02T04:30:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2018-02-02 04:30:00+00:00
Person search,2018-02-02T12:36:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2018-02-02 12:36:00+00:00
Person search,2018-02-06T13:00:00+00:00,51.516032,-0.104281,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,,2018-02-06 13:00:00+00:00
Person search,2018-02-06T14:30:00+00:00,51.522965,-0.098717,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2018-02-06 14:30:00+00:00
Person search,2018-02-06T20:41:00+00:00,51.52029,-0.078591,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2018-02-06 20:41:00+00:00
Person search,2018-02-06T20:50:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2018-02-06 20:50:00+00:00
Person search,2018-02-06T20:53:00+00:00,51.520985,-0.078749,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False,2018-02-06 20:53:00+00:00
Person search,2018-02-07T08:50:00+00:00,51.518433,-0.078856,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Suspect arrested,True,False,2018-02-07 08:50:00+00:00
Person and Vehicle search,2018-02-07T14:10:00+00:00,51.508066,-0.08778,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False,2018-02-07 14:10:00+00:00
Person search,2018-02-08T14:35:00+00:00,51.513606,-0.083959,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Suspect arrested,False,False,2018-02-08 14:35:00+00:00
Person search,2018-02-08T14:58:00+00:00,51.506255,-0.074901,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2018-02-08 14:58:00+00:00
Person search,2018-02-08T14:58:00+00:00,51.506255,-0.074901,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2018-02-08 14:58:00+00:00
Person search,2018-02-08T15:00:00+00:00,51.506255,-0.074901,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2018-02-08 15:00:00+00:00
Person search,2018-02-08T15:00:00+00:00,51.506255,-0.074901,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,True,False,2018-02-08 15:00:00+00:00
Person search,2018-02-08T17:53:00+00:00,51.511625,-0.081549,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2018-02-08 17:53:00+00:00
Person search,2018-02-08T18:02:00+00:00,51.511625,-0.081549,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2018-02-08 18:02:00+00:00
