Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2023-10-02T00:01:18+00:00,51.513286,-0.100201,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-10-02 00:01:18+00:00
Person search,2023-10-02T00:20:14+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-10-02 00:20:14+00:00
Person search,2023-10-02T00:23:41+00:00,,,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-10-02 00:23:41+00:00
Person search,2023-10-02T00:26:57+00:00,,,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-10-02 00:26:57+00:00
Person search,2023-10-02T01:52:26+00:00,51.517885,-0.075636,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-10-02 01:52:26+00:00
Person search,2023-10-02T04:15:33+00:00,51.513882,-0.095924,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-10-02 04:15:33+00:00
Person search,2023-10-02T04:50:37+00:00,51.51477,-0.101292,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-10-02 04:50:37+00:00
Person search,2023-10-02T05:07:57+00:00,51.513286,-0.100201,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-10-02 05:07:57+00:00
Person search,2023-10-02T05:12:04+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-10-02 05:12:04+00:00
Person search,2023-10-02T05:15:40+00:00,51.518352,-0.074449,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-10-02 05:15:40+00:00
Person search,2023-10-02T12:45:13+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-10-02 12:45:13+00:00
Person search,2023-10-03T21:41:57+00:00,51.520455,-0.078757,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-10-03 21:41:57+00:00
Person search,2023-10-04T06:19:50+00:00,51.514912,-0.07912,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-10-04 06:19:50+00:00
Person and Vehicle search,2023-10-04T14:37:12+00:00,51.512549,-0.095764,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2023-10-04 14:37:12+00:00
Person and Vehicle search,2023-10-04T20:01:06+00:00,51.517193,-0.110474,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-10-04 20:01:06+00:00
Person search,2023-10-04T20:23:34+00:00,51.508588,-0.074039,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-10-04 20:23:34+00:00
Person search,2023-10-04T20:29:19+00:00,51.518948,-0.090553,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-10-04 20:29:19+00:00
Person search,2023-10-04T20:38:56+00:00,51.517326,-0.079883,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-10-04 20:38:56+00:00
Person search,2023-10-05T04:11:49+00:00,51.514202,-0.10845,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-10-05 04:11:49+00:00
