Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2016-11-01T00:10:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False,2016-11-01 00:10:00+00:00
Person search,2016-11-02T14:46:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False,2016-11-02 14:46:00+00:00
Person search,2016-11-02T15:01:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2016-11-02 15:01:00+00:00
Person search,2016-11-03T16:00:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False,2016-11-03 16:00:00+00:00
Person search,2016-11-03T16:31:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,False,2016-11-03 16:31:00+00:00
Person search,2016-11-03T17:20:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False,2016-11-03 17:20:00+00:00
Person and Vehicle search,2016-11-04T11:28:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2016-11-04 11:28:00+00:00
Person and Vehicle search,2016-11-04T11:37:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2016-11-04 11:37:00+00:00
Person search,2016-11-04T20:14:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False,2016-11-04 20:14:00+00:00
Person search,2016-11-04T20:25:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False,2016-11-04 20:25:00+00:00
Person search,2016-11-05T01:50:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False,2016-11-05 01:50:00+00:00
Person search,2016-11-05T18:31:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,2016-11-05 18:31:00+00:00
Person search,2016-11-05T22:40:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False,2016-11-05 22:40:00+00:00
