Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2024-05-01T09:54:00+00:00,51.510559,-0.095054,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-05-01 09:54:00+00:00
Person search,2024-05-01T10:59:47+00:00,51.510761,-0.101963,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,False,2024-05-01 10:59:47+00:00
Person and Vehicle search,2024-05-01T12:10:42+00:00,51.511884,-0.108027,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-05-01 12:10:42+00:00
Person and Vehicle search,2024-05-01T13:00:25+00:00,51.511037,-0.074253,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,False,2024-05-01 13:00:25+00:00
Person and Vehicle search,2024-05-01T17:48:21+00:00,51.515511,-0.096718,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2024-05-01 17:48:21+00:00
Person and Vehicle search,2024-05-02T00:42:45+00:00,51.513712,-0.104276,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-05-02 00:42:45+00:00
Person search,2024-05-02T01:03:25+00:00,51.510665,-0.087772,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2024-05-02 01:03:25+00:00
Person and Vehicle search,2024-05-02T01:38:54+00:00,51.517239,-0.106076,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-05-02 01:38:54+00:00
Person search,2024-05-02T03:24:30+00:00,51.511896,-0.09154,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-05-02 03:24:30+00:00
Person and Vehicle search,2024-05-02T10:00:18+00:00,51.517239,-0.106076,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,True,2024-05-02 10:00:18+00:00
Person search,2024-05-02T15:29:30+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-05-02 15:29:30+00:00
Person search,2024-05-02T17:39:34+00:00,51.508588,-0.074039,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,True,2024-05-02 17:39:34+00:00
Person search,2024-05-02T18:31:03+00:00,51.521127,-0.086858,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2024-05-02 18:31:03+00:00
Person and Vehicle search,2024-05-02T18:55:05+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2024-05-02 18:55:05+00:00
Person search,2024-05-02T20:50:33+00:00,51.511557,-0.093339,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2024-05-02 20:50:33+00:00
Person and Vehicle search,2024-05-02T21:25:03+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2024-05-02 21:25:03+00:00
Person and Vehicle search,2024-05-02T22:28:43+00:00,51.516869,-0.081113,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,False,2024-05-02 22:28:43+00:00
Person and Vehicle search,2024-05-02T22:44:47+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2024-05-02 22:44:47+00:00
Person search,2024-05-03T01:30:05+00:00,51.51007,-0.081643,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2024-05-03 01:30:05+00:00
Person search,2024-05-03T07:50:32+00:00,51.513736,-0.095224,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2024-05-03 07:50:32+00:00
Person search,2024-05-03T16:01:02+00:00,51.512624,-0.087157,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2024-05-03 16:01:02+00:00
Person search,2024-05-03T16:41:11+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2024-05-03 16:41:11+00:00
Person search,2024-05-03T16:46:21+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2024-05-03 16:46:21+00:00
Person search,2024-05-03T19:04:44+00:00,51.512549,-0.095764,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-05-03 19:04:44+00:00
Person search,2024-05-03T19:13:25+00:00,51.512549,-0.095764,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-05-03 19:13:25+00:00
Person search,2024-05-03T19:30:53+00:00,51.512066,-0.074483,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-05-03 19:30:53+00:00
Person search,2024-05-03T19:47:27+00:00,51.521127,-0.086858,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2024-05-03 19:47:27+00:00
Person search,2024-05-03T19:49:58+00:00,51.521127,-0.086858,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2024-05-03 19:49:58+00:00
Person search,2024-05-03T23:32:09+00:00,51.509872,-0.092633,Male,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2024-05-03 23:32:09+00:00
Person and Vehicle search,2024-05-03T23:48:37+00:00,51.503287,-0.095242,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2024-05-03 23:48:37+00:00
