Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2021-09-01T00:09:18+00:00,51.518262,-0.088203,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2021-09-01 00:09:18+00:00
Person and Vehicle search,2021-09-01T01:42:47+00:00,51.514151,-0.074958,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2021-09-01 01:42:47+00:00
Person search,2021-09-01T02:39:42+00:00,51.514158,-0.100179,,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2021-09-01 02:39:42+00:00
Person search,2021-09-01T03:03:54+00:00,51.52331,-0.098342,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-09-01 03:03:54+00:00
Person search,2021-09-01T03:13:09+00:00,,,Female,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2021-09-01 03:13:09+00:00
Person search,2021-09-01T03:16:29+00:00,,,Female,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2021-09-01 03:16:29+00:00
Person search,2021-09-01T03:25:42+00:00,51.509344,-0.080665,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-09-01 03:25:42+00:00
Person search,2021-09-01T03:48:36+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2021-09-01 03:48:36+00:00
Person search,2021-09-01T04:17:54+00:00,51.514158,-0.100179,Male,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2021-09-01 04:17:54+00:00
Person search,2021-09-01T05:47:10+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2021-09-01 05:47:10+00:00
Person and Vehicle search,2021-09-01T07:04:34+00:00,51.527507,-0.077825,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-09-01 07:04:34+00:00
Person search,2021-09-01T07:07:36+00:00,51.514203,-0.094628,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2021-09-01 07:07:36+00:00
Person and Vehicle search,2021-09-01T07:50:34+00:00,51.516767,-0.098572,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2021-09-01 07:50:34+00:00
Person and Vehicle search,2021-09-01T08:02:00+00:00,51.52331,-0.098342,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2021-09-01 08:02:00+00:00
Person search,2021-09-01T09:59:57+00:00,51.521299,-0.046562,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2021-09-01 09:59:57+00:00
Person search,2021-09-01T10:10:03+00:00,51.521299,-0.046562,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2021-09-01 10:10:03+00:00
Person search,2021-09-01T11:49:39+00:00,51.514151,-0.074958,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,False,2021-09-01 11:49:39+00:00
Person search,2021-09-02T00:00:46+00:00,51.509344,-0.080665,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Arrest,True,False,2021-09-02 00:00:46+00:00
Person search,2021-09-02T00:06:47+00:00,51.508587,-0.078924,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2021-09-02 00:06:47+00:00
Person search,2021-09-02T00:31:18+00:00,51.508587,-0.078924,Male,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2021-09-02 00:31:18+00:00
Person search,2021-09-02T01:28:07+00:00,51.517058,-0.083296,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-09-02 01:28:07+00:00
Person search,2021-09-02T02:11:44+00:00,51.517032,-0.089451,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2021-09-02 02:11:44+00:00
Person and Vehicle search,2021-09-02T02:39:26+00:00,51.514457,-0.073849,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2021-09-02 02:39:26+00:00
