Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2024-12-01T14:17:31+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Community resolution,True,False,2024-12-01 14:17:31+00:00
Person search,2024-12-02T08:25:33+00:00,51.515178,-0.076716,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-12-02 08:25:33+00:00
Person search,2024-12-02T08:32:11+00:00,51.514924,-0.074925,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-12-02 08:32:11+00:00
Person search,2024-12-03T17:21:25+00:00,51.511965,-0.075453,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,False,2024-12-03 17:21:25+00:00
Person search,2024-12-05T08:59:57+00:00,51.517656,-0.077563,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2024-12-05 08:59:57+00:00
Person search,2024-12-05T13:46:28+00:00,51.517656,-0.077563,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2024-12-05 13:46:28+00:00
Person and Vehicle search,2024-12-05T15:06:27+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2024-12-05 15:06:27+00:00
Person search,2024-12-05T18:15:50+00:00,51.519045,-0.097078,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2024-12-05 18:15:50+00:00
Person search,2024-12-05T20:40:02+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2024-12-05 20:40:02+00:00
Person and Vehicle search,2024-12-05T21:45:59+00:00,51.509797,-0.0836,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-12-05 21:45:59+00:00
Person search,2024-12-06T03:49:21+00:00,51.512105,-0.085089,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2024-12-06 03:49:21+00:00
