Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2025-02-01T04:35:33+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2025-02-01 04:35:33+00:00
Person search,2025-02-01T14:24:45+00:00,51.514267,-0.079838,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2025-02-01 14:24:45+00:00
Person search,2025-02-01T21:28:25+00:00,51.511406,-0.075866,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,2025-02-01 21:28:25+00:00
Person search,2025-02-01T21:35:37+00:00,51.511965,-0.075453,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,2025-02-01 21:35:37+00:00
Person and Vehicle search,2025-02-02T01:02:10+00:00,51.509797,-0.0836,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2025-02-02 01:02:10+00:00
Person and Vehicle search,2025-02-02T03:52:21+00:00,51.511965,-0.075453,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,False,2025-02-02 03:52:21+00:00
Person and Vehicle search,2025-02-02T04:07:47+00:00,51.522426,-0.096984,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,2025-02-02 04:07:47+00:00
Person search,2025-02-02T04:32:07+00:00,51.522426,-0.096984,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,2025-02-02 04:32:07+00:00
Person search,2025-02-02T16:49:15+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2025-02-02 16:49:15+00:00
Person search,2025-02-02T16:57:32+00:00,51.513736,-0.095224,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2025-02-02 16:57:32+00:00
Person search,2025-02-02T17:29:54+00:00,51.512105,-0.085089,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2025-02-02 17:29:54+00:00
Person search,2025-02-02T20:39:35+00:00,51.51844,-0.078755,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2025-02-02 20:39:35+00:00
Person search,2025-02-03T13:16:30+00:00,51.512636,-0.100588,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2025-02-03 13:16:30+00:00
Person search,2025-02-03T14:09:12+00:00,51.513736,-0.095224,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2025-02-03 14:09:12+00:00
Person and Vehicle search,2025-02-03T18:56:04+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2025-02-03 18:56:04+00:00
Person search,2025-02-04T13:45:58+00:00,51.513736,-0.095224,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2025-02-04 13:45:58+00:00
Person and Vehicle search,2025-02-05T04:24:57+00:00,51.516869,-0.081113,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2025-02-05 04:24:57+00:00
Person and Vehicle search,2025-02-05T13:27:34+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2025-02-05 13:27:34+00:00
Person search,2025-02-05T16:09:55+00:00,51.511263,-0.073177,Male,18-24,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False,2025-02-05 16:09:55+00:00
Person search,2025-02-05T17:33:00+00:00,51.511263,-0.073177,Male,18-24,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False,2025-02-05 17:33:00+00:00
Person search,2025-02-06T00:09:40+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,2025-02-06 00:09:40+00:00
Person and Vehicle search,2025-02-06T01:57:40+00:00,51.513874,-0.096501,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2025-02-06 01:57:40+00:00
Person search,2025-02-06T12:47:09+00:00,51.5187,-0.101359,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2025-02-06 12:47:09+00:00
Person search,2025-02-06T19:08:03+00:00,51.514924,-0.074925,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2025-02-06 19:08:03+00:00
Person search,2025-02-07T00:23:04+00:00,51.512588,-0.08491,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2025-02-07 00:23:04+00:00
Person search,2025-02-07T00:41:08+00:00,51.511896,-0.09154,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,False,2025-02-07 00:41:08+00:00
