Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2019-03-01T07:57:17+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-03-01 07:57:17+00:00
Person search,2019-03-01T08:31:26+00:00,51.516894,-0.076067,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-03-01 08:31:26+00:00
Person search,2019-03-01T09:45:25+00:00,51.510494,-0.084983,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2019-03-01 09:45:25+00:00
Person and Vehicle search,2019-03-02T02:17:42+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2019-03-02 02:17:42+00:00
Person and Vehicle search,2019-03-02T06:15:16+00:00,51.513524,-0.090506,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2019-03-02 06:15:16+00:00
Person search,2019-03-02T06:46:53+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2019-03-02 06:46:53+00:00
Person and Vehicle search,2019-03-02T08:55:55+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2019-03-02 08:55:55+00:00
Person search,2019-03-02T12:21:28+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,True,False,2019-03-02 12:21:28+00:00
Person and Vehicle search,2019-03-03T02:12:14+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,False,False,2019-03-03 02:12:14+00:00
Person search,2019-03-03T03:21:14+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2019-03-03 03:21:14+00:00
Person search,2019-03-04T06:30:18+00:00,51.515728,-0.078393,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,True,False,2019-03-04 06:30:18+00:00
Person and Vehicle search,2019-03-05T02:55:56+00:00,51.518864,-0.097562,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2019-03-05 02:55:56+00:00
Person search,2019-03-06T03:38:02+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2019-03-06 03:38:02+00:00
Person search,2019-03-06T03:43:56+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2019-03-06 03:43:56+00:00
