Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2021-05-01T02:49:23+00:00,51.512856,-0.073254,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-05-01 02:49:23+00:00
Person search,2021-05-01T03:11:50+00:00,51.512856,-0.073254,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-05-01 03:11:50+00:00
Person search,2021-05-01T04:52:18+00:00,51.514158,-0.100179,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2021-05-01 04:52:18+00:00
Person search,2021-05-01T06:06:39+00:00,51.512462,-0.076095,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2021-05-01 06:06:39+00:00
Person search,2021-05-01T06:23:29+00:00,51.513915,-0.07318,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-05-01 06:23:29+00:00
Person search,2021-05-01T06:32:54+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-05-01 06:32:54+00:00
Person and Vehicle search,2021-05-01T06:50:24+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2021-05-01 06:50:24+00:00
Person search,2021-05-01T06:53:25+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-05-01 06:53:25+00:00
Person search,2021-05-01T07:02:28+00:00,51.513915,-0.07318,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-05-01 07:02:28+00:00
Person search,2021-05-01T07:07:42+00:00,51.513915,-0.07318,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-05-01 07:07:42+00:00
Person search,2021-05-02T00:29:25+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-05-02 00:29:25+00:00
Person and Vehicle search,2021-05-02T04:36:30+00:00,51.517032,-0.089451,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2021-05-02 04:36:30+00:00
