Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2023-06-01T23:00:00+00:00,51.515225,-0.069709,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-06-01 23:00:00+00:00
Person search,2023-06-01T23:00:00+00:00,51.517239,-0.106076,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2023-06-01 23:00:00+00:00
Person search,2023-06-01T23:00:00+00:00,51.513647,-0.07433,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2023-06-01 23:00:00+00:00
Person search,2023-06-01T23:00:00+00:00,51.517296,-0.081902,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-06-01 23:00:00+00:00
Person search,2023-06-01T23:00:00+00:00,51.513209,-0.0949,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-06-01 23:00:00+00:00
Person and Vehicle search,2023-06-01T23:00:00+00:00,51.527361,-0.078339,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-06-01 23:00:00+00:00
Person and Vehicle search,2023-06-01T23:00:00+00:00,51.510761,-0.101963,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-01 23:00:00+00:00
Person search,2023-06-01T23:00:00+00:00,51.517239,-0.106076,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-06-01 23:00:00+00:00
Person search,2023-06-01T23:00:00+00:00,51.512549,-0.095764,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2023-06-01 23:00:00+00:00
Person search,2023-06-02T23:00:00+00:00,51.514267,-0.079838,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-02 23:00:00+00:00
Person and Vehicle search,2023-06-02T23:00:00+00:00,51.516869,-0.081113,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-02 23:00:00+00:00
Person search,2023-06-02T23:00:00+00:00,51.510084,-0.073717,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2023-06-02 23:00:00+00:00
Person and Vehicle search,2023-06-03T23:00:00+00:00,51.513911,-0.102726,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-06-03 23:00:00+00:00
Person and Vehicle search,2023-06-03T23:00:00+00:00,51.513911,-0.102726,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-06-03 23:00:00+00:00
Person search,2023-06-03T23:00:00+00:00,51.513813,-0.073531,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-03 23:00:00+00:00
Person search,2023-06-03T23:00:00+00:00,51.511196,-0.079521,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2023-06-03 23:00:00+00:00
Person search,2023-06-03T23:00:00+00:00,51.517007,-0.086815,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2023-06-03 23:00:00+00:00
Person search,2023-06-04T23:00:00+00:00,51.51007,-0.081643,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-04 23:00:00+00:00
Person search,2023-06-04T23:00:00+00:00,51.51007,-0.081643,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-04 23:00:00+00:00
Person search,2023-06-04T23:00:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2023-06-04 23:00:00+00:00
Person search,2023-06-04T23:00:00+00:00,51.513874,-0.096501,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,False,2023-06-04 23:00:00+00:00
Person and Vehicle search,2023-06-04T23:00:00+00:00,51.521667,-0.095758,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-06-04 23:00:00+00:00
Person and Vehicle search,2023-06-05T23:00:00+00:00,51.511759,-0.076038,Female,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-05 23:00:00+00:00
Person and Vehicle search,2023-06-05T23:00:00+00:00,51.522137,-0.106997,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-06-05 23:00:00+00:00
Person and Vehicle search,2023-06-05T23:00:00+00:00,51.5097,-0.084844,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-06-05 23:00:00+00:00
Person search,2023-06-05T23:00:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-05 23:00:00+00:00
Person and Vehicle search,2023-06-05T23:00:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-05 23:00:00+00:00
Person and Vehicle search,2023-06-05T23:00:00+00:00,51.511759,-0.076038,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2023-06-05 23:00:00+00:00
Person search,2023-06-05T23:00:00+00:00,51.514448,-0.100888,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2023-06-05 23:00:00+00:00
Person search,2023-06-05T23:00:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2023-06-05 23:00:00+00:00
Person search,2023-06-06T23:00:00+00:00,51.511965,-0.075453,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2023-06-06 23:00:00+00:00
