Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2018-09-01T00:20:18+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-09-01 00:20:18+00:00
Person and Vehicle search,2018-09-01T02:17:09+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-09-01 02:17:09+00:00
Person search,2018-09-01T02:33:57+00:00,,,,25-34,,,,,,2018-09-01 02:33:57+00:00
Person search,2018-09-01T04:18:12+00:00,51.514203,-0.094628,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-09-01 04:18:12+00:00
Person search,2018-09-01T06:22:38+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-09-01 06:22:38+00:00
Person search,2018-09-01T14:09:17+00:00,,,,over 34,,,,,,2018-09-01 14:09:17+00:00
Person search,2018-09-01T19:36:50+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2018-09-01 19:36:50+00:00
Person search,2018-09-02T01:10:09+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-09-02 01:10:09+00:00
Person search,2018-09-02T01:37:38+00:00,,,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-09-02 01:37:38+00:00
Person search,2018-09-02T10:26:08+00:00,51.51868,-0.085173,Male,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-09-02 10:26:08+00:00
Person search,2018-09-02T14:56:40+00:00,51.508066,-0.08778,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest,True,False,2018-09-02 14:56:40+00:00
Person search,2018-09-02T20:30:58+00:00,51.513377,-0.096363,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2018-09-02 20:30:58+00:00
Person and Vehicle search,2018-09-02T22:56:54+00:00,51.511053,-0.075722,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-09-02 22:56:54+00:00
Person and Vehicle search,2018-09-02T23:10:21+00:00,51.511053,-0.075722,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-09-02 23:10:21+00:00
Person search,2018-09-03T00:26:52+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-09-03 00:26:52+00:00
Person and Vehicle search,2018-09-03T00:28:52+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2018-09-03 00:28:52+00:00
Person search,2018-09-03T02:11:51+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-09-03 02:11:51+00:00
Person and Vehicle search,2018-09-03T14:35:24+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-09-03 14:35:24+00:00
Person search,2018-09-03T15:59:18+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-09-03 15:59:18+00:00
Person search,2018-09-03T16:33:30+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2018-09-03 16:33:30+00:00
Person search,2018-09-04T15:35:30+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2018-09-04 15:35:30+00:00
Person search,2018-09-05T10:03:00+00:00,51.514204,-0.106922,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-09-05 10:03:00+00:00
Person search,2018-09-05T14:11:00+00:00,51.516767,-0.098572,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-09-05 14:11:00+00:00
Person search,2018-09-06T13:47:38+00:00,51.511625,-0.081549,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2018-09-06 13:47:38+00:00
Person and Vehicle search,2018-09-06T16:01:51+00:00,51.514457,-0.073849,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-09-06 16:01:51+00:00
Person search,2018-09-06T18:28:30+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2018-09-06 18:28:30+00:00
Person search,2018-09-07T01:17:06+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-09-07 01:17:06+00:00
Person search,2018-09-07T01:27:45+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-09-07 01:27:45+00:00
