Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2024-02-01T10:34:45+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Arrest,True,False,2024-02-01 10:34:45+00:00
Person search,2024-02-01T10:35:13+00:00,,,Male,10-17,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Arrest,True,False,2024-02-01 10:35:13+00:00
Person search,2024-02-01T20:51:04+00:00,51.511896,-0.09154,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-02-01 20:51:04+00:00
Person search,2024-02-01T21:00:59+00:00,51.511896,-0.09154,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2024-02-01 21:00:59+00:00
Person and Vehicle search,2024-02-01T21:18:29+00:00,51.517461,-0.089808,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2024-02-01 21:18:29+00:00
Person search,2024-02-01T21:41:01+00:00,51.517296,-0.081902,Male,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2024-02-01 21:41:01+00:00
Person and Vehicle search,2024-02-01T21:46:01+00:00,51.506722,-0.088586,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2024-02-01 21:46:01+00:00
Person search,2024-02-01T21:54:07+00:00,51.518692,-0.081512,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,False,2024-02-01 21:54:07+00:00
Person search,2024-02-02T02:35:42+00:00,51.517007,-0.086815,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2024-02-02 02:35:42+00:00
Person and Vehicle search,2024-02-02T03:59:06+00:00,51.517461,-0.089808,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2024-02-02 03:59:06+00:00
Person and Vehicle search,2024-02-02T06:04:52+00:00,51.517461,-0.089808,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2024-02-02 06:04:52+00:00
Person search,2024-02-02T06:11:06+00:00,51.5097,-0.084844,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2024-02-02 06:11:06+00:00
Person search,2024-02-03T02:36:51+00:00,51.513736,-0.095224,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-02-03 02:36:51+00:00
Person search,2024-02-03T03:37:09+00:00,51.517326,-0.079883,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2024-02-03 03:37:09+00:00
Person search,2024-02-03T03:40:41+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False,2024-02-03 03:40:41+00:00
Person search,2024-02-03T03:43:28+00:00,51.516869,-0.081113,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2024-02-03 03:43:28+00:00
Person and Vehicle search,2024-02-03T09:24:30+00:00,51.519905,-0.102477,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2024-02-03 09:24:30+00:00
Person and Vehicle search,2024-02-03T13:56:27+00:00,51.513647,-0.07433,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-02-03 13:56:27+00:00
Person search,2024-02-03T20:03:15+00:00,51.513647,-0.07433,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2024-02-03 20:03:15+00:00
Person search,2024-02-03T23:15:23+00:00,51.515812,-0.077511,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2024-02-03 23:15:23+00:00
