Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2022-01-01T01:14:23+00:00,51.506255,-0.074901,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 01:14:23+00:00
Person search,2022-01-01T01:20:32+00:00,51.506255,-0.074901,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 01:20:32+00:00
Person search,2022-01-01T01:28:56+00:00,51.506255,-0.074901,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 01:28:56+00:00
Person search,2022-01-01T01:48:59+00:00,51.508066,-0.08778,Male,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 01:48:59+00:00
Person search,2022-01-01T02:49:39+00:00,51.51768,-0.078484,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 02:49:39+00:00
Person search,2022-01-01T05:16:47+00:00,51.506255,-0.074901,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 05:16:47+00:00
Person search,2022-01-01T05:41:27+00:00,51.518091,-0.078308,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 05:41:27+00:00
Person search,2022-01-01T05:50:23+00:00,51.518091,-0.078308,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 05:50:23+00:00
Person search,2022-01-01T06:29:20+00:00,51.516814,-0.08162,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 06:29:20+00:00
Person search,2022-01-01T06:45:26+00:00,51.516814,-0.08162,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 06:45:26+00:00
Person search,2022-01-01T07:27:56+00:00,51.516814,-0.08162,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 07:27:56+00:00
Person search,2022-01-01T07:34:03+00:00,51.506255,-0.074901,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 07:34:03+00:00
Person search,2022-01-01T08:17:34+00:00,51.516814,-0.08162,Male,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-01 08:17:34+00:00
Person and Vehicle search,2022-01-02T04:13:42+00:00,51.517909,-0.109709,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-01-02 04:13:42+00:00
Person and Vehicle search,2022-01-02T04:19:55+00:00,51.51539,-0.070437,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-01-02 04:19:55+00:00
Person and Vehicle search,2022-01-02T04:30:40+00:00,51.51265,-0.101452,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-01-02 04:30:40+00:00
Person and Vehicle search,2022-01-02T04:36:52+00:00,51.517032,-0.089451,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-01-02 04:36:52+00:00
Person search,2022-01-02T05:17:55+00:00,51.51265,-0.101452,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-01-02 05:17:55+00:00
Person and Vehicle search,2022-01-02T11:21:56+00:00,51.512108,-0.097973,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-01-02 11:21:56+00:00
Person search,2022-01-02T11:31:14+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-01-02 11:31:14+00:00
Person search,2022-01-02T12:45:05+00:00,51.51265,-0.101452,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-01-02 12:45:05+00:00
Person and Vehicle search,2022-01-03T03:18:54+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-03 03:18:54+00:00
Person search,2022-01-03T05:07:07+00:00,51.512652,-0.092719,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Firearms,A no further action disposal,False,False,2022-01-03 05:07:07+00:00
Person and Vehicle search,2022-01-03T06:30:25+00:00,51.514501,-0.089716,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2022-01-03 06:30:25+00:00
Person search,2022-01-04T01:18:59+00:00,51.506255,-0.074901,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-01-04 01:18:59+00:00
Person search,2022-01-04T02:21:57+00:00,51.506255,-0.074901,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-01-04 02:21:57+00:00
Person and Vehicle search,2022-01-04T02:26:41+00:00,51.506255,-0.074901,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-01-04 02:26:41+00:00
Person search,2022-01-04T03:44:31+00:00,51.513377,-0.096363,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-01-04 03:44:31+00:00
Person search,2022-01-04T04:41:57+00:00,51.51392,-0.093257,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-01-04 04:41:57+00:00
Person search,2022-01-04T06:31:41+00:00,51.514203,-0.094628,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-01-04 06:31:41+00:00
Person search,2022-01-05T02:01:30+00:00,51.517149,-0.08776,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-01-05 02:01:30+00:00
