Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2017-07-02T02:32:00+00:00,,,Male,25-34,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,False,False,2017-07-02 02:32:00+00:00
Person search,2017-07-02T02:34:00+00:00,51.494983,-0.121188,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,False,2017-07-02 02:34:00+00:00
Person search,2017-07-02T02:35:00+00:00,,,Male,18-24,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,False,False,2017-07-02 02:35:00+00:00
Person search,2017-07-02T03:46:00+00:00,51.517576,-0.079786,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-07-02 03:46:00+00:00
Person search,2017-07-04T01:55:00+00:00,51.494983,-0.121188,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,False,2017-07-04 01:55:00+00:00
Person and Vehicle search,2017-07-04T05:42:00+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-04 05:42:00+00:00
Person search,2017-07-04T09:51:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,False,2017-07-04 09:51:00+00:00
Person search,2017-07-04T10:07:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,False,2017-07-04 10:07:00+00:00
Person search,2017-07-05T05:28:00+00:00,51.494983,-0.121188,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,False,2017-07-05 05:28:00+00:00
Person and Vehicle search,2017-07-05T06:48:00+00:00,51.514203,-0.094628,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-07-05 06:48:00+00:00
Person and Vehicle search,2017-07-05T06:53:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,True,False,2017-07-05 06:53:00+00:00
Person search,2017-07-05T07:03:00+00:00,51.422502,-0.366679,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,False,2017-07-05 07:03:00+00:00
Person and Vehicle search,2017-07-05T11:07:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-05 11:07:00+00:00
Person search,2017-07-05T11:20:00+00:00,51.517526,-0.108283,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False,2017-07-05 11:20:00+00:00
Person search,2017-07-06T03:00:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,True,False,2017-07-06 03:00:00+00:00
Person search,2017-07-06T09:45:00+00:00,51.494983,-0.121188,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,False,False,2017-07-06 09:45:00+00:00
Person search,2017-07-06T09:49:00+00:00,51.422502,-0.366679,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-06 09:49:00+00:00
Person search,2017-07-06T10:33:00+00:00,51.494983,-0.121188,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-06 10:33:00+00:00
Person search,2017-07-06T10:36:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-06 10:36:00+00:00
Person search,2017-07-07T01:32:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-07 01:32:00+00:00
Person search,2017-07-07T01:33:00+00:00,51.422502,-0.366679,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-07 01:33:00+00:00
Person search,2017-07-07T01:40:00+00:00,51.517576,-0.079786,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-07 01:40:00+00:00
Person search,2017-07-07T05:26:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,False,2017-07-07 05:26:00+00:00
Person and Vehicle search,2017-07-07T11:28:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-07-07 11:28:00+00:00
Person search,2017-07-09T00:54:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-09 00:54:00+00:00
Person search,2017-07-09T01:05:00+00:00,51.51156,-0.090804,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-09 01:05:00+00:00
Person and Vehicle search,2017-07-09T03:48:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,,True,False,2017-07-09 03:48:00+00:00
Person search,2017-07-10T00:40:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,False,2017-07-10 00:40:00+00:00
Person search,2017-07-10T09:39:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-07-10 09:39:00+00:00
Person search,2017-07-11T00:04:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-07-11 00:04:00+00:00
Person search,2017-07-11T00:06:00+00:00,51.51792,-0.092628,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Nothing found - no further action,False,False,2017-07-11 00:06:00+00:00
Person search,2017-07-11T00:13:00+00:00,,,Female,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-07-11 00:13:00+00:00
Person search,2017-07-11T01:07:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,2017-07-11 01:07:00+00:00
Person and Vehicle search,2017-07-11T03:25:00+00:00,51.494983,-0.121188,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False,2017-07-11 03:25:00+00:00
Person search,2017-07-11T04:49:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Local resolution,False,False,2017-07-11 04:49:00+00:00
Person search,2017-07-12T02:54:00+00:00,51.494983,-0.121188,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False,2017-07-12 02:54:00+00:00
Person search,2017-07-12T07:24:00+00:00,51.494983,-0.121188,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-07-12 07:24:00+00:00
Person search,2017-07-13T06:15:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,True,False,2017-07-13 06:15:00+00:00
Person search,2017-07-14T03:11:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-07-14 03:11:00+00:00
Person search,2017-07-14T03:16:00+00:00,,,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False,2017-07-14 03:16:00+00:00
Person search,2017-07-14T11:18:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,False,False,2017-07-14 11:18:00+00:00
Person search,2017-07-15T01:50:00+00:00,51.494983,-0.121188,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Offender given drugs possession warning,False,False,2017-07-15 01:50:00+00:00
Person search,2017-07-15T01:54:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,True,False,2017-07-15 01:54:00+00:00
Person search,2017-07-15T01:59:00+00:00,51.513268,-0.100202,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,False,2017-07-15 01:59:00+00:00
Person search,2017-07-15T02:04:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,False,2017-07-15 02:04:00+00:00
