Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2016-05-01T14:37:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,0.0,2016-05-01 14:37:00+00:00
Person search,2016-05-01T16:21:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,0.0,2016-05-01 16:21:00+00:00
Person search,2016-05-02T12:32:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,0.0,2016-05-02 12:32:00+00:00
Person search,2016-05-02T12:35:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-02 12:35:00+00:00
Person search,2016-05-03T16:00:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,0.0,2016-05-03 16:00:00+00:00
Person search,2016-05-03T19:59:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,True,0.0,2016-05-03 19:59:00+00:00
Person and Vehicle search,2016-05-03T22:55:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-03 22:55:00+00:00
Person search,2016-05-04T14:40:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-04 14:40:00+00:00
Person and Vehicle search,2016-05-04T20:45:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,0.0,2016-05-04 20:45:00+00:00
Person search,2016-05-05T10:02:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-05 10:02:00+00:00
Person search,2016-05-05T11:50:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,0.0,2016-05-05 11:50:00+00:00
Person search,2016-05-05T13:40:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-05 13:40:00+00:00
Person search,2016-05-05T13:45:00+00:00,,,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,False,0.0,2016-05-05 13:45:00+00:00
Person search,2016-05-05T14:40:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-05 14:40:00+00:00
Person search,2016-05-05T14:50:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-05 14:50:00+00:00
Person search,2016-05-05T17:59:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,0.0,2016-05-05 17:59:00+00:00
Person and Vehicle search,2016-05-05T20:43:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-05 20:43:00+00:00
Person and Vehicle search,2016-05-05T20:45:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-05 20:45:00+00:00
Person and Vehicle search,2016-05-05T21:41:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,0.0,2016-05-05 21:41:00+00:00
Person and Vehicle search,2016-05-05T23:00:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-05 23:00:00+00:00
Person and Vehicle search,2016-05-06T15:58:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-06 15:58:00+00:00
Person search,2016-05-06T18:52:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,0.0,2016-05-06 18:52:00+00:00
Person and Vehicle search,2016-05-07T18:20:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,0.0,2016-05-07 18:20:00+00:00
Person and Vehicle search,2016-05-07T20:50:00+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,True,0.0,2016-05-07 20:50:00+00:00
Person search,2016-05-07T22:24:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-07 22:24:00+00:00
Person and Vehicle search,2016-05-08T01:30:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-08 01:30:00+00:00
Person and Vehicle search,2016-05-08T01:30:00+00:00,,,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-08 01:30:00+00:00
Person and Vehicle search,2016-05-08T01:33:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,0.0,2016-05-08 01:33:00+00:00
Person and Vehicle search,2016-05-08T01:35:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-08 01:35:00+00:00
Person and Vehicle search,2016-05-08T03:54:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,0.0,2016-05-08 03:54:00+00:00
Person and Vehicle search,2016-05-08T22:53:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,0.0,2016-05-08 22:53:00+00:00
Person search,2016-05-08T23:47:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Suspect arrested,False,0.0,2016-05-08 23:47:00+00:00
Person search,2016-05-09T09:30:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,0.0,2016-05-09 09:30:00+00:00
Person search,2016-05-09T11:05:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-09 11:05:00+00:00
Person search,2016-05-09T12:40:00+00:00,,,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-09 12:40:00+00:00
Person and Vehicle search,2016-05-10T13:50:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,0.0,2016-05-10 13:50:00+00:00
Person and Vehicle search,2016-05-11T17:22:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,0.0,2016-05-11 17:22:00+00:00
Person search,2016-05-12T11:47:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,0.0,2016-05-12 11:47:00+00:00
Person and Vehicle search,2016-05-12T21:25:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,0.0,2016-05-12 21:25:00+00:00
Person search,2016-05-13T16:04:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,0.0,2016-05-13 16:04:00+00:00
Person search,2016-05-13T16:10:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-13 16:10:00+00:00
Person search,2016-05-13T16:10:00+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,0.0,2016-05-13 16:10:00+00:00
Person search,2016-05-13T21:06:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-13 21:06:00+00:00
Person search,2016-05-13T22:48:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,0.0,2016-05-13 22:48:00+00:00
Person search,2016-05-13T22:50:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-13 22:50:00+00:00
Person and Vehicle search,2016-05-14T18:29:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,0.0,2016-05-14 18:29:00+00:00
Person search,2016-05-15T02:30:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-15 02:30:00+00:00
Person search,2016-05-15T02:58:00+00:00,,,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-15 02:58:00+00:00
Person search,2016-05-15T03:55:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,0.0,2016-05-15 03:55:00+00:00
Person search,2016-05-16T13:50:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,0.0,2016-05-16 13:50:00+00:00
Person and Vehicle search,2016-05-16T21:10:00+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-16 21:10:00+00:00
Person search,2016-05-16T21:30:00+00:00,,,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-16 21:30:00+00:00
Person and Vehicle search,2016-05-17T23:12:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-17 23:12:00+00:00
Person search,2016-05-18T15:29:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-18 15:29:00+00:00
Person and Vehicle search,2016-05-18T23:20:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-18 23:20:00+00:00
Person and Vehicle search,2016-05-19T23:01:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-19 23:01:00+00:00
Person and Vehicle search,2016-05-19T23:08:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-19 23:08:00+00:00
Person search,2016-05-20T19:43:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-20 19:43:00+00:00
Person and Vehicle search,2016-05-20T20:05:00+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,0.0,2016-05-20 20:05:00+00:00
Person and Vehicle search,2016-05-20T21:18:00+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-20 21:18:00+00:00
Person and Vehicle search,2016-05-20T21:24:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-20 21:24:00+00:00
Person and Vehicle search,2016-05-20T21:30:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-20 21:30:00+00:00
Person and Vehicle search,2016-05-21T19:55:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,0.0,2016-05-21 19:55:00+00:00
Person and Vehicle search,2016-05-21T19:55:00+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,0.0,2016-05-21 19:55:00+00:00
Person and Vehicle search,2016-05-22T10:50:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-22 10:50:00+00:00
Person and Vehicle search,2016-05-22T11:02:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-22 11:02:00+00:00
Person search,2016-05-22T18:20:00+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,0.0,2016-05-22 18:20:00+00:00
