Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category
55099736570126d36829bda6613cee8792052d4e6e5cce7b362e24d1564dacca,2021-04,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Burglary,Investigation complete; no suspect identified
2e6ff34c31fe2b36c6a20032c5117aa6621e01a095980cc6bb716fc3f57be3df,2021-04,City of London Police,City of London Police,-0.076592,51.514367,On or near Pedestrian Subway,E01000005,City of London 001E,Burglary,Unable to prosecute suspect
3ff1ece6d7cbadd18a14086cb827004cd99379f9fdd463890d073d28dc689139,2021-04,City of London Police,City of London Police,-0.096385,51.510787,On or near Gardners Lane,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
3b58fc2eed9f4b2cd3bb904143f12bb6ca1cc9a75dc688becc3f72c95263166e,2021-04,City of London Police,City of London Police,-0.101959,51.513297,On or near Carter Lane,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
333b8296de1ef3085fedde87f38830956b5fe2c7a61afae981ccc0d49bce4350,2021-04,City of London Police,City of London Police,-0.085257,51.5112,On or near Talbot Court,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
f481eaf2bf434a9a6a8dd5ab55387d9828a7ffabdfcd08505fdeb663a312158c,2021-04,City of London Police,City of London Police,-0.089838,51.516067,On or near Coleman Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
96838de911e0e13083a9227f05797ea02f83a242188ad6fada6b9f5d37cfee20,2021-04,City of London Police,City of London Police,-0.083618,51.517288,On or near Broad Street Avenue,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
9bd9330f3464e5e7e156fab83b2c98b9c39df9756cda62a62661d6fd71cc2c09,2021-04,City of London Police,City of London Police,-0.088473,51.518374,On or near Moor Place,E01032739,City of London 001F,Burglary,Unable to prosecute suspect
eca4abba2840bd07f29487f50f4a5761748c3886a1d2fce8034b525160272f89,2021-04,City of London Police,City of London Police,-0.084983,51.510494,On or near Supermarket,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
f2e7b7e56cd5c9d1eb811069098c23acd8d360c62e9e26da4b38576d108eeeef,2021-04,City of London Police,City of London Police,-0.106214,51.513905,On or near Salisbury Court,E01032740,City of London 001G,Burglary,Investigation complete; no suspect identified
317768f4e608abfe9221e0f427441879d3184a7e713a4f190709cecb69e78e70,2021-04,City of London Police,City of London Police,-0.106922,51.514204,On or near Fleet Street,E01032740,City of London 001G,Burglary,Investigation complete; no suspect identified
50a9e3b24fba8b6f1d50d6318cda27846804c8c3a2a940df827a43fc4c919bda,2021-04,City of London Police,City of London Police,-0.111181,51.516476,On or near Cursitor Street,E01032740,City of London 001G,Burglary,Investigation complete; no suspect identified
72257ac04faaf029c88896d52403f42d3dc3b70b4efb2a5d46e5ab89cf1317f2,2021-04,Metropolitan Police Service,Metropolitan Police Service,0.135866,51.587336,On or near Gibbfield Close,E01000027,Barking and Dagenham 001A,Burglary,Investigation complete; no suspect identified
d6b369d87977e6c0211f7b5aed4b26d9b8cf3c24df08f24c8461b80cedb1c3b7,2021-04,Metropolitan Police Service,Metropolitan Police Service,0.128927,51.584656,On or near Nash Road,E01000028,Barking and Dagenham 001B,Burglary,Investigation complete; no suspect identified
407437b0dc603d47f2b3074a95ca520dad4cf9d6c4ed72e3b9213c93c63a0ad4,2021-04,Metropolitan Police Service,Metropolitan Police Service,0.128479,51.583414,On or near Cavalier Close,E01000028,Barking and Dagenham 001B,Burglary,Investigation complete; no suspect identified
688cdb97ce7423bc11fc21041a9f2a3ee709a9e44138d96eb7e8b13b92f5d820,2021-04,Metropolitan Police Service,Metropolitan Police Service,0.13986,51.573711,On or near Ashton Gardens,E01000031,Barking and Dagenham 002A,Burglary,Investigation complete; no suspect identified
656b0fafbdcebf5ef43b25d07dc9123c0b5da21a3280600860691a3bf24ecaac,2021-04,Metropolitan Police Service,Metropolitan Police Service,0.137827,51.575601,On or near Kelly Way,E01000031,Barking and Dagenham 002A,Burglary,Investigation complete; no suspect identified
